"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","Assists","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Successful attacking actions per 90","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Second assists per 90","Smart passes per 90","Accurate smart passes, %","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %"
"R. Wallinder","Sweden 1.","Öster","GK","26","300000","2025-12-31","26","2577","0","0","Sweden","right","189","2.06","0.07","50","0.49","71.43","0","2.32","0","0","0","0","0","0","0","0","0","0","0","0.07","100","0","0","0","23.08","86.99","13.38","79.11","10.13","73.1","0","0","0","0","0","1.71","73.47","0.07","50","0.03","8.77","78.49"
"M. Fenger","Sweden 1.","IFK Göteborg","CF","24","900000","2027-12-31","26","2571","12","2","Denmark","right","182","4.24","3.78","59.26","6.02","40.12","0.25","2.5","2.1","0.32","0.42","0.14","2.1","51.67","20","0.6","23.53","2.07","42.37","10.29","31.29","3.5","1.02","0.21","14.63","77.99","3.47","66.67","0.21","66.67","0.06","0.04","0","0","0.14","1.4","72.5","0.6","47.06","0.63","1.75","56"
"N. Törnqvist","Sweden 1.","Mjällby","GK","23","1200000","","26","2558","0","0","Sweden","left","195","1.65","0.07","100","0.46","100","0","2.18","0","0","0","0","0","0","0","0","0","0","0","0.07","50","0","0","0","26.6","90.61","12.46","83.05","7.04","69","0","0","0","0","0","0.99","46.43","0.14","0","0","5.21","70.95"
"W. Hahn","Sweden 1.","Hammarby","GK","33","350000","2027-12-31","26","2556","0","0","Netherlands","right","190","1.94","0.04","100","0.32","88.89","0","3.01","0","0","0","0","0","0","0","0","0","0","0","0.04","100","0","0.04","0","16.73","81.89","10.25","71.48","5.88","55.09","0","0","0","0","0","3.03","48.84","0.18","0","0.04","4.33","73.17"
"D. Andersson","Sweden 1.","IFK Norrköping","GK","22","0","","26","2541","0","1","Sweden","right","188","1.42","0.07","50","0.81","82.61","0","1.77","0.04","0","0","0","0","0","0","0","0","0.04","100","0.25","85.71","0","0","0","20.01","80.88","11.69","70.61","7.51","55.66","0.02","0","0","0","0.04","1.84","42.31","0.18","0","0","5.74","60.49"
"E. Hovland","Sweden 1.","Brommapojkarna","LCB, RCB, CB","36","350000","","26","2539","0","1","Norway","right","191","6.84","2.69","65.79","1.99","62.5","1.1","5.54","0.32","0","0.06","0","0.43","25","0","0.18","60","0.11","100","0.67","52.63","0.71","0.57","0","41.3","87.04","14.96","77.01","7.62","59.07","0.01","0","0","0","0.04","6.13","64.16","0.57","50","0.14","7.23","65.69"
"L. Walta","Sweden 1.","Sirius","AMF, RCMF","22","1000000","2028-06-30","26","2532","13","2","Finland","right","170","6.61","5.72","65.22","0.78","18.18","0.07","3.55","3.52","0.28","0.25","0","2.35","37.88","19.697","2.99","40.48","2.13","65","7.36","50.24","1.14","1.85","0.36","47.17","81.99","14.5","68.63","7.22","63.55","0.25","0.04","0.18","20","0.5","8.28","75.11","4.73","50.38","1.35","8.57","82.16"
"M. Watson","Sweden 1.","IFK Norrköping","RCB, LCB","29","700000","","26","2523","2","0","Sweden","right","184","8.45","4.21","63.56","4.78","61.19","0.78","7.29","0.18","0.07","0.04","0","0.21","33.33","33.333","0.07","50","0.11","66.67","0.68","26.32","0.43","0.36","0","41.56","87.64","17.05","76.57","4.32","48.76","0.02","0","0","0","0.07","4.1","66.96","0.32","33.33","0.18","5.92","60.84"
"G. Lundgren","Sweden 1.","GAIS","RWF, RCMF, CF","30","0","","26","2509","2","5","Sweden","left","190","6.35","5.49","68.63","1.51","21.43","0.14","3.31","4.84","0.07","0.2","0","1.87","26.92","3.846","3.52","28.57","5.67","54.43","17.18","40.29","3.16","3.19","0.47","39.42","73.79","11.01","64.82","3.87","62.04","0.26","0.14","0.5","50","0.97","4.77","64.66","5.2","49.66","2.44","8.29","82.25"
"Villiam Granath","Sweden 1.","Halmstad","RB, RWB, RW","27","275000","2025-12-31","26","2493","3","3","Sweden","right","189","10.36","9.46","58.02","6.43","43.26","0.32","5.06","2.6","0.11","0.11","0.04","0.94","30.77","11.538","1.73","39.58","2.89","55","8.38","34.05","2.27","1.41","0.11","28.05","75.03","8.34","64.07","1.73","45.83","0.12","0","0.04","100","0.47","3.14","58.62","2.24","61.29","1.01","5.05","67.14"
"A. Timossi Andersson","Sweden 1.","Brommapojkarna","RB","24","400000","2026-06-30","25","2473","3","2","Sweden","right","170","8.66","8.44","64.66","1.2","51.52","0.11","3.25","2.73","0.11","0.03","0","0.55","40","20","3.46","34.74","1.89","69.23","5.35","40.82","1.27","2.55","0.62","28.57","75.92","8.52","63.25","3.09","48.24","0.13","0.15","0.04","0","0.55","2.11","65.52","2.73","40","0.25","5.06","58.27"
"V. Eriksson","Sweden 1.","Hammarby","RCB, LCB","25","800000","2028-12-31","25","2463","2","1","Sweden","right","192","8.88","6.54","64.8","5.59","68.63","0.69","6.79","0.33","0.07","0.08","0.07","0.55","33.33","13.333","0.15","25","0.18","40","0.95","38.46","0.58","0.37","0.04","56.31","88.97","21.34","78.42","3.58","42.86","0","0","0.04","100","0","5.96","71.78","0.51","42.86","0.15","7.82","61.21"
"S. Papagiannopoulos","Sweden 1.","AIK","CB","35","300000","2025-12-31","25","2462","0","0","Sweden","right","187","8.81","4.86","76.69","3.73","69.61","0.73","6.6","0.15","0","0","0","0.11","0","0","0.04","100","0.11","66.67","1.83","42","0.33","0.07","0","42.04","83.91","16.27","70.34","6.58","50.56","0","0","0.04","100","0.04","5.37","61.9","0.4","27.27","0.04","7.2","58.88"
"D. Kruse","Sweden 1.","IFK Göteborg","DMF, LCMF, LDMF","23","700000","2028-12-31","25","2458","2","0","Denmark","right","185","8.86","6.88","67.02","2.09","38.6","0.37","5.62","0.73","0.07","0.08","0.04","0.51","28.57","14.286","0.22","16.67","0.84","60.87","3.95","50","0.7","0.99","0.04","45.04","89.67","10.03","73.36","2.49","63.24","0.07","0","0.04","100","0.18","4.94","85.19","1.28","57.14","0.84","4.39","69.17"
"J. Allansson","Sweden 1.","Halmstad","RCMF","32","250000","2025-12-31","26","2453","0","2","Sweden","right","174","7.41","6.13","58.68","1.54","45.24","0.18","4.01","0.37","0","0.01","0","0.22","16.67","0","0.48","38.46","0.18","80","1.47","47.5","0.29","0.4","0","32.62","84.7","10.16","70.76","3.71","56.44","0.12","0","0.04","0","0","4.99","63.97","1.39","34.21","0.33","4.59","70.4"
"B. Kurtulus","Sweden 1.","Halmstad","LCB, RCB","18","0","","25","2448","1","0","Sweden","right","0","8.27","5.7","70.32","2.13","55.17","0.29","4.2","0.92","0.04","0.07","0.04","0.4","36.36","9.091","0.37","40","0.85","73.91","4.74","62.02","0.7","0.7","0","37.83","85.23","15.99","75.4","4.01","55.96","0","0","0.07","0","0.04","5.11","71.94","0.85","39.13","0.26","6.76","69.02"
"Í. Sigurgeirsson","Sweden 1.","IFK Norrköping","LW, LWF, LAMF","22","350000","2026-12-31","26","2424","3","6","Iceland","right","175","4.98","4.64","58.4","2.34","38.1","0.07","2.8","3.19","0.11","0.18","0","1.37","40.54","8.108","1.97","30.19","3.49","57.45","10.92","42.18","3.75","3.56","0.33","23.54","76.18","5.2","59.29","1.45","56.41","0.09","0","0.11","33.33","0.41","1.37","62.16","2.56","42.03","1.37","2.75","67.57"
"K. Nordfeldt","Sweden 1.","AIK","GK","36","250000","2025-12-31","24","2418","0","0","Sweden","right","188","1.49","0","0","0.3","100","0","1.97","0","0","0","0","0","0","0","0","0","0","0","0.07","100","0","0","0","18.01","83.68","10.01","73.23","6.74","65.19","0","0","0","0","0","2.61","55.71","0.19","20","0.04","4.8","75.19"
"M. Karlsson","Sweden 1.","Hammarby","RCMF, RDMF","21","0","2029-12-31","25","2406","3","1","Sweden","right","187","8.53","7.22","61.14","1.23","30.3","0.22","5.98","1.46","0.11","0.11","0","0.97","38.46","11.538","0.75","65","1.05","57.14","5.84","39.1","1.57","1.83","0.19","60.67","91.31","17.54","83.8","1.57","45.24","0.09","0.04","0","0","0.26","8.64","85.28","1.27","76.47","0.52","7","80.21"
"T. Heintz","Sweden 1.","IFK Göteborg","LWF, LCMF, AMF","27","2000000","2026-06-30","25","2397","7","8","Norway","right","173","4.69","5.37","57.34","1.69","37.78","0.08","2.14","3.72","0.26","0.25","0","2.82","38.67","9.333","3.45","30.43","3.08","47.56","6.76","40.56","3.9","1.46","0.23","35.48","71.01","10.48","59.14","3.6","50","0.24","0.08","0.3","37.5","0.53","5.07","62.96","4.84","47.29","1.58","6.61","77.84"
"R. Ure","Sweden 1.","Sirius","CF","21","0","","26","2393","11","4","Scotland","right","189","3.5","3.05","54.32","5.72","28.95","0.19","2.29","1.5","0.41","0.37","0","1.88","46","22","0.41","9.09","1.02","51.85","8.09","36.74","2.78","1.02","0.08","12.79","74.71","3.35","65.17","0.41","72.73","0.1","0","0.19","40","0.34","1.32","85.71","0.56","46.67","0.45","1.65","65.91"
"M. Danielson","Sweden 1.","Djurgården","LCB","36","350000","2025-12-31","26","2388","1","0","Sweden","right","192","7.76","3.51","77.42","4.18","63.06","0.79","7.2","0.26","0","0.1","0","0.3","37.5","12.5","0.08","50","0.11","100","0.9","75","0.64","0.34","0","51.22","90.88","21.52","84.41","5.8","61.04","0","0","0","0","0","5.46","82.07","0.19","40","0.15","8.86","74.47"
"T. Anker","Sweden 1.","Sirius","LCB","24","350000","2028-06-30","24","2386","1","1","Denmark","left","193","7.54","4.49","66.39","4.64","68.29","0.38","5.91","0.38","0.04","0.05","0","0.34","44.44","11.111","0.3","12.5","0.19","100","1.32","60","1.17","0.87","0.08","50.43","88.33","19.2","79.17","6.34","53.57","0.03","0","0.04","0","0.08","6.98","74.59","0.75","30","0.3","8.03","72.77"
"Busanello","Sweden 1.","Malmö FF","LB, LCB","26","2000000","2029-12-31","25","2375","0","2","Brazil","left","180","9.85","7.16","65.08","2.05","48.15","0.34","7.3","1.59","0","0.04","0","0.72","21.05","0","2.65","25.71","1.02","66.67","5.8","49.02","1.78","1.71","0.34","61.31","81.15","28.46","76.03","6.78","49.72","0.12","0.08","0.11","66.67","0.11","9.51","71.31","2.99","55.7","1.29","13.91","70.84"
"E. Stroud","Sweden 1.","Mjällby","LWB","23","0","2026-12-31","25","2368","7","5","Sweden","left","180","7.91","7.98","60.48","0.99","23.08","0.08","4.11","3.65","0.23","0.14","0.04","1.71","37.78","15.556","3.53","36.56","2.81","56.76","9.05","39.08","3.15","2.62","0.68","39.26","75.51","10.72","57.45","4.45","49.57","0.21","0.04","0.15","75","0.61","2.96","60.26","3.5","47.83","0.84","6.99","59.24"
"A. Erlingmark","Sweden 1.","IFK Göteborg","LCB","27","600000","2028-12-31","25","2367","0","1","Sweden","right","189","8.9","4.18","71.82","3.38","58.43","1.03","7.63","0.34","0","0.05","0","0.34","33.33","0","0.27","57.14","0.11","66.67","1.18","51.61","0.65","1.22","0.11","55.25","89.13","22.81","81","5.4","50.7","0.03","0","0","0","0.11","8.44","79.28","0.49","46.15","0.23","8.25","77.88"
"S. Hedlund","Sweden 1.","Elfsborg","RWB, LB","32","700000","","24","2350","4","5","Sweden","right","173","7.43","7.93","62.8","1","15.38","0.11","2.89","2.37","0.08","0.19","0","1.42","43.24","10.811","2.95","32.47","1.46","55.26","3.83","41","2.34","0.8","0.15","28.99","76.49","6.82","63.48","1.91","48","0.09","0.04","0","0","0.46","2.53","68.18","2.87","49.33","0.84","4.86","73.23"
"A. Norén","Sweden 1.","Mjällby","RCB, CB","26","350000","","24","2337","2","1","Sweden","right","184","11.59","7.63","65.15","4.2","56.88","0.54","8.22","0.46","0.08","0.06","0.04","0.54","35.71","14.286","0.19","40","0.46","41.67","2.2","43.86","1.58","0.69","0","51.87","87.31","22.26","79.76","5.39","59.29","0.03","0","0.12","0","0.08","5.7","67.57","0.96","44","0.54","8.4","71.56"
"N. Besara","Sweden 1.","Hammarby","AMF, CF, LCMF","34","800000","2025-12-31","26","2335","15","2","Sweden","right","182","2.74","2.62","55.88","0.85","31.82","0.08","2","2.2","0.54","0.41","0.04","3.28","40","17.647","1.27","21.21","1.23","43.75","6.67","38.73","2.93","1.73","0.15","41.09","85.55","11.29","75.43","1.43","45.95","0.15","0","0.27","28.57","0.39","3.89","81.19","3.28","49.41","1.77","4.66","79.34"
"M. Heier","Sweden 1.","Sirius","RDMF, DMF","24","1000000","2027-06-30","25","2308","0","1","Sweden","right","181","8.54","7.92","59.61","0.62","25","0.23","4.51","1.25","0","0.04","0","0.82","19.05","0","0.66","23.53","1.56","57.5","4.6","57.63","0.78","1.72","0.16","44.22","85.36","12.87","71.21","4.17","53.27","0.04","0.04","0.08","50","0.08","6.79","77.01","2.03","46.15","0.82","6.9","69.49"
"M. Siltanen","Sweden 1.","Djurgården","LDMF, RDMF, DMF","18","0","","26","2305","0","2","Finland","right","173","8.39","5.27","67.41","1.48","39.47","0.39","6.14","0.62","0","0.06","0","0.82","19.05","0","0.51","38.46","0.27","100","3.16","53.09","0.9","0.78","0.12","50.84","88.48","17.1","80.14","3.63","54.84","0.1","0.04","0.12","0","0.23","7.46","80.1","1.76","62.22","0.98","7.65","79.08"
"B. Zeneli","Sweden 1.","Elfsborg","RCMF, LCMF","22","0","","24","2295","2","7","Kosovo","right","178","10.16","8.98","67.69","1.22","41.94","0.35","4.52","2.82","0.08","0.09","0","1.41","27.78","5.556","2.67","20.59","3.92","47","10.94","45.16","1.65","2.75","0.12","52.78","83.51","15.65","73.18","3.14","53.75","0.26","0.04","0.16","25","0.47","7.14","74.18","3.73","46.32","1.37","7.29","78.49"
"M. Adolfsson","Sweden 1.","Öster","RCB","23","275000","2027-12-31","24","2284","2","0","Sweden","right","188","7.68","4.37","63.96","3.55","56.67","1.3","5.45","0.43","0.08","0.04","0.08","0.32","37.5","25","0.2","40","0.28","85.71","1.22","58.06","0.32","0.51","0","43.54","87.6","17.81","75.44","5.99","51.32","0.01","0.04","0","0","0","5.36","61.03","0.35","11.11","0","7.09","70"
"H. Keto","Sweden 1.","Värnamo","GK","27","350000","","23","2270","0","0","Finland","right","192","1.19","0.04","100","0.83","85.71","0","1.32","0","0","0","0","0","0","0","0","0","0","0","0.12","100","0","0","0","19.11","82.37","9.28","68.8","6.34","51.88","0","0","0","0","0","1.86","29.79","0.16","0","0","4.36","60"
"A. Salétros","Sweden 1.","AIK","RCMF, LCMF","29","2200000","2026-12-31","23","2264","2","2","Sweden","left","183","8.98","7.23","67.58","2.19","49.09","0.24","4.45","2.66","0.08","0.12","0","1.19","20","6.667","2.07","48.08","2.62","53.03","5.88","38.51","1.55","1.95","0.36","48.1","80.66","19","71.97","5.17","50","0.07","0.08","0.04","100","0.36","7.59","72.25","3.5","56.82","1.23","9.66","73.25"
"J. Gustavsson","Sweden 1.","Mjällby","RCMF, LCMF","30","450000","2028-12-31","23","2263","0","0","Sweden","right","174","10.38","6.4","59.63","1.79","42.22","0.64","8.7","0.2","0","0","0","0.08","0","0","0.16","75","0.2","40","3.14","48.1","0.24","0.52","0","52.26","85.39","16.54","68.27","5.41","41.91","0.01","0.04","0","0","0.16","8.03","70.3","1.27","50","0.52","6.68","60.71"
"K. Kosugi","Sweden 1.","Djurgården","LB","19","0","","24","2262","0","3","Japan","left","168","10.31","8.16","63.9","2.23","42.86","0.32","7.22","2.86","0","0.04","0","0.48","25","0","3.02","34.21","2.59","66.15","7.44","44.92","1.03","1.71","0.4","42.18","77.55","16.43","69.01","5.09","42.19","0.12","0.04","0","0","0.28","5.65","62.68","2.94","39.19","0.64","9.39","70.34"
"A. Csongvai","Sweden 1.","AIK","LCMF, RCMF","24","800000","2027-12-31","24","2251","1","2","Hungary","right","186","9.32","6.08","63.82","3.24","55.56","0.4","6.64","1.2","0.04","0.05","0","1.04","15.38","3.846","1.68","40.48","0.32","100","1.56","64.1","0.76","0.36","0.08","39.7","77.54","16.31","66.42","6.32","50","0.17","0","0.08","50","0.36","7.24","61.88","2.24","51.79","0.72","8.84","64.71"
"F. Benković","Sweden 1.","AIK","RCB","28","1800000","","25","2251","1","1","Croatia","right","194","7.68","3.52","76.14","6.08","80.26","0.48","6.05","0.52","0.04","0.11","0.04","0.72","22.22","5.556","0.36","55.56","0.32","50","1.68","42.86","1.08","0.64","0","35.22","84.68","15.75","73.1","3.52","44.32","0.02","0","0.04","0","0.08","3.84","65.63","0.68","47.06","0.08","6.12","61.44"
"A. Traustason","Sweden 1.","IFK Norrköping","LCMF, AMF","32","900000","2026-12-31","25","2208","5","2","Iceland","right","183","6.03","5.34","56.49","2.28","35.71","0.57","3.71","1.39","0.16","0.2","0","1.71","23.81","11.905","0.9","36.36","1.26","48.39","5.22","40.63","1.59","0.98","0.16","34.28","80.98","10.96","64.31","4.04","45.45","0.07","0.04","0.04","100","0.33","4.69","58.26","1.47","52.78","0.69","4.93","71.9"
"M. Thychosen","Sweden 1.","AIK","RB, RWB","28","1000000","2027-12-31","23","2204","2","3","Denmark","right","178","7.31","6.45","63.29","5.19","49.61","0.16","4.06","1.92","0.08","0.1","0","0.61","26.67","13.333","3.14","33.77","1.23","56.67","4.7","34.78","1.47","1.02","0.2","33.85","72.26","11.19","57.3","3.92","45.83","0.09","0.04","0","0","0.45","5.06","54.84","3.72","48.35","1.06","8.17","70"
"N. Tolf","Sweden 1.","IFK Göteborg","LB","20","0","","25","2203","1","0","Sweden","","0","8.42","6.21","63.82","1.23","43.33","0.33","6.07","2.49","0.04","0.07","0","0.33","37.5","12.5","3.23","31.65","1.88","67.39","7.35","47.78","1.51","1.96","0.2","45.02","73.5","17.65","60.88","7.6","39.78","0.1","0.04","0.16","50","0.33","8.13","55.28","3.47","34.12","0.57","8.82","69.91"
"B. Celina","Sweden 1.","AIK","LW, CF","29","1800000","2026-08-31","26","2203","5","4","Kosovo","right","181","3.68","3.6","53.41","1.31","53.13","0.16","2.27","4.7","0.2","0.11","0.04","2.08","33.33","9.804","3.6","42.05","4.17","59.8","7.52","44.57","2.57","2.53","0.53","31.7","75.52","8.13","69.35","3.19","65.38","0.15","0","0.04","0","0.45","3.72","63.74","4.53","57.66","1.88","6.09","79.19"
"M. Krasniqi","Sweden 1.","GAIS","GK","33","250000","2026-12-31","23","2195","0","0","Sweden","left","187","1.89","0.04","100","0.62","93.33","0","2.31","0","0","0","0","0","0","0","0","0","0","0","0.12","66.67","0","0","0","22.43","80.44","13.04","69.5","10.37","63.24","0.02","0","0","0","0","6.48","56.96","0.74","44.44","0.16","7.01","81.29"
"A. Wängberg","Sweden 1.","GAIS","RB","31","300000","2026-12-31","25","2189","0","1","Sweden","right","180","8.92","6.99","60","2.67","44.62","0.25","5.8","1.64","0","0.05","0","0.53","23.08","0","2.92","29.58","1.27","51.61","4.77","36.21","1.64","2.18","0.08","43.21","79.92","16.82","74.82","4.28","48.08","0.06","0.04","0","0","0.33","5.96","69.66","2.92","53.52","0.78","8.26","72.64"
"T. Isherwood","Sweden 1.","AIK","LCB","27","500000","","24","2185","2","1","Sweden","left","195","8.2","5.52","72.39","6.05","46.94","0.66","5.17","0.37","0.08","0.04","0.04","0.41","40","20","0.21","20","0.45","36.36","2.47","48.33","0.74","0.29","0.08","30.77","76.31","13.26","58.39","5.56","45.93","0.01","0","0","0","0.04","3.3","47.5","0.7","17.65","0.21","5.68","48.55"
"S. Andersen","Sweden 1.","Häcken","RCB, RDMF, LDMF","21","400000","2028-12-31","23","2182","2","0","Denmark","right","190","12.17","8.54","66.18","2.64","46.88","0.45","9.06","1.11","0.08","0.08","0.08","0.7","47.06","11.765","0.45","18.18","0.95","69.57","5.94","47.22","1.32","1.53","0.04","66.65","88.37","21.82","78.64","5.28","57.81","0.04","0","0.08","50","0.25","8.83","77.57","1.48","47.22","0.78","9.53","76.19"
"J. Persson","Sweden 1.","Sirius","RAMF, RWF, CF","23","1200000","2029-12-31","24","2173","3","1","Sweden","right","183","4.85","4.35","63.81","3.64","36.36","0.21","2.66","2.94","0.12","0.33","0","2.11","39.22","5.882","1.45","20","2.69","67.69","9.9","43.93","4.18","1.57","0.33","17.77","73.66","2.86","56.52","0.46","27.27","0.1","0.04","0.04","0","0.25","0.99","58.33","1.53","48.65","0.79","1.86","60"
"C. Nyman","Sweden 1.","IFK Norrköping","CF","33","800000","2026-12-31","23","2157","10","3","Sweden","right","185","4.01","2.92","55.71","6.55","40.13","0.25","3.05","1.63","0.42","0.28","0.08","1.42","50","29.412","0.33","25","1.54","51.35","7.76","37.63","2.38","0.46","0.17","14.81","74.08","4.51","62.04","0.58","50","0.09","0","0.17","25","0.29","1.88","68.89","0.67","37.5","0.54","2.13","60.78"
"M. Neffati","Sweden 1.","IFK Norrköping","RB, RWB","21","0","","23","2155","1","3","Sweden","right","182","10.86","8.1","64.43","2.09","44","0.29","6.84","1.92","0.04","0.02","0","0.63","13.33","6.667","2.26","27.78","2.42","48.28","8.56","44.88","1.38","1","0.13","34.04","76.32","11.78","63.48","4.3","42.72","0.09","0","0.17","25","0.46","4.26","62.75","2.26","38.89","0.79","6.77","60.49"
"J. Stryger Larsen","Sweden 1.","Malmö FF","RB, RCB","34","1200000","2026-12-31","23","2154","2","1","Denmark","right","180","5.31","4.26","55.88","1.42","26.47","0.38","4.29","1.92","0.08","0.09","0","0.79","26.32","10.526","2.67","42.19","0.79","73.68","1.88","53.33","1.3","1.3","0.38","51.23","84.83","19.85","76.63","5.14","47.15","0.11","0.04","0","0","0.5","6.18","71.62","3.09","56.76","0.84","9.99","72.8"
"P. Vagić","Sweden 1.","Hammarby","LCB, RCB","25","1000000","2026-12-31","23","2149","0","0","Sweden","right","188","6.87","5.82","65.47","3.31","58.23","0.25","4.53","0.21","0","0","0","0.08","50","0","0.04","0","0.25","66.67","1.88","44.44","0.46","0.34","0","54.15","92.27","18.93","84.51","2.81","46.27","0.01","0","0","0","0.04","4.44","78.3","0.34","25","0.29","6.41","67.97"
"I. Kričak","Sweden 1.","Öster","LCB","29","375000","2025-12-31","22","2125","2","0","Serbia","right","182","8.68","4.79","64.6","3.64","56.98","0.59","5.98","0.3","0.08","0.1","0.04","0.51","25","16.667","0.17","75","0.08","50","0.55","30.77","0.64","0.55","0.04","46.42","89.78","17.11","79.46","6.06","59.44","0","0","0","0","0.04","5.59","75","0.47","36.36","0.08","7.24","69.59"
"A. Björnström","Sweden 1.","Värnamo","LB","30","350000","","25","2123","0","2","Sweden","left","176","8.27","6.53","60.39","1.7","37.5","0.42","5","1.87","0","0.02","0","0.47","18.18","0","2.29","42.59","1.53","52.78","3.48","50","0.93","1.02","0.21","35.61","78.69","15.98","72.68","3.86","53.85","0.1","0","0.08","0","0.25","4.75","75","2.25","50.94","0.51","8.18","72.02"
"H. Johansson","Sweden 1.","Mjällby","RWB","27","750000","","26","2117","7","5","Sweden","right","190","7.99","6.42","58.28","3.1","54.79","0.3","5.84","2.89","0.3","0.19","0.13","1.45","35.29","20.588","2.64","37.1","2.17","64.71","7.44","45.14","3.83","2.72","0.47","40.22","81.18","9.61","64.16","2.76","38.46","0.14","0.04","0.04","0","0.64","3.44","55.56","2.47","48.28","1.36","6.46","71.71"
"A. Aliev","Sweden 1.","Öster","CF","29","200000","2025-12-31","25","2101","5","2","Russia","right","190","2.61","1.8","47.62","8.1","46.56","0.17","2.01","1.03","0.17","0.24","0.04","1.37","53.13","15.625","0.34","12.5","0.6","35.71","6.21","25.52","2.83","0.26","0","14.74","68.02","2.78","43.08","0.81","52.63","0.05","0","0.04","100","0.26","1.37","65.63","0.64","66.67","0.9","1.8","47.62"
"T. Tekie","Sweden 1.","Hammarby","DMF, LDMF, LCMF","28","800000","","24","2089","1","3","Sweden","right","175","7.32","6.33","63.27","0.56","15.38","0.09","5.16","1.9","0.04","0.06","0","1.29","43.33","3.333","1.12","19.23","1.25","68.97","5.43","45.24","1.25","2.33","0.34","73.5","86.87","22.88","76.65","5","49.14","0.09","0","0.3","85.71","0.39","11.42","75.85","3.4","48.1","1.55","10.86","80.95"
"R. Frej","Sweden 1.","GAIS","RCB, LB, RB","27","350000","2026-12-31","23","2065","1","0","Sweden","right","184","8.98","4.4","75.25","3.88","61.8","0.52","6.87","0.57","0.04","0.04","0.04","0.44","30","10","0.52","50","0.57","30.77","2.05","31.91","0.35","1.09","0","55.44","88.44","24.36","80.68","6.41","62.59","0.01","0.04","0.04","0","0.04","8.72","77","0.92","33.33","0.17","11.81","78.97"
"S. Ohlsson","Sweden 1.","Degerfors","RB, RWB, RW","32","500000","","24","2054","2","1","Sweden","right","184","9.77","9.16","58.85","2.54","51.72","0.26","4.76","1.01","0.09","0.09","0","0.57","46.15","15.385","1.84","16.67","0.74","58.82","4.38","41","1.49","0.48","0.04","23.7","75.6","8.85","66.34","2.67","52.46","0.02","0.09","0","0","0.13","2.85","73.85","2.32","41.51","0.66","5","67.54"
"A. Manneh","Sweden 1.","Mjällby","LWF, CF, AMF","21","0","","25","2048","7","3","Gambia","unknown","0","5.14","3.47","73.42","1.93","36.36","0.13","3.65","2.81","0.31","0.27","0","3.78","32.56","8.14","0.79","27.78","1.98","62.22","8.17","44.09","2.72","2.64","0.83","42.76","84.58","12","72.89","2.37","59.26","0.05","0.04","0.26","50","0.4","4.17","74.74","2.37","50","1.14","4.79","77.06"
"C. Gravius","Sweden 1.","Degerfors","RCMF, DMF, LCMF","27","300000","2025-12-31","22","2039","0","1","Sweden","left","181","6.18","3.93","67.42","1.1","40","0.31","3.71","0.62","0","0.02","0","0.4","0","0","0.71","43.75","0.4","77.78","2.87","35.38","0.31","0.71","0","42.59","84.35","14.61","74.32","2.65","46.67","0.06","0.04","0.09","0","0.22","6.84","76.13","2.3","42.31","0.71","6.71","71.71"
"N. Girmai Netabay","Sweden 1.","Degerfors","LCMF, RCMF","31","450000","2025-12-31","23","2027","1","2","Sweden","left","172","9.19","7.41","64.07","1.38","12.9","0.22","4.8","2.18","0.04","0.08","0","0.71","43.75","6.25","2.22","50","1.29","55.17","4.71","38.68","1.24","1.2","0.27","43.56","83.59","13.32","72","3.51","45.57","0.1","0.04","0.09","50","0.4","5.59","65.08","2.75","61.29","1.02","5.99","79.26"
"H. Bolin","Sweden 1.","Malmö FF","LW, LCMF, RW","22","0","","25","2025","3","3","Sweden","right","179","7.11","6.31","69.01","0.89","50","0.13","4.1","4.18","0.13","0.33","0","2.49","30.36","5.357","2.71","19.67","4.89","56.36","10.18","45.85","6.4","3.69","0.36","38.58","81.11","9.78","76.82","0.98","54.55","0.16","0.09","0.13","100","0.76","2.09","78.72","3.24","64.38","2.36","5.02","78.76"
"K. Ackermann","Sweden 1.","Brommapojkarna","RCMF, RDMF, LCMF","24","700000","2026-07-31","22","2007","0","0","Sweden","right","179","11.21","9.06","59.41","4.22","60.64","0.36","5.2","1.12","0","0.04","0","0.54","8.33","0","0.4","44.44","1.35","66.67","5.38","47.5","0.99","0.76","0.18","33.54","83.69","10.67","71.01","2.42","46.3","0.02","0","0","0","0.09","4.75","66.04","0.36","50","0.18","3.86","59.3"
