"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Successful attacking actions per 90","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %"
"B. Brannan","Scotland 1.","Kilmarnock","RB, LB, LWB","18","0","","8","555","1","0.06","0","0.47","Scotland","right","173","9.24","6.97","60.47","2.59","31.25","0.32","5.32","2.92","0.16","0.01","0","0.65","50","25","3.41","33.33","2.11","69.23","3.89","45.83","0.32","0.81","0.16","24.97","70.13","7.78","43.75","3.89","37.5","0.08","0","0.49","3.73","43.48","3.41","38.1","0.49","5.35","69.7"
"G. Kiltie","Scotland 1.","Kilmarnock","LCMF, CF, LW","28","600000","2027-05-31","10","552","0","0.2","2","1.26","Scotland","right","178","4.08","5.38","42.42","2.28","28.57","0","1.57","2.28","0","0.03","0","0.49","66.67","0","2.77","29.41","2.93","38.89","9.13","39.29","1.3","1.14","0","17.61","69.44","4.4","55.56","1.14","42.86","0.21","0","0.33","1.3","62.5","2.28","28.57","0","1.3","50"
"A. Ralston","Scotland 1.","Celtic","RB","26","1800000","2027-05-31","8","552","0","0.11","0","0.69","Scotland","right","178","5.87","4.4","55.56","2.45","86.67","0","5.37","2.77","0","0.02","0","0.49","33.33","0","4.24","34.62","0.98","66.67","3.75","47.83","1.3","1.3","0","70.27","86.08","27.07","80.72","5.38","39.39","0.11","0.49","0.82","14.84","82.42","6.03","45.95","1.3","13.37","86.59"
"A. Winter","Scotland 1.","Livingston","RAMF, LAMF, RWF","23","0","","9","540","0","0.19","0","0.04","Scotland","right","170","10.33","8.17","65.31","7.17","41.86","0.17","6.47","1.83","0","0.03","0","0.5","33.33","0","2.33","14.29","3.17","42.11","7.83","34.04","1.17","0.83","0","19","65.79","6","55.56","2.17","38.46","0.01","0","0","1.83","45.45","1.5","44.44","0.67","4.33","53.85"
"S. Armstrong","Scotland 1.","Aberdeen","RCMF, LCMF, RWF","33","2000000","2026-12-31","7","539","1","0.97","1","1.04","Scotland","right","183","5.34","5.01","60","2.34","14.29","0.17","2.63","1.67","0.17","0.16","0","1.34","25","12.5","1.34","62.5","1.67","30","5.01","33.33","2.17","1.67","0.17","45.42","86.76","11.86","74.65","2.67","56.25","0.17","0","0.67","5.18","67.74","2","75","1.67","5.84","85.71"
"S. Welsh","Scotland 1.","Motherwell","LCB","25","800000","2027-05-31","6","538","0","0.15","0","0","Scotland","right","188","7.36","2.51","66.67","3.51","61.9","0","9.62","0.17","0","0.03","0","0.17","0","0","0","0","0.17","100","0.67","50","0.33","0.84","0","67.92","92.61","25.09","85.33","4.01","50","0","0","0","5.86","68.57","1","0","0","9.2","74.55"
"J. Brown","Scotland 1.","Kilmarnock","RB, RWB","27","200000","","7","537","0","0.05","1","0.34","Republic of Ireland","right","177","10.56","10.06","50","2.35","35.71","0.17","5.33","1.34","0","0.01","0","0.34","0","0","2.85","41.18","0.84","20","3.02","38.89","0","0.5","0.34","27.65","71.52","9.22","60","5.03","53.33","0.06","0","0.34","4.86","51.72","2.68","50","0.34","7.54","68.89"
"C. Sibbald","Scotland 1.","Dundee United","DMF, LDMF, LCMF","30","350000","2026-05-31","9","534","2","0.62","0","0.45","Scotland","left","170","8.6","5.73","70.59","2.19","23.08","0.51","5.21","1.18","0.34","0.1","0","0.67","75","50","0.34","0","0.84","60","2.53","33.33","0.51","0.51","0","23.76","73.76","9.94","54.24","3.54","33.33","0.08","0.17","0.34","4.38","57.69","0.84","60","0.67","4.72","46.43"
"T. Keskinen","Scotland 1.","Aberdeen","LAMF, LWB, LW","22","1200000","2028-06-30","10","533","0","0.63","0","0.26","Finland","both","180","6.59","6.42","57.89","1.52","22.22","0","3","4.39","0","0.11","0","1.18","57.14","0","3.21","26.32","4.9","58.62","12.66","38.67","3.55","1.35","0.51","16.38","72.16","2.2","84.62","1.35","25","0.04","0","0.51","0.84","20","1.52","44.44","0.84","1.18","85.71"
"C. Barron","Scotland 1.","Rangers","RDMF, RCMF, DMF","23","1000000","2028-06-30","9","531","0","0.11","0","0.09","Scotland","right","175","8.31","6.78","52.5","2.2","53.85","0.34","7.09","1.19","0","0.02","0","0.68","25","0","1.36","25","1.19","42.86","4.92","27.59","0.68","0.85","0.51","43.9","88.03","10.34","81.97","2.88","58.82","0.02","0.17","0","6.1","83.33","2.03","66.67","1.19","5.59","78.79"
"P. Digby","Scotland 1.","Dundee","RCMF, DMF","30","350000","","7","531","0","0","0","0","England","right","193","8.14","4.92","62.07","2.71","43.75","0.51","4.67","0.17","0","0","0","0","0","0","0","0","0.34","50","1.02","83.33","0.34","0","0","20","83.05","4.75","53.57","1.53","55.56","0","0","0","2.71","75","0","0","0.34","3.05","38.89"
"A. Engels","Scotland 1.","Celtic","RCMF, LCMF","22","9000000","2028-06-30","10","530","1","1.27","1","1.35","Belgium","right","185","6.11","5.6","39.39","3.91","60.87","0","5.52","1.87","0","0.22","0","1.19","14.29","14.286","2.89","35.29","0.68","50","3.74","31.82","2.89","1.53","0","47.55","83.57","12.06","69.01","2.55","40","0.23","0.34","0.85","3.57","61.9","4.42","34.62","1.53","5.6","69.7"
"R. Muirhead","Scotland 1.","Livingston","CF, AMF, RAMF","29","250000","2026-05-31","8","527","1","2.42","1","1.35","Scotland","left","191","4.44","4.44","50","6.49","39.47","0.34","2.46","2.9","0","0.41","0","2.05","58.33","8.333","2.05","50","1.88","36.36","6.66","25.64","1.88","1.2","0.17","16.05","63.83","3.59","47.62","1.71","50","0.23","0","0.17","1.71","50","2.73","50","0.51","3.42","70"
"T. Klidjé","Scotland 1.","Hibernian","CF","24","0","2028-06-30","11","516","2","1.9","1","0.25","Togo","right","170","3.14","3.31","63.16","6.63","42.11","0","1.19","2.27","0.35","0.33","0","2.09","58.33","16.667","1.57","0","1.57","66.67","5.58","31.25","4.53","1.4","0","13.78","69.62","2.44","57.14","0.52","33.33","0.04","0.17","0.35","1.05","83.33","0.87","40","0.52","1.92","45.45"
"S. Tounekti","Scotland 1.","Celtic","LWF","23","600000","2030-05-31","7","516","1","0.58","0","1.54","Norway","right","170","3.31","4.01","52.17","2.09","33.33","0","2.12","8.2","0.17","0.1","0","1.4","25","12.5","5.06","55.17","10.12","48.28","17.62","33.66","9.07","9.77","0.7","44.65","85.16","9.94","80.7","0.87","80","0.27","0.17","2.27","0.87","60","3.84","72.73","4.19","4.71","88.89"
"T. Yengi","Scotland 1.","Livingston","LAMF, CF","24","400000","2026-05-31","10","512","0","1.81","0","0.12","Australia","right","197","6.86","6.15","51.43","7.73","47.73","0.18","4.81","3.87","0","0.32","0","1.41","62.5","0","1.41","25","3.69","71.43","13.36","36.84","2.46","1.76","0","23.2","70.45","5.98","52.94","1.58","33.33","0.02","0","0.18","1.76","40","1.23","71.43","0.35","4.22","41.67"
"N. Djiga","Scotland 1.","Rangers","RCB","22","2000000","2028-06-30","7","509","0","0","0","0","Burkina Faso","right","187","10.08","4.95","71.43","2.65","66.67","0.71","9.08","0","0","0","0","0","0","0","0","0","0","0","1.06","33.33","0.18","1.41","0","68.61","93.81","20.86","85.59","1.94","81.82","0","0","0","7.78","84.09","0","0","0.18","5.66","81.25"
"R. McGowan","Scotland 1.","Livingston","RCB","36","200000","2026-05-31","5","501","0","0.02","0","0.11","Australia","right","191","8.44","3.77","61.9","3.95","45.45","0.72","7.5","0.36","0","0","0","0.18","100","0","0","0","0.18","100","1.26","85.71","0.18","0.36","0","30.36","82.84","11.32","71.43","5.57","58.06","0.02","0","0","3.41","63.16","0.36","50","0.18","5.93","63.64"
"M. Diomandé","Scotland 1.","Rangers","LDMF, RCMF, LCMF","24","4000000","2028-06-30","8","490","0","0.26","0","0.08","Côte d'Ivoire","left","175","8.08","5.88","62.5","1.65","33.33","0.18","7.84","1.84","0","0.05","0","1.47","12.5","0","2.2","16.67","3.12","35.29","7.16","30.77","1.84","0.55","0","40.78","81.53","9.92","66.67","1.47","50","0.01","0.37","0","2.57","57.14","3.31","22.22","0.55","4.22","69.57"
"F. Lissah","Scotland 1.","Falkirk","LB, RCB","20","0","2027-06-30","6","478","0","0.02","0","0.52","England","right","0","11.49","10.92","58.62","7.34","43.59","0.38","6.92","2.26","0","0","0","0.19","100","0","1.51","12.5","3.01","62.5","5.84","54.84","0.56","2.45","0.56","35.77","73.16","16.19","58.14","7.15","50","0.1","0","0.19","7.15","47.37","2.64","35.71","0.75","9.41","62"
"M. Chaiwa","Scotland 1.","Hibernian","RCMF","21","0","2027-06-30","8","473","1","0.02","0","0.57","Zambia","right","181","9.13","6.66","42.86","2.85","66.67","0.19","7.25","1.14","0.19","0","0","0.19","100","100","0.19","100","1.33","57.14","9.7","50.98","0.38","1.14","0","29.87","85.35","7.42","71.79","3.42","55.56","0.11","0","0.19","2.85","60","1.9","90","1.14","4","71.43"
"C. Slattery","Scotland 1.","Motherwell","AMF","26","450000","2026-05-31","6","472","1","0.46","2","1.39","England","right","177","4.39","3.81","60","3.05","18.75","0.19","3.08","2.48","0.19","0.09","0","2.29","25","8.333","2.67","14.29","2.29","50","9.92","46.15","2.48","2.48","0.19","38.33","76.12","10.11","52.83","2.1","36.36","0.27","0.38","0.95","4","61.9","4","38.1","0.57","5.15","66.67"
"S. Arfield","Scotland 1.","Falkirk","AMF, LAMF","37","250000","","12","468","1","0.57","0","0.11","Scotland","left","178","5","4.42","43.48","3.08","37.5","0","4.04","1.35","0.19","0.11","0","1.73","44.44","11.111","0.77","0","0.77","50","2.12","27.27","3.27","0.96","0","22.69","75.42","6.92","63.89","1.35","28.57","0.02","0.19","0.38","2.5","30.77","0.38","50","1.15","3.08","37.5"
"M. Moore","Scotland 1.","Rangers","RAMF, LAMF, CF","18","0","","9","459","1","0.38","1","0.07","England","right","180","6.86","5.1","69.23","1.18","83.33","0","4.62","3.53","0.2","0.07","0","1.37","42.86","14.286","2.75","14.29","6.08","38.71","12.94","24.24","3.14","2.16","0.59","28.24","76.39","8.43","65.12","0.98","20","0.01","0.39","0.2","2.35","58.33","3.33","35.29","0.78","2.75","78.57"
"C. Jones","Scotland 1.","Dundee","RCMF, DMF","24","150000","2027-05-31","10","457","1","0.8","0","0.06","England","right","182","6.89","4.33","59.09","1.38","100","0.59","3.83","0.59","0","0.16","0","0.59","33.33","33.333","0.98","0","0.39","100","2.36","58.33","0.59","0.39","0","28.56","75.86","10.83","58.18","1.97","20","0.01","0","0.2","4.92","56","0.79","0","0","3.74","73.68"
"D. Polvara","Scotland 1.","Aberdeen","RCMF, LCMF","25","0","2026-05-31","9","451","0","0.55","0","0.09","United States","right","193","10.18","5.19","69.23","7.58","44.74","1","7.95","2","0","0.11","0","1","40","0","0.8","25","3.19","37.5","8.38","33.33","1.6","0.6","0.2","27.34","75.91","9.38","59.57","2.39","25","0.02","0.4","0.2","3.59","55.56","1.8","44.44","0.8","3.99","55"
"O. Antman","Scotland 1.","Rangers","RWF, RAMF, RW","24","1000000","2029-06-30","8","444","0","0.69","1","1.02","Finland","right","185","3.65","4.05","50","1.22","0","0","3.33","6.69","0","0.14","0","1.62","87.5","0","3.45","41.18","5.68","67.86","8.72","51.16","4.86","4.05","0.2","33.45","83.03","4.66","56.52","0.81","25","0.21","0","1.01","1.22","33.33","4.05","60","3.04","4.26","85.71"
"J. Rothwell","Scotland 1.","Rangers","DMF, RDMF, LDMF","30","2500000","2026-06-30","8","441","0","0.08","1","0.77","England","right","185","5.31","3.67","61.11","1.84","55.56","0.41","4.8","1.02","0","0.02","0","1.22","0","0","0.61","100","0.61","66.67","1.84","33.33","0.61","2.24","1.22","49.8","91.8","9.39","82.61","2.04","70","0.16","0","0.2","5.92","89.66","1.84","66.67","1.02","6.12","90"
"K. Nisbet","Scotland 1.","Aberdeen","CF","28","2500000","","8","437","0","0.68","0","0.64","Scotland","right","180","3.09","1.65","50","6.18","43.33","0.41","2.56","1.03","0","0.14","0","1.24","66.67","0","0.41","0","0.41","50","4.94","29.17","2.88","0.82","0","14","72.06","2.27","81.82","0.82","100","0.13","0","0.62","1.03","60","0.62","66.67","0.82","1.85","44.44"
"J. Forrest","Scotland 1.","Celtic","RWF, RB","34","1000000","2026-05-31","10","429","0","0.58","0","0.75","Scotland","right","175","2.1","1.68","62.5","0.63","33.33","0","1.41","6.29","0","0.12","0","1.47","28.57","0","5.66","22.22","6.08","68.97","12.17","55.17","4.62","4.41","0.42","43.64","81.25","7.55","77.78","0.21","100","0.16","0.42","1.05","2.94","100","5.03","58.33","3.15","7.34","94.29"
"T. Yogane","Scotland 1.","Dundee","LW, LWB, CF","20","0","2027-06-30","10","423","0","0.04","0","0.28","England","unknown","0","2.77","2.77","69.23","1.49","42.86","0","0.98","7.02","0","0.01","0","0.43","0","0","5.11","12.5","8.09","78.95","18.3","50","0.64","4.68","0.64","18.94","68.54","3.4","68.75","0.85","25","0.06","0","0.21","1.28","83.33","3.62","17.65","0.21","1.49","85.71"
"L. McCowan","Scotland 1.","Celtic","RCMF, LCMF","27","600000","2027-05-31","11","418","1","0.68","1","1.39","Scotland","left","177","4.95","6.03","53.57","2.15","40","0","3.53","5.6","0.22","0.15","0","2.15","20","10","3.44","37.5","4.09","89.47","9.47","47.73","3.44","1.08","0.22","46.72","81.11","13.35","70.97","1.94","77.78","0.3","0.43","0.86","6.89","78.13","4.52","61.9","1.94","6.67","90.32"
"D. Nlundulu","Scotland 1.","St. Mirren","CF","26","400000","2026-06-30","7","408","2","1.32","0","0.03","England","right","185","2.65","2.87","53.85","6.4","24.14","0.22","1.79","1.54","0.44","0.29","0.22","1.76","37.5","25","0.88","0","2.21","40","7.72","31.43","4.41","0.44","0","15.88","80.56","2.65","75","0.22","0","0.01","0","0.22","0.22","100","0.22","100","0","0.66","100"
"R. Charles-Cook","Scotland 1.","Motherwell","LAMF, LW, RAMF","28","0","2027-06-30","8","405","0","0.46","0","0.93","England","right","174","6.89","5.11","65.22","1.78","37.5","0.44","4.48","2.22","0","0.1","0","0.67","0","0","2.44","9.09","3.33","53.33","11.11","52","2.89","4.67","0.67","30.89","86.33","8","83.33","0.22","0","0.21","0.44","0.22","1.78","75","2.44","54.55","1.11","2.89","84.62"
"A. Hay","Scotland 1.","Dundee","CF","22","0","","9","404","0","0.41","1","0.34","England","unknown","0","4.23","0.89","100","8.47","50","0.45","3","0.89","0","0.09","0","1.34","16.67","0","0.89","25","0.67","66.67","2.9","23.08","2","1.11","0.22","8.69","61.54","2","44.44","0.45","50","0.08","0","0.22","0.89","25","0.45","0","0.22","1.34","33.33"
"N. Möller","Scotland 1.","Dundee United","CF","23","600000","2027-06-30","8","402","0","1.19","1","0.79","Sweden","right","194","3.58","2.69","50","10.75","50","0","1.94","1.34","0","0.27","0","2.01","55.56","0","0","0","0.22","100","4.93","9.09","4.03","0.9","0","14.1","71.43","4.48","75","0.67","33.33","0.18","0","0.9","1.12","60","0.9","75","0.9","0.9","50"
"M. Steinwender","Scotland 1.","Hearts","RB, RCB","25","300000","2026-12-31","10","401","0","0","0","0","Austria","right","190","7.18","4.71","52.38","4.49","45","0.45","7.97","1.12","0","0","0","0","0","0","1.12","0","0.67","100","1.35","66.67","1.57","0.67","0","49.38","81.36","23.12","74.76","3.82","23.53","0","0.45","0","7.41","72.73","0.9","0","0.22","11.22","72"
"C. Allan","Scotland 1.","Falkirk","RCB","21","0","","5","397","1","0.21","0","0","Scotland","right","0","7.71","4.99","72.73","4.76","23.81","0.91","5.48","0.68","0.23","0.05","0","0.23","100","100","0","0","0.45","100","1.13","60","0.23","1.13","0.45","41.94","90.27","18.36","81.48","4.76","47.62","0","0","0","3.17","42.86","0.23","100","0","4.99","86.36"
"C. Montaño","Scotland 1.","Livingston","LB, LCB","33","300000","","5","396","0","0.04","1","0.49","Colombia","left","180","10","7.5","75.76","3.64","62.5","0.68","4.9","1.59","0","0.01","0","0.45","50","0","3.41","26.67","0.68","66.67","3.41","46.67","1.14","2.27","0.45","34.55","65.79","21.14","67.74","8.18","52.78","0.11","0","0.23","9.09","57.5","3.41","40","0.91","11.82","61.54"
"Z. Clark","Scotland 1.","Hearts","GK","33","700000","","4","395","0","0","0","0","Scotland","right","191","0.68","0","0","0.23","100","0","1.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.39","80","8.43","75.68","7.97","77.14","0","0","0","2.73","75","0","0","0","6.61","82.76"
"M. Aarons","Scotland 1.","Rangers","RB, LB, LWB","25","16000000","","6","391","1","0.33","0","0.03","England","right","171","5.29","5.06","50","0.46","50","0.23","5.22","2.3","0.23","0.08","0","0.69","66.67","33.333","2.07","11.11","1.84","87.5","4.83","57.14","1.61","2.07","0.46","58.7","89.02","14.5","87.3","2.53","63.64","0.01","0","0","5.75","76","2.3","40","0.69","8.29","75"
"J. Smith","Scotland 1.","Hibernian","GK","30","125000","","4","388","0","0","0","0","England","left","183","3.48","0.23","0","0.7","100","0","5.84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.56","93.75","9.97","90.7","5.1","77.27","0","0","0","1.86","87.5","0","0","0","4.64","85"
"K. Wilson","Scotland 1.","Falkirk","RAMF","20","0","","6","385","1","0.94","0","0.73","England","","0","8.88","9.35","52.5","1.17","20","0","5.86","2.34","0.23","0.22","0","1.87","37.5","12.5","3.04","23.08","3.74","18.75","10.75","15.22","2.81","2.81","0.47","26.18","64.29","7.71","60.61","1.64","14.29","0.17","0.47","0.47","2.81","33.33","3.97","35.29","1.64","3.51","46.67"
"B. Graham","Scotland 1.","Falkirk","CF, AMF","37","250000","2026-05-31","10","382","2","1.92","0","0.07","Scotland","right","188","3.53","2.36","90","10.84","52.17","0.24","2.07","2.12","0.24","0.45","0.24","1.41","66.67","33.333","0.94","25","1.41","66.67","7.07","36.67","3.3","0.24","0","13.66","51.72","4.01","41.18","1.65","42.86","0.02","0","0","1.18","20","1.88","62.5","1.18","2.12","44.44"
"N. Milanovic","Scotland 1.","Aberdeen","RAMF, RW, RWF","23","450000","2026-06-30","6","381","0","0.29","0","0.53","Australia","left","185","4.72","4.96","33.33","2.36","30","0","3.55","2.83","0","0.07","0","1.89","25","0","1.42","66.67","3.31","42.86","7.32","38.71","1.89","3.31","0.24","23.86","74.26","5.91","52","2.6","36.36","0.13","0","0.24","2.83","41.67","1.18","20","0","3.54","40"
"D. Levitt","Scotland 1.","Hibernian","LCMF, DMF","24","800000","2026-05-31","7","362","0","0.01","0","0.3","Wales","right","180","4.72","2.73","54.55","0.25","0","0","4.88","0.5","0","0","0","0.75","0","0","0.5","50","0.25","100","0.75","66.67","0.25","0.5","0","53.45","87.91","14.92","73.33","4.97","60","0.07","0.25","0.25","8.95","72.22","1.99","37.5","0.75","9.2","72.97"
"A. Dorrington","Scotland 1.","Aberdeen","RCB, LCB","20","500000","2029-06-30","6","361","0","0.12","0","0.22","England","right","0","10.72","7.98","65.63","1.75","57.14","0.75","6.3","0","0","0.03","0","0.25","0","0","0.75","0","0","0","0.75","66.67","0.25","1","0","43.88","78.41","16.45","60.61","8.23","39.39","0.06","0","0","5.98","50","1.25","0","0","8.23","66.67"
"M. Lazetić","Scotland 1.","Aberdeen","CF","21","1500000","","8","350","2","1.58","0","0","Serbia","right","192","2.31","3.6","28.57","1.8","28.57","0","0.66","1.8","0.51","0.41","0","2.31","33.33","22.222","0","0","2.83","36.36","11.83","30.43","2.31","1.8","0.26","7.97","64.52","2.06","50","0","0","0","0","0","0.51","50","0.26","0","0","1.03","50"
"M. Saracchi","Scotland 1.","Celtic","LB","27","1300000","2027-12-31","6","350","0","0.13","1","0.5","Uruguay","left","172","10.03","9","65.71","2.83","63.64","0","7.38","4.89","0","0.03","0","1.29","40","0","5.91","60.87","1.29","60","3.34","53.85","3.09","3.86","0.26","77.66","84.77","27","76.19","4.37","41.18","0.13","0.26","0.77","13.37","78.85","7.2","50","1.03","14.91","86.21"
"E. Gyamfi","Scotland 1.","Aberdeen","LB, LWB","21","200000","2029-05-31","5","347","1","0.46","0","0.06","Germany","left","178","5.97","7.52","62.07","2.33","44.44","0.26","1.74","1.3","0.26","0.12","0","1.04","50","25","1.82","14.29","2.85","18.18","7.78","16.67","0.78","1.3","0.26","28.79","81.98","6.48","68","1.56","66.67","0.02","0","0.26","1.3","60","1.3","20","0","2.33","66.67"
"J. Hoilett","Scotland 1.","Hibernian","AMF, CF, LWF","35","150000","","9","346","2","1.61","1","0.6","Canada","right","174","4.68","4.16","68.75","3.12","41.67","0","2.57","3.9","0.52","0.42","0.26","2.86","63.64","18.182","1.56","33.33","2.34","44.44","11.45","27.27","4.68","1.3","0","30.95","83.19","8.06","77.42","0.52","0","0.16","0.52","0.78","3.12","58.33","2.34","66.67","1.3","4.68","66.67"
"Y. Dhanda","Scotland 1.","Dundee","LW, CF, LCMF","26","1000000","2027-05-31","6","344","0","0.37","0","0.3","England","right","173","5.76","4.71","61.11","2.09","37.5","0.26","2.57","2.09","0","0.1","0","1.57","16.67","0","3.92","26.67","2.88","27.27","10.73","21.95","0.26","2.09","0.52","41.6","77.36","11.51","65.91","2.62","50","0.08","0","0.78","6.28","58.33","4.45","29.41","0.26","6.54","80"
"D. Daniels","Scotland 1.","Kilmarnock","CF, LW","23","100000","","7","341","2","1.23","0","0","Netherlands","left","190","6.6","6.86","53.85","3.43","38.46","0","2.73","1.06","0.53","0.32","0","1.85","42.86","28.571","0","0","0.26","100","7.39","21.43","2.64","0.79","0.26","15.04","82.46","2.64","60","0.53","50","0","0","0","1.58","66.67","0.79","100","0.79","2.11","75"
"R. Idowu","Scotland 1.","St. Mirren","LCMF, CF","23","50000","2026-06-30","7","332","0","0.2","0","0.11","Republic of Ireland","right","183","8.13","6.51","62.5","1.63","16.67","0.27","3.86","1.63","0","0.05","0","0.54","0","0","1.63","0","2.71","60","8.13","40","1.36","1.9","0","22.5","79.52","5.96","77.27","1.08","50","0.03","0","0","2.71","80","1.08","50","0.81","4.07","53.33"
"L. Clarkson","Scotland 1.","Aberdeen","LCMF, RDMF, RCMF","24","1000000","2027-05-31","7","329","0","0.55","0","0.64","England","right","175","4.38","5.74","52.38","0.27","0","0","1.13","0.82","0","0.15","0","1.09","25","0","1.37","0","1.37","40","1.91","57.14","1.64","1.37","0","44.32","77.78","16.69","62.3","7.39","44.44","0.17","0","0","10.12","62.16","2.19","37.5","1.09","7.11","73.08"
"A. Agyeman","Scotland 1.","Falkirk","RAMF, LAMF","25","0","","12","328","0","0.22","0","0.44","Scotland","","0","8.23","9.33","64.71","4.66","17.65","0","3.29","5.49","0","0.06","0","1.65","33.33","0","4.12","20","6.86","60","15.64","43.86","2.2","3.29","1.1","18.66","63.24","4.66","58.82","1.37","20","0.12","0","0","1.37","60","3.29","41.67","0.27","2.74","70"
"B. Spittal","Scotland 1.","Hearts","LCMF, LW, RW","29","850000","2027-05-31","7","321","0","0.09","0","0.24","Scotland","right","184","6.17","4.49","56.25","3.08","45.45","0","5.16","1.4","0","0.03","0","0.84","33.33","0","2.8","10","0.84","0","3.08","36.36","1.12","0.56","0","45.42","69.75","17.94","56.25","6.73","33.33","0.07","0.84","0.28","8.97","50","5.33","36.84","1.68","8.69","77.42"
"J. Brandon","Scotland 1.","Kilmarnock","RB, RWB","27","225000","2027-05-31","5","320","0","0.18","0","0","Scotland","right","176","13.78","10.97","69.23","3.09","45.45","0.28","6.2","2.25","0","0.05","0","0.84","0","0","2.25","50","1.97","42.86","4.5","50","1.13","1.69","0","31.78","67.26","12.66","46.67","3.66","38.46","0","0.28","0","5.34","57.89","3.38","41.67","0.56","8.44","70"
"J. Kenny","Scotland 1.","Celtic","CF","22","175000","2026-05-31","7","319","4","3.66","0","0","Republic of Ireland","right","177","1.41","1.97","14.29","5.08","33.33","0","2.22","1.69","1.13","1.03","0.28","3.67","30.77","30.769","0.28","0","1.13","50","5.08","33.33","4.51","1.13","0.28","12.41","63.64","2.82","60","0","0","0","0","0","1.13","25","1.13","75","1.13","1.97","28.57"
"Danilo","Scotland 1.","Rangers","CF, AMF","26","6000000","2028-05-31","6","318","2","0.98","0","0.14","Brazil","right","174","1.7","1.7","33.33","1.42","20","0","2.22","1.7","0.57","0.28","0.28","2.26","50","25","0.28","0","1.7","33.33","3.68","30.77","3.68","0.57","0","18.4","75.38","3.4","50","0.28","100","0.04","0","0.57","1.42","80","1.7","50","0.85","2.26","62.5"
"C. McMenamin","Scotland 1.","St. Mirren","RWB, CF, LCMF","30","150000","","7","316","0","0.01","0","0.46","Northern Ireland","left","182","8.26","5.7","40","2.28","50","0.28","9.84","3.99","0","0","0","0.57","0","0","5.41","36.84","4.84","41.18","9.97","37.14","1.14","1.42","0.28","30.76","72.22","10.82","76.32","3.99","57.14","0.13","0","0.57","4.27","73.33","5.7","50","1.14","10.25","75"
"S. Lawal","Scotland 1.","Livingston","RB, AMF","21","0","","5","304","0","0","0","0","Nigeria","right","172","7.99","7.11","50","2.96","30","0","5.36","1.48","0","0","0","0","0","0","1.18","25","1.48","80","6.22","38.1","0.3","1.48","0","29.9","76.24","14.21","58.33","4.44","33.33","0","0","0","5.63","63.16","1.18","50","0.59","6.81","56.52"
"S. Nilsen","Scotland 1.","Aberdeen","LDMF, DMF","34","450000","2027-06-30","5","301","0","0","0","0","Norway","right","185","7.77","5.08","47.06","5.08","29.41","0.3","6.8","0.6","0","0","0","0","0","0","0.6","50","0.6","50","3.59","41.67","0.6","0","0","46.64","81.41","16.45","69.09","2.39","50","0","0","0","6.58","72.73","0.9","33.33","0","7.18","54.17"
"J. Campbell","Scotland 1.","Hibernian","LCMF, AMF, RCMF","25","900000","","11","296","0","0.85","0","0","Scotland","right","182","5.78","3.34","63.64","6.08","35","0.3","4","0.61","0","0.26","0","2.13","28.57","0","1.22","0","0.3","0","5.17","35.29","3.04","0.61","0","24.02","74.68","7.3","58.33","2.43","37.5","0","0","0.3","2.74","66.67","0.91","33.33","0.3","3.34","45.45"
"E. Beach","Scotland 1.","Kilmarnock","GK","22","250000","2027-05-31","3","290","0","0","0","0","England","right","196","2.17","0.31","100","0.31","100","0","1.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.66","65.91","10.24","57.58","9.31","56.67","0","0","0","5.28","52.94","0.31","0","0","7.45","70.83"
"Z. Williams","Scotland 1.","Kilmarnock","LCB","21","0","2026-05-31","5","279","0","0","0","0","Wales","left","182","10.65","4.52","64.29","2.26","57.14","0.97","7.67","0","0","0","0","0","0","0","0.32","0","0","0","0.65","50","0.32","0.65","0","35.16","77.98","16.13","56","7.1","50","0","0","0","6.77","52.38","0.97","0","0","8.39","69.23"
"K. Iheanacho","Scotland 1.","Celtic","CF, RWF","29","12000000","2026-06-30","4","278","2","3.25","0","0.02","Nigeria","left","185","1.94","0.97","0","3.88","25","0","3.26","2.91","0","1.05","0","4.86","26.67","13.333","0.32","0","1.94","83.33","4.53","42.86","6.15","0","0","11.33","77.14","1.29","100","0.32","100","0.01","0","0.32","0.65","100","0.97","66.67","1.29","1.29","75"
