"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","On loan","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"O. Kensdale","England 4.","Boreham Wood","RCB, CB","25","0","2027-06-30","6","382","0","0.3","0","0.01","England","right","191","no","11.31","4.71","85","7.07","70","0.71","13.18","0","0.07","0","2","0.47","100","0","0.24","100","0","0","0.94","75","0.71","0.24","0","29.21","78.23","13.66","62.07","4.48","52.63","0","0","0","5.42","60.87","0.47","50","0.47","4.71","65","","","0","0","","",""
"M. Oxley","England 4.","Harrogate Town","GK","35","100000","2027-06-30","5","378","0","0","0","0","England","right","190","no","1.43","0","0","0.24","100","0","2.28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.76","78.31","13.57","70.18","12.14","68.63","0","0","0","4.76","65","0.48","0","0","10.71","80","1.67","4.52","63.16","1.8","0.55","0.131","0.95"
"R. Galvin","England 4.","Carlisle United","LB, LWB, LCB","25","0","2028-06-30","9","377","0","0","0","0.01","England","left","0","no","8.12","6.45","70.37","5.25","50","0.24","6.18","0","0","0","0","0","0","0","5.01","19.05","4.54","52.63","8.36","40","2.86","2.15","0","32.23","63.7","14.56","62.3","4.54","21.05","0","0","0","3.82","56.25","3.82","31.25","0.72","7.16","50","","","0","0","","",""
"B. Bilongo","England 4.","Rochdale","LWB, LW, LCMF","24","0","2027-06-30","9","367","0","0.14","0","0.14","England","left","180","no","9.81","6.87","75","14.22","43.1","0","7.08","0","0.03","0","2","0.49","50","0","1.47","0","3.19","46.15","5.89","33.33","0.98","1.23","0.25","18.39","53.33","6.62","25.93","1.72","0","0.03","0","0","2.21","22.22","1.96","12.5","0.25","3.19","30.77","","","0","0","","",""
"H. Smith","England 4.","Swindon Town","CF","30","150000","","4","367","1","0.9","0","0.14","England","right","196","no","2.94","1.47","50","13.24","61.11","0.25","3.65","0.25","0.22","0.25","9","2.21","44.44","11.111","0.25","0","1.47","66.67","6.38","26.92","3.43","0.25","0","12.02","65.31","2.7","45.45","0.25","0","0.03","0","0","0.74","33.33","0.49","0","0.74","0.98","0","","","0","0","","",""
"J. Grimes","England 4.","Chesterfield","LCB","35","0","2026-06-30","4","364","0","0.46","0","0","England","right","186","no","7.17","4.45","55.56","3.71","80","0.49","6.28","0","0.11","0","1","0.25","0","0","0","0","0.25","0","0.49","0","0.99","0.49","0.25","59.34","79.17","31.9","69.77","15.58","46.03","0","0","0","11.87","56.25","1.73","28.57","0.25","15.08","75.41","","","0","0","","",""
"R. Browne","England 4.","Barnet","AMF, CF","30","0","2026-06-30","11","361","0","2.08","0","1.02","England","right","175","no","2.99","2.74","45.45","4.99","35","0","3.62","0","0.52","0","11","2.74","36.36","0","1.99","37.5","5.48","77.27","12.71","47.06","5.98","2.49","0","18.95","71.05","5.98","66.67","1.5","16.67","0.25","0","0.75","1.5","50","2.99","50","1.99","2.24","55.56","","","0","0","","",""
"S. Hornby","England 4.","Walsall","GK","31","75000","2027-06-30","4","358","0","0","0","0","England","left","185","no","0.75","0","0","1.01","75","0","1.22","0","0","0","0","0","0","0","0","0","0","0","0.25","100","0","0","0","11.56","69.57","10.06","65","8.3","57.58","0","0","0","4.27","52.94","0.5","0","0","6.54","69.23","1.51","4.02","62.5","1.35","-0.63","-0.158","1.76"
"J. Bird","England 4.","Salford City","CF, LCMF","24","125000","2027-06-30","8","352","0","0.93","0","0.3","England","right","186","no","3.07","4.09","50","18.15","14.08","0","1.85","0","0.24","0","9","2.3","22.22","0","0.51","50","2.05","25","8.95","34.29","3.07","0.51","0","8.95","65.71","2.05","25","0.77","33.33","0.08","0","0.26","0.77","0","0.51","0","0","0.77","33.33","","","0","0","","",""
"G. Harmon","England 4.","Cheltenham Town","LB","25","325000","2026-06-30","10","349","0","0","0","0.05","England","left","180","no","6.7","5.16","70","4.9","21.05","0.26","4.29","0","0","0","0","0","0","0","1.81","14.29","0.26","100","1.55","66.67","0.52","0.77","0","28.62","60.36","14.7","52.63","5.16","30","0.01","0","0.26","6.96","44.44","1.55","33.33","0","8.77","44.12","","","0","0","","",""
