"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"J. de Lange","Netherlands 1.","Go Ahead Eagles","GK","27","3000000","2027-06-30","36","3559","0","0","0","0.04","Netherlands","right","190","1.11","0.03","0","0.33","92.31","0","1.25","0","0","0","0","0","0","0","0","0","0","0","0.08","66.67","0","0","0","27.79","83.17","18.69","76.45","13.38","66.92","0","0","0","2.86","52.21","0.15","0","0","10.57","75.84","1.21","4.6","73.63","1.3","3.21","0.081","0.89"
"B. Kuipers","Netherlands 1.","Go Ahead Eagles","LB","31","1300000","2028-06-30","35","3423","5","4.67","3","4.93","Netherlands","left","180","8.86","5.97","57.71","1.58","50","0.47","5.51","0.13","0.12","0.03","41","1.08","51.22","12.195","3.34","29.13","1.34","58.82","3.1","50.85","2.16","1.18","0.26","31","73.03","11.96","64.62","4.02","44.44","0.13","0.29","0.58","4.44","53.85","4.39","42.51","1.03","7.2","76.64","","","0","0","","",""
"N. Olij","Netherlands 1.","Sparta Rotterdam","GK","30","4000000","2029-06-30","35","3419","0","0","0","0","Netherlands","right","185","1.55","0.16","66.67","0.32","83.33","0","1.68","0","0","0","0","0","0","0","0","0","0.05","100","0.16","83.33","0","0","0","29.8","86.57","16.45","76.96","13.06","71.98","0","0","0","4.79","61.54","0.45","11.76","0.05","10.71","84.77","1.34","4.58","70.69","1.37","0.98","0.026","1.61"
"E. Room","Netherlands 1.","Vitesse","GK","36","300000","","34","3348","0","0","0","0.05","Netherlands","right","189","1.05","0.05","0","0.11","75","0","1.32","0","0","0","0","0","0","0","0","0","0.08","66.67","0.08","66.67","0","0","0","24.95","81.68","15.35","71.45","12.07","63.25","0","0","0.03","2.88","64.49","0.11","0","0","9.33","73.2","1.99","6.13","67.54","1.94","-1.86","-0.05","0.48"
"M. Brouwer","Netherlands 1.","Heracles","GK","32","700000","2026-06-30","34","3345","0","0","1","0.27","Netherlands","right","189","1.78","0.11","75","0.35","69.23","0","2.01","0","0","0","0","0","0","0","0","0","0.03","100","0.03","100","0","0","0","23.89","76.46","15.39","65.38","12.91","57.5","0.01","0","0.03","4.39","46.63","0.3","0","0.05","8.72","73.15","1.99","6.22","67.97","2.03","1.3","0.035","1.91"
"S. Kersten","Netherlands 1.","PEC Zwolle","RCB","27","800000","2027-06-30","34","3329","0","0.14","2","1.07","Netherlands","right","191","10.33","6.38","69.07","2.62","48.45","0.62","6.47","0","0","0","6","0.16","33.33","0","0.08","33.33","0.19","71.43","1.14","47.62","0.24","0.87","0.14","43.5","89.87","16.82","83.44","3.33","56.1","0.03","0.05","0.08","3.92","78.62","0.22","50","0.22","7.08","67.56","","","0","0","","",""
"S. van Gassel","Netherlands 1.","Excelsior","GK","29","800000","2027-06-30","34","3319","0","0.07","0","0","Netherlands","left","185","1.74","0.05","50","0.49","83.33","0","1.99","0","0","0","1","0.03","0","0","0","0","0","0","0.16","50","0","0","0.03","30.94","77.74","20.8","68.06","17","61.56","0","0","0.03","6.89","55.51","0.41","0","0.03","12.31","77.53","1.98","5.83","66.05","1.87","-4.22","-0.114","1.74"
"D. Hancko","Netherlands 1.","Feyenoord","LCB","28","35000000","2030-06-30","34","3317","5","7.48","1","2.78","Slovakia","left","188","7.19","3.5","75.97","2.58","49.47","0.62","6.74","0.11","0.2","0.03","56","1.52","33.93","8.929","1.09","35","1.38","66.67","2.55","55.32","2.39","3.04","0.24","77.06","90.39","25.86","81.95","7.16","52.27","0.08","0.08","0.27","10.85","75.25","1.52","42.86","0.57","10.8","80.15","","","0","0","","",""
"L. Geertruida","Netherlands 1.","Feyenoord","RB, RCB","25","32000000","2029-06-30","34","3314","8","6.41","2","3.26","Netherlands","right","185","5.7","4.26","71.34","1.09","62.5","0.08","3.98","0.19","0.17","0.03","41","1.11","43.9","19.512","0.87","37.5","1.6","62.71","4.37","50.31","1.6","1.77","0.33","57.44","92.25","18.36","85.21","2.55","53.19","0.09","0.08","0.3","8.66","87.77","1.71","52.38","0.92","7.77","86.36","","","0","0","","",""
"J. Hato","Netherlands 1.","Ajax","LCB, LB","19","30000000","2032-06-30","33","3274","1","1.26","1","0.9","Netherlands","left","183","9.59","6.62","68.46","4.59","53.29","0.58","6.9","0.03","0.03","0","9","0.25","66.67","11.111","0.22","0","1.13","60.98","3.79","38.41","0.38","1.57","0.14","67.76","94.04","21.85","88.3","3.41","58.06","0.02","0.14","0.11","6.98","87.01","0.69","48","0.38","7.78","75.27","","","0","0","","",""
"S. Horemans","Netherlands 1.","Excelsior","RB, RCB","27","1200000","2028-06-30","34","3269","3","1.89","4","3.66","Belgium","right","186","11.56","7.05","69.14","4.1","53.69","0.39","7.56","0.08","0.05","0.03","17","0.47","47.06","17.647","2.64","36.46","1.54","50","3.17","40.87","0.8","1.02","0.28","39.67","77.93","16.11","68.03","5.67","58.25","0.1","0.17","0.3","5.04","62.3","2.7","44.9","0.44","9.77","70.14","","","0","0","","",""
"R. Flamingo","Netherlands 1.","Utrecht","RCB, RDMF","22","7000000","2029-06-30","34","3259","3","3.42","1","0.72","Netherlands","right","186","10.14","4.89","70.06","4.2","48.03","0.39","7.01","0.08","0.09","0.03","32","0.88","28.13","9.375","0.33","25","1.05","71.05","3.42","45.97","1.19","0.88","0.08","45.51","83.56","18.36","70.38","6.21","54.67","0.02","0.08","0.03","7.21","70.11","0.77","42.86","0.44","8.89","70.5","","","0","0","","",""
"M. Deijl","Netherlands 1.","Go Ahead Eagles","RB","28","1200000","2028-06-30","34","3248","1","2.15","2","2.34","Netherlands","right","181","8.98","7.04","62.2","2.91","48.57","0.19","5.04","0","0.06","0","15","0.42","46.67","6.667","2","30.56","0.5","44.44","2.85","50.49","1","0.33","0.06","32.48","74.83","13.83","61.92","5.49","41.92","0.06","0.14","0.36","5.07","50.82","2.41","50.57","0.83","6.54","66.1","","","0","0","","",""
"B. De Keersmaecker","Netherlands 1.","Heracles","RDMF, RCMF, LCMF","25","900000","2028-06-30","33","3207","2","1.34","2","1.78","Belgium","right","182","11.34","7.91","58.16","2.13","47.37","0.65","7.48","0.06","0.04","0","23","0.65","34.78","8.696","0.34","25","1.38","61.22","4.52","44.72","0.53","0.76","0.34","35.14","87.7","9.37","70.06","3.48","57.26","0.05","0.22","0.2","5.5","79.08","0.65","56.52","0.45","5.02","73.18","","","0","0","","",""
"C. Verdonk","Netherlands 1.","NEC","LB, LCB","28","2500000","2028-06-30","34","3203","2","1.83","2","3.11","Netherlands","left","174","11.55","8.51","62.05","2.36","48.81","0.48","6.89","0.06","0.05","0","28","0.79","35.71","7.143","2.89","39.81","0.84","70","2.64","53.19","0.53","1.55","0.73","54.82","80.57","22.11","72.17","7.05","53.78","0.09","0.11","0.31","6.46","66.52","3.29","40.17","0.42","11.55","66.91","","","0","0","","",""
"V. Pavlidis","Netherlands 1.","AZ","CF","27","25000000","2029-06-30","34","3202","29","22.73","3","2.87","Greece","right","186","4.27","3.57","55.12","5.31","44.44","0.14","2.77","0.79","0.64","0.08","117","3.29","51.28","24.786","1.6","36.84","4.13","48.3","11.83","33.73","5.93","1.63","0.34","23.89","71.88","4.86","56.07","1.46","69.23","0.08","0.25","0.53","2.36","63.1","1.71","55.74","1.12","2.81","71","","","0","0","","",""
"W. Benítez","Netherlands 1.","PSV","GK","32","13000000","","33","3191","0","0","0","0","Argentina","right","191","1.04","0.11","50","0.23","100","0","1.55","0","0","0","0","0","0","0","0","0","0","0","0.08","100","0","0","0","22.42","93.21","10.44","87.03","5.7","76.24","0","0","0","0.65","60.87","0","0","0","4.99","79.66","0.56","2.26","75","0.61","1.78","0.05","0.9"
"M. Köhlert","Netherlands 1.","Heerenveen","LB","27","2000000","2029-06-30","33","3188","2","1.09","2","5.06","Germany","left","169","7.74","5.98","54.72","1.55","50.91","0.4","4.9","0.06","0.03","0","11","0.31","45.45","18.182","3.44","39.34","1.41","60","3.05","43.52","1.04","2.09","1.1","41.61","82.43","13.72","72.22","3.59","51.18","0.14","0.14","0.48","3.27","71.55","3.59","51.18","0.88","8.07","69.93","","","0","0","","",""
"L. Unnerstall","Netherlands 1.","Twente","GK","35","3500000","2027-06-30","32","3162","0","0","0","0","Germany","right","198","1.48","0.06","50","0.28","80","0","1.91","0","0","0","0","0","0","0","0","0","0.09","33.33","0.09","33.33","0","0","0","22.66","84.55","13.26","75.32","8.99","63.29","0","0","0.03","2.08","52.05","0.17","0","0","7.2","74.31","0.97","3.59","73.02","1.06","3.23","0.092","1.14"
"M. Backhaus","Netherlands 1.","Volendam","GK","21","1000000","","33","3154","0","0","0","0.12","Germany","right","194","2.48","0.17","66.67","0.29","80","0","2.6","0","0","0","0","0","0","0","0","0","0","0","0.11","75","0","0","0","25.77","77.19","15.89","67.68","12.13","57.18","0","0","0.06","2.8","42.86","0.29","10","0.03","8.65","65.02","2.25","7.22","68.77","2.11","-5.09","-0.145","1.74"
"T. Robinet","Netherlands 1.","Almere City","CF, AMF","29","800000","2028-06-30","34","3148","11","12.04","3","2.37","France","right","180","5","3.71","57.14","10.8","37.06","0.09","3.36","0.24","0.35","0.06","66","1.94","25.76","16.667","0.88","30","0.65","36.36","6.65","18.14","3.33","0.32","0.09","19.87","72","6.24","60.38","1.32","48.89","0.07","0.26","0.35","2.71","53.26","1.15","48.72","0.59","1.97","68.66","","","0","0","","",""
"S. Bakari","Netherlands 1.","Sparta Rotterdam","RB","31","800000","2026-06-30","34","3140","0","1.24","2","2.9","France","right","178","9.26","7.82","61.17","1.38","35.42","0.4","5.11","0","0.04","0","17","0.49","35.29","0","2.38","44.58","1.75","54.1","3.07","45.79","0.66","1.32","0.34","34.8","80.89","11.04","67.53","3.47","47.11","0.08","0.09","0.37","3.38","73.73","2.41","57.14","0.46","7.74","67.04","","","0","0","","",""
"Rodrigo Guth","Netherlands 1.","Fortuna Sittard","RCB","25","2500000","2028-12-31","33","3134","3","3.02","2","0.87","Brazil","right","191","8.93","5.35","66.85","5.17","59.43","0.74","6.04","0.09","0.09","0.09","23","0.68","30.43","13.043","0.33","54.55","0.18","66.67","1.01","38.24","1.39","0.89","0.33","36.78","83.76","14.52","68.23","5.85","47.47","0.03","0.06","0.18","5.71","56.99","0.92","38.71","0.47","6.3","69.01","","","0","0","","",""
"D. Mirani","Netherlands 1.","Volendam","RCB, RDMF, CB","29","550000","2027-06-30","34","3134","3","2.63","1","0.73","Netherlands","right","183","11.6","6.23","61.75","8.39","50.34","1.01","7.55","0.09","0.08","0.06","17","0.49","58.82","17.647","0.2","14.29","0.29","50","1.32","34.78","0.98","0.55","0","34.63","80.93","13.73","68.62","4.65","46.91","0.02","0.06","0.11","5.57","60.82","0.49","47.06","0.29","5.26","67.21","","","0","0","","",""
"Ivo Pinto","Netherlands 1.","Fortuna Sittard","RB, RWB","35","450000","2027-06-30","33","3120","0","0.2","4","5.72","Portugal","right","182","7.25","5.5","63.24","1.01","41.18","0.18","3.98","0","0.01","0","6","0.18","33.33","0","4.6","36.13","2.14","58.33","3.59","50.41","0.48","1.75","1.13","32.76","72.17","13.87","66.38","5.7","48.44","0.17","0.12","0.74","5.05","62.35","5.29","47.19","0.89","8.73","75.51","","","0","0","","",""
"J. Schendelaar","Netherlands 1.","PEC Zwolle","GK","25","1300000","2026-06-30","32","3118","0","0","0","0.16","Netherlands","right","187","2.05","0.12","50","0.66","91.3","0","2.35","0","0","0","0","0","0","0","0","0","0.03","0","0.14","80","0","0","0","26.99","81.18","18.1","73.21","14.2","66.06","0","0","0.03","2.8","53.61","0.2","0","0","11.52","73.68","1.85","5.8","68.16","1.71","-4.91","-0.142","1.5"
"J. Baas","Netherlands 1.","Excelsior","RCMF, LDMF, LCMF","23","1300000","2027-06-30","33","3108","3","1.76","3","4.98","Netherlands","right","184","8.14","5.56","57.81","2.69","51.61","0.38","5.09","0.06","0.05","0.03","13","0.38","53.85","23.077","0.78","37.04","0.49","47.06","2.32","38.75","0.26","0.49","0.06","34.2","84.08","8.31","66.9","2.92","57.43","0.14","0.23","0.14","3.97","65.69","1.1","52.63","0.29","4.4","68.42","","","0","0","","",""
"V. Barkas","Netherlands 1.","Utrecht","GK","31","3000000","2028-06-30","31","3092","0","0","0","0.1","Netherlands","left","195","1.34","0.15","60","0.32","90.91","0","1.49","0","0","0","0","0","0","0","0","0","0","0","0.06","50","0","0","0","19.79","82.94","11.24","71.76","8.24","61.84","0","0","0.03","1.86","50","0.15","20","0.06","6.52","73.21","1.31","4.83","72.89","1.19","-4.09","-0.119","1.22"
"P. Koopmeiners","Netherlands 1.","Almere City","LCMF, DMF, RCMF","25","1800000","2028-06-30","32","3075","0","0.88","8","6.28","Netherlands","right","185","13.48","10.22","63.72","4.16","52.9","0.54","8.09","0","0.03","0","22","0.66","22.73","0","1.21","37.5","1.3","53.49","3.65","37.19","0.21","0.51","0.21","38.26","72.81","18.75","62.86","6.69","45.05","0.19","0.24","0.27","8.44","57.86","2.2","49.32","0.78","8.86","62.93","","","0","0","","",""
"O. Boscagli","Netherlands 1.","PSV","LCB","28","27000000","2030-06-30","33","3053","3","2.01","2","2.09","Monaco","left","181","10.05","5.22","67.8","4.33","57.14","0.47","10.52","0.09","0.06","0.03","18","0.53","50","16.667","0.62","38.1","0.5","64.71","1.42","60.42","0.44","2","0.12","79.09","89.68","33.78","81.94","11.88","66","0.06","0.15","0.24","16.8","79.82","2.09","39.44","0.74","16.45","84.77","","","0","0","","",""
"Y. Oukili","Netherlands 1.","RKC Waalwijk","LDMF, LCMF","24","1700000","2028-06-30","32","3049","5","2.19","1","1.57","Netherlands","right","195","9.5","7.32","66.94","2.15","61.64","0.35","4.8","0.15","0.06","0","33","0.97","36.36","15.152","0.83","39.29","1.98","58.21","6.46","42.01","0.89","0.5","0.18","28.1","82.67","7.44","71.03","2.42","54.88","0.05","0.24","0.21","3.19","76.85","1.48","54","0.59","4.1","61.87","","","0","0","","",""
"J. Kramer","Netherlands 1.","Go Ahead Eagles","LCB","29","1200000","2028-06-30","32","3024","3","2.3","0","0.06","Netherlands","left","187","9.58","4.46","70","6.64","49.78","0.89","7.17","0.09","0.07","0.06","16","0.48","50","18.75","0.12","25","0.18","66.67","0.74","52","0.68","0.74","0.03","46.55","87.28","18.72","76.95","5.42","52.75","0","0","0","5.65","68.95","0.42","42.86","0.12","7.71","64.48","","","0","0","","",""
"K. Taylor","Netherlands 1.","Ajax","LCMF, LDMF, LWB","23","15000000","2027-06-30","34","3013","5","5.79","4","5.71","Netherlands","left","182","6.15","4.48","60.67","1.7","50.88","0.27","4.39","0.15","0.17","0","49","1.46","32.65","10.204","1.11","40.54","1.58","49.06","5.65","39.15","2.63","1.82","0.6","41.61","84.85","13.17","75.51","2.6","65.52","0.17","0.45","0.42","5.59","78.07","2.66","62.92","1.79","6.66","81.17","","","0","0","","",""
"R. Pröpper","Netherlands 1.","Twente","LCB, RCB","32","3000000","2029-06-30","33","3007","3","1.92","0","0.77","Netherlands","right","190","9.34","5.87","72.96","4.79","56.25","0.42","6.36","0.09","0.06","0.06","18","0.54","50","16.667","0.12","25","0.33","90.91","1.26","54.76","0.69","0.69","0.12","60.67","88.7","24.81","78.17","8.5","54.93","0.02","0.18","0.06","10.83","74.31","1.29","32.56","0.36","10.3","77.91","","","0","0","","",""
"J. Cillessen","Netherlands 1.","NEC","GK","36","1300000","2026-06-30","31","2973","0","0","0","0","Netherlands","right","187","1.06","0.12","50","0.36","91.67","0","1.16","0","0","0","0","0","0","0","0","0","0","0","0.09","100","0","0","0","20.22","81.89","13.05","73.09","9.9","65.75","0","0","0","1.91","44.44","0.21","0","0","7.63","77.38","1.45","4.72","69.23","1.51","1.86","0.056","1.45"
"M. Sadílek","Netherlands 1.","Twente","LDMF","26","8000000","2028-06-30","31","2960","1","1.3","2","2.96","Czech Republic","left","169","8.36","6.45","62.26","3.31","49.54","0.27","5.46","0.03","0.04","0","27","0.82","29.63","3.704","1.34","40.91","0.3","90","2.19","44.44","1.13","1.13","0.15","52.78","87.56","15.39","74.11","5.2","57.89","0.09","0.18","0.36","8.06","76.23","2.25","50","0.73","7.05","76.72","","","0","0","","",""
"L. de Jong","Netherlands 1.","PSV","CF","35","3500000","2026-06-30","34","2930","29","31.56","13","5.72","Netherlands","right","189","3.1","2.33","61.84","7.96","54.44","0.12","2.74","0.71","0.97","0.31","133","4.09","45.11","21.805","0.4","46.15","1.14","51.35","6.14","28.5","6.91","0.18","0","22.67","81.44","4.09","66.17","0.61","55","0.18","0.4","1.01","1.51","59.18","1.38","66.67","1.84","1.54","70","","","0","0","","",""
"S. Olsson","Netherlands 1.","Heerenveen","LDMF, LCMF","28","3000000","2029-12-31","34","2924","2","4.23","2","2.49","Sweden","right","185","7.26","6.46","60.48","1.69","36.36","0.12","3.6","0.06","0.13","0","34","1.05","32.35","5.882","0.15","80","2.83","60.87","6.83","43.69","1.23","1.14","0.25","35.4","84.17","11.57","71.81","2.68","55.17","0.08","0.58","0.34","4.99","72.22","1.66","62.96","1.08","4.83","69.43","","","0","0","","",""
"E. Vaessen","Netherlands 1.","RKC Waalwijk","GK","30","1500000","2027-06-30","30","2922","0","0","0","0","Netherlands","right","187","2.22","0.22","28.57","0.52","76.47","0","2.49","0","0","0","0","0","0","0","0","0","0.09","66.67","0.25","75","0","0","0.03","29.26","82","17.28","71.84","12.87","61.96","0","0","0","4.37","47.89","0.59","5.26","0.06","9.73","73.73","1.51","5.64","73.22","1.78","8.93","0.275","1.91"
"L. Thy","Netherlands 1.","PEC Zwolle","CF, AMF","33","600000","2026-06-30","32","2912","13","9.67","2","1.73","Germany","right","184","3.34","2.16","60","4.27","38.41","0.15","2.07","0.4","0.3","0.06","57","1.76","50.88","22.807","0.68","45.45","0.77","32","4.48","25.52","3.52","0.4","0.12","22.01","75.42","4.88","57.59","0.96","51.61","0.05","0.12","0.19","1.98","64.06","0.53","47.06","0.4","2.41","61.54","","","0","0","","",""
"Q. Timber","Netherlands 1.","Feyenoord","LDMF, AMF, LCMF","24","28000000","2026-06-30","31","2890","7","6.59","6","4.47","Netherlands","right","179","6.6","5.7","68.31","1.12","41.67","0.19","3.14","0.22","0.21","0","60","1.87","31.67","11.667","0.5","25","4.39","58.87","11.74","43.5","2.55","1.71","0.53","32.01","83.66","10.15","74.23","1.4","46.67","0.14","1.12","0.72","4.3","78.99","3.64","68.38","2.55","4.3","88.41","","","0","0","","",""
"R. Hendriks","Netherlands 1.","Vitesse","LCB","24","800000","2028-06-30","31","2883","0","0.41","0","0.68","Netherlands","left","189","9.33","6.24","72","4.46","56.64","0.78","5.7","0","0.01","0","5","0.16","40","0","0.34","18.18","0.84","51.85","2.84","48.35","0.41","1.09","0.41","45.64","85.91","18.67","76.42","4.43","54.23","0.02","0.03","0.06","5.03","70.81","0.91","24.14","0.16","7.62","66.39","","","0","0","","",""
"N. Bakker","Netherlands 1.","Almere City","GK","28","800000","2027-06-30","30","2883","0","0","0","0","Netherlands","right","196","2.19","0.16","20","0.29","88.89","0","2.51","0","0","0","0","0","0","0","0","0","0","0","0.03","100","0","0","0","22.3","70.23","19.3","66.11","17.43","62.66","0","0","0","8.76","55.15","0.74","4.35","0.03","12.53","84.83","1.71","5.67","69.89","1.75","1.36","0.044","1.61"
"S. El Karouani","Netherlands 1.","Utrecht","LB","25","2400000","2026-06-30","31","2883","0","0.66","3","3.58","Netherlands","left","178","8.68","7.49","67.92","2.12","60.29","0.16","3.74","0","0.02","0","12","0.37","25","0","3.71","31.09","2.03","67.69","4.68","48","1.44","1.4","0.31","34.46","77.99","11.08","65.63","3.34","42.06","0.11","0.22","0.47","4.21","62.22","2.78","48.31","0.62","6.4","76.1","","","0","0","","",""
"W. Willumsson","Netherlands 1.","Go Ahead Eagles","AMF, CF","27","3000000","2028-06-30","31","2882","7","5.33","2","2.39","Iceland","left","193","5.37","3.84","61.79","4","42.19","0.16","3.27","0.22","0.17","0.06","44","1.37","47.73","15.909","1.03","33.33","3.06","52.04","10.18","34.66","2.75","1.25","0.16","29.32","77.74","10.12","68.21","1.66","54.72","0.07","0.47","0.41","3.65","71.79","2.34","50.67","1.12","4.18","79.85","","","0","0","","",""
"T. Lam","Netherlands 1.","PEC Zwolle","LCB","32","700000","2026-05-31","31","2881","2","2.39","0","0.1","Netherlands","right","188","9.5","5.31","74.12","4.22","60","0.41","6.03","0.06","0.07","0.03","25","0.78","48","8","0.06","0","0.34","45.45","0.87","46.43","0.94","0.72","0.19","49.8","90.34","17.87","80.07","5.62","58.89","0","0.03","0.03","5.31","67.06","0.72","30.43","0.34","7","75.45","","","0","0","","",""
"B. van Polen","Netherlands 1.","PEC Zwolle","RB","40","100000","","31","2876","0","2.29","1","2.48","Netherlands","right","179","8.54","5.48","54.86","2.25","55.56","0.44","6.01","0","0.07","0","18","0.56","27.78","0","1.75","51.79","0.44","35.71","1.35","39.53","1.22","0.59","0.16","33.14","82.44","11.52","71.47","3.41","55.96","0.08","0.09","0.31","3.13","69","1.63","53.85","0.28","6.32","63.86","","","0","0","","",""
"Iñigo Córdoba","Netherlands 1.","Fortuna Sittard","LAMF, LW, LWB","28","1500000","2026-06-30","34","2873","4","6.96","1","2.15","Spain","left","180","9.67","8.28","63.42","4.19","47.69","0.13","4.72","0.13","0.22","0.03","55","1.77","45.45","7.273","3.61","25.89","5.16","55.63","10.19","48.1","4.19","3.38","1.26","29.43","67.91","8.83","58.03","2.26","47.14","0.07","0.1","0.48","2.8","58.62","3.22","47","1.26","5.38","70.66","","","0","0","","",""
"D. Van den Buijs","Netherlands 1.","RKC Waalwijk","LCB","30","750000","2026-06-30","30","2851","0","0.99","1","1.06","Belgium","left","188","9.91","5.52","69.14","4.07","64.34","0.76","6.69","0","0.03","0","20","0.63","25","0","0.19","33.33","0.22","42.86","0.98","35.48","0.41","1.55","0.22","52.94","84.62","23.27","73.13","8.33","50.38","0.03","0.19","0.06","10.48","67.47","0.95","30","0.22","11.9","78.51","","","0","0","","",""
"M. Wieffer","Netherlands 1.","Feyenoord","RDMF, DMF","26","30000000","2029-06-30","29","2848","5","4.26","2","2.3","Netherlands","right","188","11.91","8.66","62.77","5.69","53.33","0.41","8.42","0.16","0.13","0.03","30","0.95","26.67","16.667","0.54","35.29","1.74","60","4.93","46.15","1.67","1.07","0.32","54.83","87.49","15.67","76.61","2.91","69.57","0.07","0.38","0.19","8.53","81.85","2.24","56.34","1.45","7.93","79.68","","","0","0","","",""
"J. Hoogma","Netherlands 1.","Heracles","LCB","27","900000","2027-06-30","30","2834","2","1.73","3","0.77","Netherlands","left","190","8.61","5.88","65.41","4.06","60.16","0.83","5.17","0.06","0.05","0.06","10","0.32","30","20","0.35","63.64","0.48","66.67","1.33","57.14","0.41","1.97","0.25","48.78","87.83","20.86","77.63","7.91","59.04","0.02","0.03","0.13","8.23","74.52","1.24","51.28","0.48","9.97","73.89","","","0","0","","",""
"D. van der Kust","Netherlands 1.","Sparta Rotterdam","LB","24","1200000","2028-06-30","31","2824","1","0.63","5","2.9","Suriname","left","178","12.14","9.66","62.38","2.14","35.82","0.57","6.75","0.03","0.02","0","15","0.48","53.33","6.667","3","34.04","1.53","66.67","4.59","38.19","1.56","1.94","0.64","37.38","79.2","12.46","69.31","4.37","55.47","0.09","0.19","0.45","3.47","68.81","3.09","46.39","0.89","7.14","70.54","","","0","0","","",""
"S. van Beek","Netherlands 1.","Heerenveen","RCB","31","1500000","2026-06-30","30","2822","1","1.22","1","0.18","Netherlands","right","189","10.27","5.61","71.02","4.66","59.59","0.48","7.32","0.03","0.04","0","12","0.38","41.67","8.333","0.38","33.33","0.26","37.5","0.8","36","0.57","1.5","0.19","55.68","90.72","23.44","84.9","6.41","60.7","0.01","0.06","0.06","5.9","73.51","0.77","29.17","0.22","9.41","79.66","","","0","0","","",""
"S. Resink","Netherlands 1.","Almere City","RCMF, LCMF","22","1000000","2028-06-30","33","2817","1","2.52","0","1.24","Netherlands","right","178","10.35","8.86","57.51","4.84","42.28","0.19","5.42","0.03","0.08","0.03","35","1.14","25.71","2.857","0.71","36.36","1.69","57.69","5.19","40","0.97","1.04","0.36","32.03","76.7","13.05","66.17","3.73","43.48","0.04","0.29","0.13","6.56","60.89","1.72","56.6","0.78","5.52","70.59","","","0","0","","",""
"M. Ryan","Netherlands 1.","AZ","GK","33","3500000","2026-06-30","29","2810","0","0","0","0","Australia","right","184","1.63","0","0","0.35","81.82","0","2.14","0","0","0","0","0","0","0","0","0","0","0","0.03","100","0","0","0","28.09","91.45","12.56","82.91","9.45","75.93","0","0","0","1.95","59.02","0.13","0","0","7.01","82.19","0.9","3.36","73.33","1.02","3.82","0.122","1.51"
"S. Floranus","Netherlands 1.","Almere City","LB, LCB, RWB","27","700000","2027-06-30","30","2810","0","0.09","1","2.26","Netherlands","right","181","10.92","8.77","59.25","2.88","54.02","0.4","6.3","0","0","0","6","0.2","0","0","1.26","42.11","1.03","38.71","3.28","28.28","0.26","0.4","0.17","31.27","78.84","12.71","69.27","3.9","47.46","0.07","0.07","0.2","3.44","54.81","1.75","45.28","0.33","6.39","62.18","","","0","0","","",""
"T. Haye","Netherlands 1.","Heerenveen","RDMF, RCMF, DMF","30","3000000","2027-05-31","32","2805","4","4.27","4","4.54","Netherlands","right","187","8.98","6.03","67.02","2.21","46.38","0.13","5.69","0.03","0.14","0","46","1.48","36.96","8.696","1.32","26.83","1.7","56.6","4.17","40.77","0.26","1.86","0.29","57.08","85.55","19.22","74.62","7.35","71.62","0.15","0.26","0.22","10.14","78.8","2.34","53.42","1.03","11.1","80.06","","","0","0","","",""
"E. Linthorst","Netherlands 1.","Go Ahead Eagles","RDMF, RCMF","25","1200000","2028-06-30","33","2761","1","0.92","1","2.74","Netherlands","right","187","9.78","4.82","61.49","2.25","47.83","0.62","7.26","0.03","0.03","0","20","0.65","20","5","0.62","36.84","0.42","76.92","2.38","41.1","0.49","0.59","0.1","44.95","85.5","14.73","74.78","4.73","64.83","0.09","0.07","0.23","7.63","75.64","1.76","59.26","0.91","6.81","73.21","","","0","0","","",""
"D. van den Berg","Netherlands 1.","PEC Zwolle","LCMF, LDMF","25","1500000","2028-06-30","30","2759","5","3.91","1","1.99","Netherlands","left","185","8.68","5.94","64.29","1.47","44.44","0.07","4","0.16","0.13","0","47","1.53","38.3","10.638","1.44","43.18","1.86","61.4","5.48","48.21","1.21","1.01","0.49","44.01","84.21","13.28","71.74","3.13","48.96","0.06","0.49","0.39","6.2","68.95","2.45","48","0.78","6.85","70.48","","","0","0","","",""
"T. Lauritsen","Netherlands 1.","Sparta Rotterdam","CF","28","5000000","2026-06-30","32","2758","13","15.19","8","2.53","Norway","right","192","3.2","2.15","54.55","13.74","54.16","0.07","2.19","0.33","0.5","0.07","83","2.71","55.42","15.663","0.2","33.33","0.82","56","5.22","30","4.31","0.39","0.2","14.75","67.92","4.01","56.91","0.39","66.67","0.08","0.07","0.49","1.99","57.38","0.98","30","1.01","1.34","68.29","","","0","0","","",""
