"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"G. Svensson","Sweden 1.","IFK Göteborg","RCB","38","200000","2025-12-31","30","3015","2","2.58","1","0.19","Sweden","right","184","9.01","4.06","70.59","3.4","51.75","0.84","7.13","0.06","0.08","0.06","14","0.42","64.29","14.286","0.21","42.86","0.12","50","1.13","36.84","0.69","0.18","0.03","44.42","89.65","20","81.94","5.1","57.31","0.01","0.03","0.06","6.24","72.73","0.45","46.67","0.24","7.55","77.08","","","0","0","","",""
"A. Wängberg","Sweden 1.","GAIS","RB","31","300000","2026-12-31","30","2980","0","0.68","1","2.9","Sweden","right","180","11.02","7.64","70.75","2.39","49.37","0.33","6","0","0.02","0","21","0.63","19.05","0","3.11","40.78","1.9","58.73","4.95","46.34","1.06","1.72","0.45","42.43","78.36","19.09","69.3","6.98","50.65","0.09","0.06","0.36","6.8","64","3.23","46.73","0.57","9.91","69.82","","","0","0","","",""
"G. Lundgren","Sweden 1.","GAIS","RWF, RCMF","30","0","2029-12-31","30","2979","3","2.48","7","6.76","Sweden","left","190","7.95","6.4","64.15","1.63","24.07","0.21","4.28","0.09","0.07","0","36","1.09","27.78","8.333","3.17","48.57","5.41","58.66","14.53","38.88","1.78","2.69","0.6","35.74","73.37","12.18","64.76","3.38","56.25","0.2","0.24","0.73","3.99","61.36","4.98","60","1.93","8.25","78.39","","","0","0","","",""
"A. Jensen","Sweden 1.","Brommapojkarna","RB, RWB","24","900000","2028-12-31","30","2928","3","1.78","2","6.19","Denmark","right","180","7.99","6.09","68.69","1.32","51.16","0.09","4.14","0.09","0.05","0","25","0.77","36","12","4.21","44.53","1.2","56.41","6.21","40.1","1.05","1.66","0.49","54.38","85.3","15.06","75.92","5.72","55.91","0.19","0.03","0.49","6.76","75.91","4.33","53.19","0.77","9.65","75.8","","","0","0","","",""
"B. Tiedemann Hansen","Sweden 1.","AIK","RCB, LCB","31","600000","2028-06-30","30","2913","3","2.42","0","0.14","Denmark","right","189","7.85","3.18","82.52","4.29","56.83","0.65","5.95","0.09","0.07","0.09","14","0.43","35.71","21.429","0.03","0","0","0","0.56","50","0.71","0.15","0","50.92","89.08","21.04","80.47","6.8","58.18","0","0.03","0.03","6.98","69.47","0.49","12.5","0.15","8.68","75.8","","","0","0","","",""
"I. Pittas","Sweden 1.","AIK","CF","29","2500000","2028-06-30","30","2824","14","12.6","1","1.03","Cyprus","right","180","4.78","4.53","67.61","3.35","25.71","0.03","1.63","0.45","0.4","0.06","90","2.87","43.33","15.556","0.8","16","2.71","48.24","7.49","27.23","3.76","1.34","0.76","13.32","80.14","1.63","74.51","0.48","53.33","0.03","0.06","0.19","0.8","72","0.96","43.33","0.73","1.12","62.86","","","0","0","","",""
"J. Gustavsson","Sweden 1.","Mjällby","RCMF, DMF, LCMF","31","450000","2028-12-31","29","2811","0","0.09","0","0.37","Sweden","right","174","10.15","7.46","62.66","2.59","44.44","0.51","6.81","0","0","0","6","0.19","16.67","0","0.29","44.44","0.26","62.5","3.04","49.47","0.16","0.38","0.03","44.98","85.84","14.63","71.33","5.09","46.54","0.01","0","0.03","7.49","71.37","0.99","54.84","0.38","6.02","73.4","","","0","0","","",""
"A. Timossi Andersson","Sweden 1.","Brommapojkarna","RW, RAMF, RWF","24","400000","2026-06-30","29","2791","5","5.11","1","4.04","Sweden","right","170","6.16","6.64","59.71","1.58","30.61","0.03","2.21","0.16","0.16","0.1","40","1.29","35","12.5","5.26","34.97","4.71","52.74","9.67","40","2.55","2.58","0.71","24.77","76.04","4.39","70.59","1.03","40.63","0.13","0.16","0.87","1.29","72.5","4.45","44.2","0.58","3.9","80.99","","","0","0","","",""
"M. Jeng","Sweden 1.","Sirius","LCB","20","0","2029-06-30","30","2773","0","0.06","0","0.15","Sweden","left","190","7.89","3.8","68.38","2.69","44.58","0.97","7.01","0","0","0","1","0.03","100","0","0.06","0","0.26","37.5","1.53","44.68","0.03","0.55","0.03","55.34","92.32","18.76","83.04","4.64","54.55","0","0","0","4.45","74.45","0.19","16.67","0.03","7.08","64.68","","","0","0","","",""
"L. Fritzson","Sweden 1.","Brommapojkarna","RCMF, AMF","30","700000","2026-06-30","29","2771","4","4.77","2","2.25","Sweden","right","187","10.17","7.76","61.92","7.47","52.61","0.78","5.1","0.13","0.15","0.03","38","1.23","44.74","10.526","0.55","17.65","1.33","51.22","5.68","39.43","2.24","0.88","0.1","27.19","84.23","6.72","70.53","1.85","54.39","0.07","0","0.16","3.12","70.83","0.81","52","0.52","3.25","59","","","0","0","","",""
"H. Castegren","Sweden 1.","Sirius","RB, RCB","29","700000","2027-12-31","28","2765","1","1.91","1","1.09","Sweden","right","185","9.96","7.42","68.86","3.16","58.76","0.59","6.34","0.03","0.06","0.03","18","0.59","22.22","5.556","1.79","38.18","0.33","70","1.56","50","0.94","1.24","0.07","59.21","87.47","23.89","80.25","6.48","56.78","0.04","0","0.26","9.21","79.15","2.31","49.3","0.55","12.3","79.37","","","0","0","","",""
"Vinícius Nogueira","Sweden 1.","Halmstad","LB, LWB","24","0","2028-12-31","29","2760","0","1.49","6","5.1","Brazil","left","180","9.26","7.11","60.55","1.96","63.33","0.29","4.35","0","0.05","0","20","0.65","45","0","3.82","47.01","4.24","54.62","8.22","42.86","0.88","1.24","0.68","29.97","72.69","12.03","60.43","4.99","45.1","0.17","0.07","0.42","3.98","59.84","3.68","55.75","0.36","7.92","68.31","","","0","0","","",""
"V. Larsson","Sweden 1.","Värnamo","RB, RCB","25","600000","2025-12-31","29","2758","2","1.75","0","1.2","Sweden","right","183","9.23","5.87","65.56","3.39","44.23","0.36","5.99","0.07","0.06","0.03","11","0.36","36.36","18.182","1.31","35","0.88","70.37","2.87","47.73","1.53","2.19","0.39","52.6","84.12","23.72","76.75","4.24","40.77","0.04","0.07","0.16","6.13","76.6","1.5","45.65","0.55","9.99","66.01","","","0","0","","",""
"K. Nordfeldt","Sweden 1.","AIK","GK","36","250000","2025-12-31","28","2737","0","0","0","0.08","Sweden","right","188","1.09","0.03","100","0.3","100","0","1.32","0","0","0","0","0","0","0","0","0","0","0","0.1","100","0","0","0","18.81","84.27","10.42","73.82","7.3","62.61","0","0","0.03","1.97","40","0.16","0","0","5.1","71.61","1.15","3.45","66.67","0.99","-4.95","-0.163","0.95"
"A. Ståhl","Sweden 1.","Djurgården","RB, RCB, RWB","31","750000","2027-12-31","29","2735","3","3.48","7","3.65","Sweden","right","187","7.83","6.15","66.31","3.55","53.7","0.1","4.61","0.03","0.11","0.03","17","0.56","23.53","17.647","1.81","36.36","1.81","60","4.44","46.67","1.91","2.2","0.63","39.29","79.9","14.18","67.98","3.09","40.43","0.12","0.2","0.59","4.11","66.4","2.3","42.86","0.69","7.17","59.63","","","0","0","","",""
"S. Gustafson","Sweden 1.","Häcken","DMF, RDMF, RCMF","30","2000000","2025-12-31","28","2734","6","4.02","3","3.46","Sweden","left","185","9.12","6.55","69.85","1.84","48.21","0.23","6.2","0.13","0.13","0.03","24","0.79","45.83","25","1.05","34.38","0.79","75","6.65","50.99","2.21","1.98","0.3","68.37","88.83","20.61","81.63","4.54","62.32","0.11","0.49","0.13","12.81","79.69","3.26","58.59","1.81","11.13","86.69","","","0","0","","",""
"L. Walta","Sweden 1.","Sirius","RDMF, LDMF","22","0","2028-06-30","29","2729","7","3.12","3","4.58","Finland","right","170","7.02","6.86","54.33","0.66","25","0.1","4.01","0.2","0.1","0","58","1.91","29.31","12.069","1.78","44.44","1.85","55.36","6.43","47.18","0.49","1.15","0.16","58.7","87.3","16.26","72.01","7.52","61.4","0.15","0.2","0.3","10.09","72.22","3.46","47.62","0.92","9.14","81.23","","","0","0","","",""
"M. Watson","Sweden 1.","IFK Norrköping","LCB, RCB, CB","29","700000","2026-12-31","28","2709","0","0.24","1","0.22","Sweden","right","184","9.57","4.32","73.08","4.95","56.38","0.9","7.52","0","0.01","0","4","0.13","0","0","0.2","50","0.3","44.44","1.43","32.56","0.47","0.63","0","51.56","89.88","18.17","79.71","4.55","56.2","0.01","0.13","0.03","4.85","68.49","0.3","33.33","0.07","6.91","64.42","","","0","0","","",""
"S. Pinas","Sweden 1.","Hammarby","LB","27","1200000","2028-06-30","28","2668","4","2.18","3","1.77","Netherlands","left","182","9.85","6.75","62.5","1.62","45.83","0.57","8.16","0.13","0.07","0","29","0.98","24.14","13.793","1.32","33.33","0.91","48.15","3.64","42.59","1.32","1.89","0.57","54.65","81.42","24.83","71.88","6.61","46.43","0.06","0.27","0.3","10.56","63.9","2.26","41.79","0.88","11.06","74.39","","","0","0","","",""
"Wenderson","Sweden 1.","Värnamo","RCMF, LCMF, DMF","26","600000","2029-06-30","28","2661","1","1.38","1","1.29","Brazil","right","174","8.22","7.17","68.4","1.76","40.38","0.27","3.86","0.03","0.05","0","33","1.12","9.09","3.03","0.91","33.33","2.2","52.31","10.38","38.11","0.61","1.42","0.3","42.07","87.06","11.67","77.1","3.99","60.17","0.04","0.1","0.24","6.63","77.55","1.52","42.22","0.34","5.99","75.14","","","0","0","","",""
"N. Besara","Sweden 1.","Hammarby","AMF, CF","34","800000","2027-12-31","28","2655","10","7.42","6","4.44","Sweden","right","182","3.36","3.32","60.2","0.58","29.41","0.03","1.88","0.31","0.25","0","93","3.15","32.26","10.753","1.73","31.37","2.34","52.17","6.78","45","1.9","1.56","0.47","48.34","87.31","12.17","75.77","1.8","54.72","0.15","1.02","0.64","4.81","78.17","3.8","47.32","1.86","5.56","80.49","","","0","0","","",""
"L. Sætra","Sweden 1.","Kalmar","RCB, CB","34","400000","2025-12-31","28","2655","3","2.63","1","0.6","Norway","right","195","7.53","3.32","62.24","4.2","68.55","0.92","6.33","0.1","0.09","0.1","16","0.54","56.25","18.75","0.07","0","0.1","66.67","0.78","52.17","0.61","0.34","0.03","54.44","90.54","18.34","80.22","5.76","56.47","0.02","0.03","0.07","6.17","64.84","0.54","37.5","0.27","7.9","70.39","","","0","0","","",""
"J. Svedberg","Sweden 1.","Halmstad","RCMF, DMF","26","375000","2026-05-31","29","2645","2","0.66","1","0.84","Sweden","right","179","9.7","8.3","60.66","2.31","41.18","0.41","4.28","0.07","0.02","0","15","0.51","33.33","13.333","1.33","25.64","0.51","20","2.48","34.25","0.44","0.31","0.14","39.88","82.85","12.69","69.97","4.93","51.72","0.03","0","0.07","6.23","63.93","1.97","44.83","0.48","6.02","69.49","","","0","0","","",""
"B. Celina","Sweden 1.","AIK","LW, RCMF, LCMF","29","1800000","2026-08-31","30","2639","4","3.52","3","2.43","Kosovo","right","181","6.92","6.07","67.42","0.99","51.72","0.03","3.44","0.14","0.12","0","54","1.84","35.19","7.407","2.42","38.03","3.07","54.44","6.14","43.33","1.43","2.11","0.48","49.14","82.58","14.8","68.2","5.76","53.85","0.08","0.41","0.31","6.55","68.75","4.26","45.6","1.3","7.09","76.92","","","0","0","","",""
"M. Linday","Sweden 1.","Västerås SK","RCMF, LCMF","22","500000","2029-06-30","28","2633","0","0.76","0","2.03","Sweden","right","186","9.26","8.07","67.8","1.4","39.02","0.1","4.52","0","0.03","0","17","0.58","29.41","0","0.55","37.5","1.47","62.79","6.36","49.46","0.68","3.08","1.03","54.28","90.81","13.88","83.25","2.6","61.84","0.07","0.07","0.17","6.49","86.84","1.47","58.14","0.75","6.15","75.56","","","0","0","","",""
"N. Røjkjær","Sweden 1.","Mjällby","LCMF","27","600000","2029-06-30","28","2605","3","4.42","0","4.14","Denmark","right","179","5.6","5.32","56.49","0.93","14.81","0.24","3.38","0.1","0.15","0","40","1.38","30","7.5","1.62","48.94","3.11","53.33","8.02","41.38","1.42","2.28","0.41","50.37","88.68","13.2","80.1","2.56","68.92","0.14","0.45","0.41","5.11","77.7","2.42","64.29","1.14","7.36","81.22","","","0","0","","",""
"N. Törnqvist","Sweden 1.","Mjällby","GK","23","0","","27","2592","0","0","0","0","Sweden","left","195","1.25","0.14","75","0.42","100","0","1.53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.57","93.85","9.9","88.42","5.07","78.77","0","0","0","0.21","50","0","0","0","3.92","74.34","1.01","3.61","72.12","0.86","-4.35","-0.151","1.7"
"E. Stroud","Sweden 1.","Mjällby","LWB, LB","23","0","2026-12-31","29","2588","7","3.49","6","6.79","Sweden","left","180","8.35","7.06","63.55","1.18","20.59","0.21","4.92","0.24","0.12","0","64","2.23","25","10.938","3.37","37.11","3.55","55.88","8.45","42.39","2.36","2.19","0.73","34.46","74.67","11.68","66.37","3.79","51.38","0.24","0.35","0.63","4.24","63.93","3.93","49.56","0.97","7.58","68.35","","","0","0","","",""
"M. Lode","Sweden 1.","Häcken","LCB","32","500000","2026-12-31","28","2565","0","0.36","0","0.28","Norway","right","185","7.23","4.28","68.03","2.63","68","0.91","5.96","0","0.01","0","3","0.11","0","0","0","0","0.6","88.24","1.79","58.82","0.18","2.32","0.04","67.58","93.09","23.82","89.25","4.98","70.42","0.01","0.04","0.04","8.35","89.5","0.25","14.29","0.07","10.81","74.68","","","0","0","","",""
"P. Jansson","Sweden 1.","Malmö FF","RCB, CB","34","1200000","2027-12-31","26","2564","1","1.63","0","1.7","Sweden","right","194","8.42","3.02","75.58","5.05","70.14","0.74","9.54","0.04","0.06","0.04","17","0.6","23.53","5.882","0.07","50","0.21","83.33","1.16","45.45","1.3","0.28","0.07","58.16","93","20.04","86.51","2.77","50.63","0.06","0.04","0.11","3.72","73.58","0.21","16.67","0.21","6.21","71.19","","","0","0","","",""
"F. Nsabiyumva","Sweden 1.","Västerås SK","CB","30","500000","2026-12-31","26","2561","0","1.49","0","0.25","Burundi","right","190","9.73","4.92","71.43","6.78","62.18","1.05","7.53","0","0.05","0","13","0.46","30.77","0","0.04","100","0.25","71.43","1.16","33.33","0.81","0.18","0","42.49","90.32","13.88","80.25","3.44","62.24","0.01","0","0","4.04","80.87","0.18","40","0.21","6.33","68.89","","","0","0","","",""
"L. Berg Johnsen","Sweden 1.","Malmö FF","LCMF, RDMF, DMF","26","2800000","2027-12-31","28","2554","1","1.48","5","2.52","Norway","right","179","8.21","6.34","63.33","1.52","51.16","0.35","6.1","0.04","0.05","0","44","1.55","22.73","2.273","0.92","53.85","1.06","56.67","3.81","44.44","0.81","1.09","0.32","82.64","92.92","23.4","87.35","3.77","71.96","0.09","0.32","0.42","11.84","88.99","2.36","61.19","1.13","9.76","86.28","","","0","0","","",""
"A. Salétros","Sweden 1.","AIK","RCMF, LCMF","29","2200000","2028-12-31","27","2535","3","1.11","1","2.89","Sweden","left","183","9.3","8.91","62.15","1.74","51.02","0.21","4.29","0.11","0.04","0.04","28","0.99","32.14","10.714","2.13","26.67","1.85","57.69","4.76","46.27","0.82","1.6","0.75","52.51","85.33","18.11","78.43","5.57","56.05","0.1","0.21","0.32","8.52","78.33","3.69","53.85","1.35","8.31","78.63","","","0","0","","",""
"K. Thórdarson","Sweden 1.","IFK Göteborg","LCMF, LDMF, RDMF","25","700000","2028-12-31","27","2509","3","3.5","3","1.83","Iceland","right","177","9.36","6.6","58.15","3.23","41.11","0.43","6.29","0.11","0.13","0.07","39","1.4","41.03","7.692","1.9","33.96","2.62","49.32","7.96","45.5","1.87","0.86","0.36","38.06","81.81","10.94","64.59","4.02","46.43","0.07","0.07","0.18","4.91","68.61","2.26","42.86","0.57","5.13","69.93","","","0","0","","",""
"A. Norén","Sweden 1.","GAIS","RCB","26","350000","2027-12-31","27","2501","2","1.34","0","0.36","Sweden","right","184","12.88","5.54","68.83","4.68","50.77","0.9","8.76","0.07","0.05","0.07","12","0.43","25","16.667","0.18","40","0.61","70.59","1.48","68.29","0.61","0.29","0.11","42.36","85.39","17.96","74.15","4.97","47.1","0.01","0","0.04","5.29","56.46","0.65","22.22","0.14","6.48","63.33","","","0","0","","",""
"S. Skrabb","Sweden 1.","Kalmar","CF, LCMF","30","1200000","2027-06-30","28","2486","6","3.62","3","3.8","Finland","left","174","7.6","7.24","57.5","2.57","26.76","0.18","3","0.18","0.13","0","29","1.05","44.83","20.69","2.46","47.06","0.76","66.67","5.61","30.97","1.77","0.83","0.07","44.89","82.18","11.73","66.05","4.96","48.91","0.14","0.14","0.4","5.32","61.9","3.48","45.83","0.94","6.55","69.61","","","0","0","","",""
"D. Hümmet","Sweden 1.","Djurgården","CF","29","0","2027-06-30","30","2484","14","8.12","4","1.47","Sweden","right","189","3.3","2.61","63.89","3.04","21.43","0.14","1.99","0.47","0.29","0.07","59","2.14","47.46","23.729","0.4","27.27","1.34","35.14","5.69","24.84","2.75","0.36","0.18","15","84.54","3.19","69.32","0.8","86.36","0.05","0.07","0.14","1.23","79.41","0.72","55","0.43","1.81","78","","","0","0","","",""
"N. Vasić","Sweden 1.","Brommapojkarna","CF","34","300000","2026-12-31","29","2476","17","16.56","3","0.84","Sweden","right","197","2.76","2.65","50.68","8.25","46.7","0.18","1.45","0.62","0.6","0.11","81","2.94","44.44","20.988","0.55","53.33","0.84","56.52","5.27","33.79","4.29","0.4","0.18","10.36","78.25","2","56.36","0.4","45.45","0.03","0","0.22","1.13","64.52","0.44","50","0.33","1.24","47.06","","","0","0","","",""
"D. Islamović","Sweden 1.","Kalmar","CF","31","400000","2027-12-31","29","2471","12","11.41","0","1.37","Sweden","left","190","3.79","3.75","52.43","8.89","46.31","0.11","2.16","0.44","0.42","0.22","65","2.37","36.92","18.462","0.47","7.69","1.27","42.86","7.87","33.8","3.31","0.44","0.18","19.89","74.36","5.03","56.52","0.95","57.69","0.05","0.15","0","2.33","59.38","0.91","36","0.73","1.82","56","","","0","0","","",""
"D. Mitov Nilsson","Sweden 1.","IFK Norrköping","GK","34","200000","2027-12-31","25","2471","0","0","1","0.1","Sweden","right","191","1.17","0.04","100","0.51","92.86","0","1.37","0","0","0","0","0","0","0","0","0","0","0","0.15","100","0","0","0","18.21","84.4","11.25","77.35","7.87","68.06","0","0","0.04","2.22","65.57","0","0","0","6.52","73.74","1.24","4.01","69.09","1.05","-5.26","-0.192","1.46"
"Y. Salech","Sweden 1.","Sirius","CF","24","1800000","2030-06-30","27","2457","11","16.66","1","0.76","Denmark","right","195","3.08","2.34","46.88","5.9","53.42","0.22","2.71","0.4","0.61","0.07","71","2.6","38.03","15.493","0.33","22.22","1.36","35.14","7.99","32.11","3.52","0.84","0.26","12.01","68.29","2.31","46.03","0.77","57.14","0.03","0.07","0.07","1.47","57.5","0.77","57.14","0.66","1.47","50","","","0","0","","",""
"T. Tekie","Sweden 1.","Hammarby","LDMF, RDMF, LCMF","28","800000","2026-12-31","29","2432","4","1.2","2","1.76","Sweden","right","175","7.33","6.96","57.45","0.33","11.11","0.22","4.62","0.15","0.04","0","29","1.07","41.38","13.793","1.74","31.91","2.33","52.38","6.81","36.96","0.78","2.15","0.85","70.76","88.34","21.24","77","5.25","42.96","0.07","0.19","0.26","10.84","75.43","3.22","42.53","1.11","9.92","79.1","","","0","0","","",""
"M. Thychosen","Sweden 1.","AIK","RB, RCB","28","1000000","2027-12-31","26","2424","1","0.77","2","2.58","Denmark","right","178","9.43","7.8","65.24","2.93","58.23","0.22","5.12","0.04","0.03","0","21","0.78","23.81","4.762","3.45","37.63","2","55.56","5.42","47.26","1.08","1.78","0.63","47.3","77.94","17.9","70.54","6.94","49.2","0.1","0.19","0.41","7.05","66.84","3.86","43.27","0.82","10.84","73.97","","","0","0","","",""
"O. Johansson","Sweden 1.","Hammarby","RAMF, RW","30","800000","2026-12-31","29","2417","4","6.57","2","1.84","Sweden","right","178","6.55","6.26","66.67","1.41","50","0.3","3.53","0.11","0.24","0","41","1.53","39.02","9.756","2.23","28.33","1.53","46.34","4.17","33.04","2.31","1.86","0.74","38.95","79.92","9.98","67.91","0.93","36","0.07","0.3","0.37","3.54","66.32","3.09","53.01","1.27","4.77","70.31","","","0","0","","",""
"A. Abrahamsson","Sweden 1.","Brommapojkarna","RCB, LCB","26","325000","2027-06-30","29","2417","0","0.06","1","0.44","Sweden","right","189","11.39","6.37","68.42","3.35","65.56","0.67","7.64","0","0","0","4","0.15","0","0","0.3","50","0.37","30","1.23","36.36","0.07","0.41","0","68.48","87.33","27.96","77.5","10.87","54.79","0.02","0.07","0.04","9.27","62.25","1.38","35.14","0.41","12.25","70.21","","","0","0","","",""
"A. Traustason","Sweden 1.","IFK Norrköping","RCMF, RDMF, LW","32","900000","2026-12-31","26","2404","6","4.83","1","2.42","Iceland","right","183","8.46","5.73","58.82","2.88","36.36","0.56","5.71","0.22","0.18","0.04","48","1.8","33.33","12.5","2.36","34.92","1.87","50","5.65","42.38","1.42","1.2","0.45","38.97","82.8","11.23","68.33","3.78","47.52","0.09","0.15","0.19","5.09","64.71","2.47","45.45","0.67","6.14","77.44","","","0","0","","",""
"D. Widgren","Sweden 1.","Sirius","LB","31","600000","2025-12-31","26","2403","0","0.35","0","1.4","Sweden","left","180","8.99","6.74","61.11","1.42","31.58","0.11","6.43","0","0.01","0","7","0.26","14.29","0","2.28","31.15","0.45","50","2.7","38.89","0.49","1.12","0.07","50.52","85.03","16.85","75.56","6.44","61.63","0.05","0.07","0.22","6.29","67.86","2.66","50.7","0.82","11.46","78.1","","","0","0","","",""
"J. Bergström","Sweden 1.","Mjällby","CF","30","500000","2026-12-31","26","2384","8","11.36","0","0.51","Sweden","right","195","3.7","3.36","53.93","6.83","36.46","0.11","2.29","0.3","0.43","0.08","38","1.43","50","21.053","0.26","14.29","0.98","26.92","6.68","22.03","2.6","0.42","0.04","13.78","77.26","2.34","67.74","0.26","57.14","0.02","0.04","0.08","0.83","68.18","0.3","37.5","0.38","1.32","40","","","0","0","","",""
"S. Brolin","Sweden 1.","Kalmar","GK","25","450000","2026-12-31","24","2372","0","0","0","0","Sweden","right","202","1.9","0.08","0","0.46","100","0","2.31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.92","85.6","12.9","77.94","8.5","66.07","0","0","0","1.78","51.06","0.11","0","0.04","5.84","75.97","1.63","5.2","68.61","1.55","-2.27","-0.086","1.56"
"M. Heier","Sweden 1.","Sirius","LAMF, AMF, RAMF","24","1000000","2027-06-30","30","2366","4","2.62","5","4.32","Sweden","right","181","5.02","5.52","51.72","0.49","53.85","0.23","2.84","0.15","0.1","0","33","1.26","33.33","12.121","2.13","37.5","3.5","43.48","8.6","41.15","2.59","2.85","0.68","32.49","85.36","6.92","79.12","1.29","58.82","0.16","0.19","0.84","2.74","86.11","2.05","59.26","1.14","4.11","78.7","","","0","0","","",""
"C. Rösler","Sweden 1.","Malmö FF","CB, LCB, RCB","25","800000","2027-12-31","25","2360","0","0.19","1","0.38","Germany","right","186","7.74","4.42","77.59","3.09","51.85","0.65","5.76","0","0.01","0","1","0.04","100","0","0.19","60","0.08","50","0.72","57.89","0.23","1.07","0","53.28","91.84","20.06","82.13","5.03","55.3","0.01","0","0.08","5.38","75.89","0.42","27.27","0.11","7.63","72","","","0","0","","",""
"R. Amane","Sweden 1.","Häcken","LCMF, LDMF","22","0","2029-06-30","28","2313","1","1.85","2","2.09","Côte d'Ivoire","right","176","7.43","5.91","67.11","1.25","28.13","0.43","4.52","0.04","0.07","0","29","1.13","27.59","3.448","0.43","36.36","2.72","67.14","10.12","48.46","1.32","2.45","0.93","51.71","87.89","14.4","77.03","1.87","66.67","0.08","0.51","0.31","6.38","81.71","2.33","56.67","1.52","7.12","74.86","","","0","0","","",""
"G. Wallentin","Sweden 1.","Halmstad","RCB, CB","24","275000","2027-12-31","28","2313","2","1.51","0","0.04","Sweden","right","189","7.67","3.77","57.73","4.94","51.18","0.66","4.97","0.08","0.06","0","7","0.27","28.57","28.571","0.39","30","0.16","75","0.86","31.82","0.43","0.12","0","40.54","82.73","16.38","65.08","8.44","47.47","0","0.04","0","6.11","52.87","1.05","25.93","0.16","7.47","66.15","","","0","0","","",""
"E. Botheim","Sweden 1.","Malmö FF","CF, AMF","25","3500000","2027-12-31","30","2297","13","12.05","5","3.8","Norway","right","187","2.7","2.94","58.67","3.57","37.36","0.12","1.46","0.47","0.47","0.08","58","2.27","50","22.414","0.39","50","1.14","48.28","6.97","30.34","3.92","0.71","0.24","23.08","83.7","3.88","63.64","0.31","25","0.15","0.08","0.47","1.29","66.67","0.98","64","1.18","1.88","75","","","0","0","","",""
"H. Skoglund","Sweden 1.","Hammarby","RB","21","0","2029-12-31","29","2283","0","0.49","1","1.33","Sweden","right","181","8.95","8.32","67.3","1.58","50","0.35","4.66","0","0.02","0","11","0.43","18.18","0","1.81","30.43","3.31","55.95","8.52","42.59","1.3","2.52","1.3","41.04","83.48","13.99","72.96","2.64","43.28","0.05","0.04","0.12","4.61","76.92","1.7","44.19","0.55","6.74","71.35","","","0","0","","",""
"M. Tenho","Sweden 1.","Djurgården","RCB","30","800000","2026-12-31","27","2283","1","1.36","0","0.23","Finland","right","188","6.98","4.53","73.91","3.98","65.35","0.67","4.45","0.04","0.05","0","13","0.51","23.08","7.692","0.12","33.33","0.04","0","0.63","62.5","0.47","0.75","0.04","47.82","88.87","17.82","76.77","5.12","44.62","0.01","0.04","0.08","5.99","68.42","0.63","43.75","0.24","7.53","72.25","","","0","0","","",""
"M. Baidoo","Sweden 1.","Elfsborg","CF, AMF","26","3000000","2028-06-30","27","2276","10","3.95","2","2.17","Ghana","right","174","4.82","4.98","56.35","1.11","32.14","0.4","2.21","0.36","0.16","0","41","1.62","51.22","24.39","0.67","35.29","1.66","50","6.21","30.57","2.53","1.62","0.59","29.66","84.27","7.43","75","1.82","39.13","0.09","0.4","0.36","3.28","77.11","2.53","67.19","1.82","3.84","76.29","","","0","0","","",""
"S. Papagiannopoulos","Sweden 1.","AIK","LCB, CB, RCB","35","300000","2025-12-31","25","2269","0","0.39","0","0.38","Sweden","right","187","8.49","4.8","76.03","3.69","65.59","0.95","5.68","0","0.02","0","8","0.32","12.5","0","0","0","0.12","66.67","2.02","47.06","0.4","0.24","0.12","43.63","90.09","14.95","79.58","5.67","58.74","0.02","0","0.04","4.2","74.53","0.36","33.33","0.16","5.63","61.27","","","0","0","","",""
"W. Odefalk","Sweden 1.","Brommapojkarna","LCMF, AMF, DMF","21","0","2026-12-31","28","2252","3","3.76","3","2.22","Sweden","right","177","8.95","7.35","71.2","1.04","19.23","0.36","3.78","0.12","0.15","0","42","1.68","30.95","7.143","1.32","42.42","1.96","59.18","5.75","42.36","1.24","1.72","0.32","42.8","80.95","14.35","70.19","6.27","58.6","0.09","0.4","0.36","7.51","71.81","2.84","56.34","1.04","7.91","70.2","","","0","0","","",""
"Busanello","Sweden 1.","Malmö FF","LB","27","2000000","2029-12-31","26","2231","1","1.04","5","2.67","Brazil","left","180","9.28","6.74","59.88","1.33","39.39","0.36","7.84","0.04","0.04","0","21","0.85","28.57","4.762","4.03","37","1.69","78.57","5.53","50.36","1.57","1.82","0.56","64.79","86.43","24.12","82.27","4.36","50","0.11","0","0.44","8.07","81","3.79","53.19","0.81","11.9","79.66","","","0","0","","",""
