"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"M. Bustos","Sweden 1.","Värnamo","CF, RW, RWF","29","250000","2026-12-31","19","525","0","0.21","0","0.74","Canada","left","168","5.14","4.97","68.97","2.4","50","0","1.75","0","0.04","0","5","0.86","20","0","4.46","30.77","4.63","59.26","8.74","45.1","2.74","2.23","0.69","39.26","81.66","8.57","72","3.26","47.37","0.13","0","0.34","3.77","54.55","4.97","51.72","1.37","4.63","85.19","","","0","0","","",""
"V. Andersson","Sweden 1.","AIK","CF, LW, LAMF","21","0","2027-12-31","18","524","0","0.63","0","0.22","Sweden","right","174","6.35","7.9","41.3","2.4","50","0","2.86","0","0.11","0","12","2.06","16.67","0","3.44","25","6.7","51.28","15.46","38.89","4.29","3.95","0.86","24.73","71.53","5.32","48.39","1.2","42.86","0.04","0.52","0.52","1.89","54.55","2.92","41.18","0.86","2.06","83.33","","","0","0","","",""
"A. Ljungberg","Sweden 1.","Sirius","LAMF, LWF, LW","20","0","2029-12-31","15","507","0","0.87","1","0.72","Sweden","left","180","6.04","7.1","57.5","1.24","28.57","0","2.59","0","0.15","0","7","1.24","42.86","0","3.91","36.36","5.15","68.97","9.41","45.28","4.08","2.84","0.89","22.37","77.78","3.2","50","0","0","0.13","0","0.53","0.89","20","2.66","40","1.07","2.31","76.92","","","0","0","","",""
"J. Ceesay","Sweden 1.","IFK Norrköping","RW, RAMF, RB","27","500000","2027-06-30","6","505","0","0.16","1","0.69","Sweden","right","184","5.17","6.06","41.18","1.43","37.5","0.18","2.77","0","0.03","0","3","0.53","0","0","3.39","31.58","3.39","63.16","11.76","33.33","2.32","2.67","0.53","26.02","72.6","7.66","53.49","2.85","43.75","0.12","0","0.18","1.43","62.5","1.43","37.5","0.71","3.39","68.42","","","0","0","","",""
"F. Mrozek","Sweden 1.","Brommapojkarna","GK","22","200000","","5","503","0","0","0","0","Poland","right","192","0.54","0.36","0","0.54","100","0","0.61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.85","79.52","7.34","60.98","5.73","50","0","0","0","1.43","37.5","0.36","0","0","3.94","68.18","2.15","5.19","58.62","1.64","-2.84","-0.508","1.25"
"E. Bećirović","Sweden 1.","GAIS","CF, LWF, RWF","25","150000","2025-12-31","17","502","1","1.72","0","0.33","Sweden","right","181","6.27","7.35","48.78","2.87","18.75","0.18","2.94","0.18","0.31","0","10","1.79","40","10","2.87","43.75","1.61","66.67","5.56","35.48","4.3","1.79","0.9","13.8","71.43","2.15","33.33","0.72","0","0.06","0","0.18","0.54","33.33","1.25","42.86","0.36","2.51","57.14","","","0","0","","",""
"K. Nordfeldt","Sweden 2.","AIK","GK","36","250000","","30","3007","0","0","0","0","Sweden","right","188","0.84","0.09","0","0.15","100","0","1.09","0","0","0","0","0","0","0","0","0","0.03","0","0.15","60","0","0","0","16.7","84.95","8.92","76.17","6.05","64.36","0","0","0","1.65","49.09","0.27","22.22","0.03","4.28","66.43","1.14","3.71","69.35","1.14","0.17","0.005","1.08"
"A. Jensen","Sweden 2.","Brommapojkarna","RWB, RB","24","900000","2028-12-31","30","2980","2","1.58","5","5.59","Denmark","right","180","6.49","6.13","53.69","1.06","34.29","0.12","3.87","0.06","0.05","0","29","0.88","20.69","6.897","4.53","38","1.69","60.71","6.46","41.59","1.39","2.69","0.94","49.62","83.69","13.71","75.33","3.93","58.46","0.17","0.63","0.82","5.62","75.27","4.95","53.66","1.48","8.52","79.79","","","0","0","","",""
"O. Jansson","Sweden 2.","IFK Norrköping","GK","35","250000","","30","2977","0","0","0","0","Sweden","right","187","2.15","0.06","50","0.45","100","0","2.55","0","0","0","0","0","0","0","0","0","0","0","0.09","100","0","0","0","18.17","85.19","9.16","73.27","6.92","65.94","0","0","0","1.72","45.61","0.09","33.33","0.03","4.47","73.65","1.36","4.81","71.7","1.3","-1.98","-0.06","1.3"
"P. Johansson","Sweden 2.","Djurgården","RB","30","900000","2027-12-31","30","2968","0","0.33","1","1.77","Poland","right","185","8.04","6.61","63.3","1.94","50","0.36","4.66","0","0.01","0","9","0.27","0","0","1.64","48.15","1.46","41.67","4.15","41.61","0.79","2.15","1.21","49.15","87.79","16.53","80.55","3.12","55.34","0.05","0.12","0.3","5.58","76.63","1.94","62.5","0.58","8.34","78.18","","","0","0","","",""
"D. Ólafsson","Sweden 2.","Kalmar","LB, LCB","30","500000","2026-06-30","30","2954","0","0.85","1","1.45","Iceland","left","184","7.04","5.58","58.47","1.98","56.92","0.3","4.66","0","0.03","0","15","0.46","6.67","0","1.98","36.92","1.25","51.22","2.8","45.65","0.94","1.77","0.49","51.06","84.13","17.49","74.22","4.94","48.77","0.04","0.09","0.27","5.42","67.42","2.53","50.6","0.67","9.08","66.78","","","0","0","","",""
"P. Abrahamsson","Sweden 2.","Häcken","GK","37","200000","","30","2943","0","0.02","0","0","Sweden","right","190","2.08","0.09","66.67","0.4","92.31","0","2.67","0","0","0","1","0.03","0","0","0","0","0","0","0.18","66.67","0.03","0","0","20.49","90.45","9.51","82.96","3.88","56.69","0","0","0","0.4","38.46","0","0","0","3.27","58.88","1.19","4.07","70.68","1.14","-1.72","-0.053","1.16"
"S. Holmén","Sweden 2.","Elfsborg","RCB","33","750000","2026-12-31","29","2884","1","0.88","0","0.22","Sweden","right","188","7.77","4.24","58.09","3.62","57.76","0.59","6","0.03","0.03","0.03","8","0.25","25","12.5","0.09","0","0.22","42.86","0.84","51.85","0.75","0.28","0.03","42.69","85.31","16.98","73.35","8.64","57.76","0.01","0.03","0.06","7.36","64.41","0.94","26.67","0.37","8.64","73.65","","","0","0","","",""
"J. Dahlin","Sweden 2.","Malmö FF","GK","39","250000","2026-12-31","29","2883","0","0","1","0.76","Sweden","right","192","0.97","0.12","50","0.16","100","0","1.47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03","13.52","86.84","6.81","75.69","4.65","63.76","0.02","0","0.03","0.75","37.5","0","0","0","3.59","68.7","0.84","2.78","69.66","0.86","0.51","0.016","0.87"
"O. Johansson","Sweden 2.","Värnamo","CF, RCMF","30","800000","2026-12-31","30","2874","5","6.01","6","3.3","Sweden","right","178","6.73","5.86","58.29","1.25","35","0.28","4.23","0.13","0.19","0","52","1.63","38.46","9.615","2.25","29.17","2.88","55.43","7.52","42.5","2.47","2.97","1.66","45.56","80.89","13.84","74.89","2.32","44.59","0.1","0.85","0.31","5.29","74.56","2.85","49.45","1.06","6.45","73.3","","","0","0","","",""
"M. Danielson","Sweden 2.","Djurgården","LCB","36","350000","","29","2873","5","5.01","1","0.1","Sweden","right","192","7.8","4.32","76.09","4.7","67.33","0.44","5.7","0.09","0.16","0.06","21","0.66","38.1","23.81","0.06","100","0.47","86.67","1.44","52.17","0.72","1.16","0.03","59.27","93.29","20.83","87.67","4.26","63.97","0","0","0","6.42","87.8","0.16","40","0.03","7.33","74.79","","","0","0","","",""
"C. Rösler","Sweden 2.","Mjällby","CB, RCB","25","800000","2027-12-31","30","2867","1","0.86","0","0.5","Germany","right","186","8.51","4.58","68.49","2.86","56.04","0.82","6.04","0.03","0.03","0.03","6","0.19","16.67","16.667","0.09","0","0.41","46.15","1.22","41.03","0.53","0.44","0.19","43.26","88.97","16.2","77.71","7.28","64.22","0.02","0","0.06","5.15","71.34","0.41","46.15","0.22","7.35","69.23","","","0","0","","",""
"E. Ahlstrand","Sweden 2.","Halmstad","RW, CF, AMF","24","700000","","29","2864","3","3.19","5","4.76","Sweden","left","184","6.32","5.19","59.39","1.45","34.78","0.16","3.22","0.09","0.1","0","49","1.54","30.61","6.122","2.17","37.68","5.47","47.7","15.87","36.04","2.36","3.02","1.67","31.71","80.48","7.92","73.02","1.51","54.17","0.15","0.28","0.72","2.83","76.67","2.67","57.65","1.45","3.96","73.02","","","0","0","","",""
"Wenderson","Sweden 2.","Värnamo","LCMF, RCMF, DMF","26","600000","2029-06-30","29","2851","0","2.73","0","0.72","Brazil","right","174","8.87","6.47","62.44","1.55","30.61","0.35","6.17","0","0.09","0","32","1.01","37.5","0","0.28","55.56","2.37","52","9.28","39.12","0.47","1.14","0.63","52.06","86.78","13.73","72.41","3.69","48.72","0.02","0.25","0.03","7.17","71.37","1.04","48.48","0.25","6.57","66.83","","","0","0","","",""
"O. Dovin","Sweden 2.","Hammarby","GK","23","2500000","2028-06-30","29","2850","0","0","0","0","England","right","187","1.36","0","0","0.57","88.89","0","1.77","0","0","0","0","0","0","0","0","0","0","0","0.09","100","0","0","0.03","21.57","91.22","8.62","81.32","6.13","72.16","0","0","0","0.44","50","0","0","0","4.36","66.67","1.14","4.01","71.65","1.24","3.32","0.105","1.42"
"R. Sjöstedt","Sweden 2.","Kalmar","LCB, CB, RCB","33","275000","","29","2836","0","0.51","0","0.55","Sweden","right","184","6.73","3.9","65.85","2.6","47.56","0.44","5.09","0","0.02","0","3","0.1","0","0","0.1","100","0.13","50","0.79","28","0.38","0.35","0.1","71.56","93.61","23.36","86.28","4.92","58.06","0.02","0.1","0.06","4.95","75.64","0.41","38.46","0.13","6.66","67.14","","","0","0","","",""
"L. Sætra","Sweden 2.","Kalmar","RCB, CB","34","400000","","29","2833","3","1.67","0","0.51","Norway","right","195","7.31","3.34","62.86","3.3","68.27","0.6","6.36","0.1","0.05","0.1","11","0.35","36.36","27.273","0.16","40","0.29","55.56","0.76","50","0.6","0.51","0","67.32","92.5","21.63","86.2","6.45","60.1","0.02","0","0.03","7.12","75.45","0.64","45","0.19","8.55","74.72","","","0","0","","",""
"Rui Modesto","Sweden 2.","AIK","RW, RWB","26","2000000","2029-06-30","29","2833","6","5.24","2","3.95","Angola","right","180","7.18","5.43","58.48","4.26","48.51","0.06","4.7","0.19","0.17","0.03","45","1.43","33.33","13.333","4.23","31.58","2.54","65","6.73","44.34","3.4","1.87","0.54","34.37","73.48","8.51","54.1","3.34","44.76","0.13","0.13","0.7","2.19","59.42","4.07","44.53","0.98","6.48","65.69","","","0","0","","",""
"Amir Al Ammari","Sweden 2.","Halmstad","LCMF","28","700000","2027-06-30","29","2826","1","2.02","2","3.29","Sweden","left","184","9.36","6.59","50.24","2.29","47.22","0.35","5.65","0.03","0.06","0.03","33","1.05","27.27","3.03","1.43","33.33","1.02","50","2.87","38.89","0.41","0.7","0.38","41.72","81.45","14.08","66.06","5.8","52.75","0.1","0.1","0.25","7.58","65.97","2.64","46.99","0.83","8.25","69.88","","","0","0","","",""
"J. Gustavsson","Sweden 2.","Mjällby","DMF, LCMF","31","450000","2028-12-31","29","2820","0","0.59","0","0.3","Sweden","right","174","12.93","9.22","67.82","1.56","34.69","0.54","7.01","0","0.02","0","10","0.32","30","0","0.22","100","0.45","28.57","3","51.06","0.19","0.22","0.22","40.95","83.71","12.64","65.15","5.68","47.75","0.01","0.19","0.06","6.41","66.17","1.02","53.13","0.48","6.35","64.82","","","0","0","","",""
"H. Valdimarsson","Sweden 2.","Elfsborg","GK","24","2500000","2028-06-30","29","2818","0","0","0","0","Iceland","right","188","2.75","0.06","0","1.09","94.12","0","3.3","0","0","0","0","0","0","0","0","0","0.03","100","0.13","75","0","0","0","19.48","84.26","10.19","73.35","7.25","66.08","0","0","0","2.91","50.55","0.22","0","0","5.72","76.54","0.7","3.1","77.32","0.89","5.83","0.186","3"
"S. Skrabb","Sweden 2.","Kalmar","RWF, RW, AMF","30","1200000","2027-06-30","30","2811","9","6.16","7","5.1","Finland","left","174","6.88","7.14","57.85","2.15","29.85","0.26","2.87","0.22","0.2","0","52","1.66","30.77","17.308","2.91","39.56","1.54","45.83","7.56","38.56","2.24","0.8","0.26","43.64","81.8","10.82","65.98","3.46","49.07","0.16","0.32","0.83","4.83","67.55","3.46","52.78","1.12","6.34","70.71","","","0","0","","",""
"V. Eriksson","Sweden 2.","Värnamo","RCB, CB","25","800000","2028-12-31","29","2792","0","1.07","0","0","Sweden","right","192","10.48","7.12","74.66","5.64","53.14","0.71","6.42","0","0.03","0","6","0.19","66.67","0","0.13","0","0.29","77.78","1.39","39.53","0.48","0.19","0.03","71.05","92.83","20.66","82.84","3.71","45.22","0","0.03","0.03","5.61","72.99","0.23","0","0.06","5.93","64.13","","","0","0","","",""
"N. Hult","Sweden 2.","Elfsborg","LB","35","300000","2026-12-31","29","2782","1","0.54","2","2.61","Sweden","left","173","9.22","7.02","63.59","2.59","47.5","0.16","5.71","0.03","0.02","0","9","0.29","55.56","11.111","2.81","43.68","2.3","69.01","4.56","55.32","1.78","2.98","1.39","45.91","80.55","17.57","68.69","4.85","42","0.08","0.19","0.42","6.6","62.75","3.2","51.52","0.97","8.57","72.45","","","0","0","","",""
"A. Johansson","Sweden 2.","Halmstad","RCB","43","125000","","28","2766","0","0.46","0","0.24","Sweden","right","184","8.13","4.07","70.4","2.54","48.72","0.55","5.17","0","0.02","0","3","0.1","33.33","0","0.1","0","0.2","66.67","0.78","45.83","0.36","0.68","0.33","46.24","89.16","17.31","80.08","6.12","64.89","0.01","0.07","0","5.73","74.43","0.42","30.77","0.13","7.58","66.95","","","0","0","","",""
"E. Grozdanić","Sweden 2.","Värnamo","LCB, LB","26","600000","","29","2765","0","1.32","0","0.25","Sweden","left","184","9.47","4.46","70.07","3.32","52.94","0.85","7.86","0","0.04","0","19","0.62","21.05","0","0.16","20","0.33","50","1.66","47.06","0.33","0.36","0.03","68.32","90.85","25.71","81.14","6.12","39.89","0.01","0.03","0.03","6.9","65.57","1.01","25.81","0.2","8.33","69.53","","","0","0","","",""
"O. Wendt","Sweden 2.","IFK Göteborg","LB","40","250000","","28","2762","1","0.98","3","2.42","Sweden","left","181","7.56","4.82","54.73","1.99","57.38","0.33","5.84","0.03","0.03","0","8","0.26","62.5","12.5","1.89","39.66","0.49","66.67","1.53","36.17","1.11","0.26","0.1","35","79.52","13.95","66.82","4.79","47.62","0.08","0.26","0.26","4.53","55.4","2.35","43.06","0.42","7.49","73.04","","","0","0","","",""
"N. Besara","Sweden 2.","Hammarby","AMF, RCMF","34","800000","2027-12-31","29","2716","9","7.19","10","6.52","Sweden","right","182","3.21","2.82","48.24","0.76","30.43","0.23","2.29","0.2","0.24","0","76","2.52","36.84","11.842","2.12","35.94","1.23","59.46","5","43.71","2.42","0.89","0.13","38.67","83.8","9.71","72.35","2.45","66.22","0.22","0.83","0.8","4.31","74.62","3.21","54.64","1.62","5.24","82.28","","","0","0","","",""
"S. Nanasi","Sweden 2.","Malmö FF","AMF, RAMF, LWB","23","8000000","2029-06-30","29","2716","11","7.52","4","4.73","Sweden","right","178","5.6","4.9","60.81","0.76","34.78","0.03","3.97","0.33","0.25","0","66","2.19","48.48","16.667","1.26","28.95","4.08","55.28","8.45","45.88","5","2.72","0.76","50.2","85.81","12.86","75.77","1.52","47.83","0.16","0.86","0.53","4.64","80","3.48","63.81","2.85","6.33","81.68","","","0","0","","",""
"Amadeus Sögaard","Sweden 2.","Brommapojkarna","CB","27","350000","","28","2700","0","0.14","0","0.08","Sweden","right","183","7.77","5.03","64.9","3.43","63.11","0.6","5.3","0","0","0","5","0.17","20","0","0.03","0","0.37","90.91","1.97","50.85","0.03","0.57","0.27","56.5","89.38","15.7","72.61","7.03","50.24","0","0.03","0","5.3","64.15","0.47","21.43","0.07","6.97","57.42","","","0","0","","",""
"S. Gustafson","Sweden 2.","Häcken","DMF","30","0","","29","2689","1","0.92","5","6.41","Sweden","right","186","6.56","4.55","52.94","1.34","60","0.4","5.04","0.03","0.03","0","16","0.54","37.5","6.25","1.14","55.88","0.64","31.58","4.38","55.73","0.84","2.11","0.44","82.2","91.53","26.68","85.82","6.89","71.84","0.21","0.54","0.5","14.53","86.18","3.21","63.54","1.57","12.65","85.45","","","0","0","","",""
"E. Bouzaiene","Sweden 2.","Degerfors","RB, RWB","28","0","2027-06-30","28","2678","2","3.75","2","2.86","Sweden","right","180","8.27","7.06","63.33","1.81","51.85","0.24","4.25","0.07","0.13","0.03","26","0.87","38.46","7.692","4.4","35.88","3.29","59.18","6.99","53.37","1.68","1.85","0.64","33.78","76.92","9.21","68.61","3.13","51.61","0.1","0.27","0.47","3.16","72.34","3.97","41.53","0.67","7.19","74.3","","","0","0","","",""
"A. Traustason","Sweden 2.","IFK Norrköping","LDMF, LCMF","32","900000","2026-12-31","28","2654","9","6.96","1","1.79","Iceland","right","183","8.61","5.87","61.27","3.22","52.63","0.27","5.46","0.27","0.24","0.03","55","1.87","47.27","16.364","0.78","52.17","1.73","60.78","4.58","49.63","1.22","1.83","0.98","36.76","83.95","10.21","64.78","3.7","46.79","0.06","0.07","0.14","5.26","64.52","1.76","50","0.68","5.02","71.62","","","0","0","","",""
"I. Kiese Thelin","Sweden 2.","Malmö FF","CF","33","2200000","2027-06-30","28","2642","16","15.94","1","1.65","Sweden","right","189","2.59","2.32","57.35","4.94","37.24","0.14","1.9","0.41","0.54","0.1","66","2.25","42.42","24.242","0.1","0","0.37","45.45","5.96","21.71","4.02","0.17","0.07","11.55","76.4","2.08","54.1","0.1","33.33","0.06","0.14","0.31","0.68","55","0.55","50","0.89","0.75","63.64","","","0","0","","",""
"A. Ståhl","Sweden 2.","Mjällby","LWB, CF, LB","31","750000","2027-12-31","29","2629","3","3.06","1","1.95","Sweden","right","187","8.15","4.79","67.14","5.65","56.36","0.1","5.37","0.1","0.1","0.03","25","0.86","44","12","1.68","38.78","2.33","63.24","5.72","41.32","2.94","1.64","0.58","25.06","76.09","7.15","65.07","1.99","50","0.07","0.03","0.34","1.85","64.81","1.68","53.06","0.89","4.38","60.94","","","0","0","","",""
"S. Leach Holm","Sweden 2.","Brommapojkarna","LCMF, DMF","28","1000000","2027-12-31","27","2619","1","2.13","6","4.54","Sweden","right","185","7.04","5.57","52.47","0.82","50","0.38","4.77","0.03","0.07","0","34","1.17","38.24","2.941","1.41","53.66","1.03","63.33","5.02","39.73","0.45","1.1","0.17","72.03","87.45","23.61","76.56","10.31","58","0.16","0.24","0.27","13.88","73.51","2.92","45.88","0.76","11.55","81.55","","","0","0","","",""
"G. Svensson","Sweden 2.","IFK Göteborg","RCB","38","200000","","26","2608","1","1.37","0","0.19","Sweden","right","184","7.87","5.04","70.55","3.73","56.48","0.66","4.66","0.03","0.05","0.03","14","0.48","14.29","7.143","0.14","25","0.35","70","1.21","48.57","0.59","0.28","0.1","44.21","89.93","21.43","83.57","6.56","65.26","0.01","0.07","0.03","6.56","76.32","0.35","40","0.21","8.49","80.89","","","0","0","","",""
"S. Peña","Sweden 2.","Malmö FF","RDMF, RCMF, LDMF","30","0","2028-12-31","29","2607","1","1.51","1","2.21","Peru","right","178","9.53","8.04","65.24","1.73","44","0.14","5.58","0.03","0.05","0","41","1.42","26.83","2.439","1.04","20","1","62.07","4.8","45.32","0.41","0.79","0.07","86.27","88.16","30.45","80.27","7.53","54.59","0.08","0.45","0.21","14.5","75","3.07","35.96","0.69","13.6","81.98","","","0","0","","",""
"V. Larsson","Sweden 2.","Värnamo","RB, RCB","25","600000","","29","2600","0","1.18","2","2.42","Sweden","right","183","11.39","8.76","64.82","2.87","48.19","0.35","6.62","0","0.04","0","12","0.42","0","0","0.9","42.31","1.07","58.06","4.26","40.65","1.07","3.15","1","59.26","86.86","24.16","81.23","3.84","45.95","0.08","0.21","0.28","7.2","78.85","1.52","50","0.73","8.9","70.43","","","0","0","","",""
"M. Rygaard","Sweden 2.","Häcken","RCMF","34","700000","2026-12-31","29","2597","7","6.41","10","7.75","Denmark","left","176","5.89","6.2","47.49","1.66","35.42","0.28","3.39","0.24","0.22","0","62","2.15","32.26","11.29","1.59","43.48","2.15","51.61","7.55","34.4","2.25","1.77","0.42","59.61","85.87","15.46","75.56","7.31","66.35","0.27","0.73","0.73","9.05","77.01","4.57","59.09","2.15","9.43","76.84","","","0","0","","",""
"M. Baidoo","Sweden 2.","Elfsborg","AMF, RDMF, CF","26","3000000","2028-06-30","28","2588","5","5.01","5","1.99","Ghana","right","174","5.63","5.49","47.47","1.29","29.73","0.28","3.56","0.14","0.17","0","42","1.46","33.33","11.905","0.56","31.25","2.68","51.95","7.16","38.35","2.02","1.43","0.56","31.92","84.97","8.21","75.85","2.78","60","0.07","0.24","0.28","3.58","75.73","1.74","50","1.08","3.83","78.18","","","0","0","","",""
"N. Törnqvist","Sweden 2.","Mjällby","GK","23","0","","27","2585","0","0","0","0","Sweden","left","195","1.32","0.1","33.33","0.38","72.73","0","1.45","0","0","0","0","0","0","0","0","0","0","0","0.03","100","0","0","0","18.56","87.05","9.3","79.4","6.27","69.44","0","0","0","0.66","57.89","0","0","0","5.4","70.97","1.11","3.79","70.64","1.2","2.35","0.082","1.71"
"E. Hovland","Sweden 2.","Häcken","LCB","36","350000","","27","2578","6","3.22","0","0.05","Norway","right","191","8.41","3.32","68.42","4.05","62.07","1.36","7.84","0.21","0.11","0.17","21","0.73","42.86","28.571","0.03","0","0.14","100","1.19","67.65","1.01","2.44","0.17","62.8","92.16","26.64","88.2","6.91","70.71","0","0","0","11.07","84.23","0.28","12.5","0.03","12.01","84.59","","","0","0","","",""
"D. Stensson","Sweden 2.","Sirius","RDMF, RCMF","28","200000","2027-12-31","27","2566","2","3.22","5","4.02","Sweden","left","178","8.94","9.01","57.2","2.95","38.1","0.35","4.25","0.07","0.11","0","35","1.23","34.29","5.714","1.68","29.17","1.16","51.52","4.66","49.62","1.33","1.09","0.21","57.31","86.9","14.94","73.47","4.7","52.99","0.14","0.84","0.6","7.61","69.12","3.65","47.12","1.05","8.14","77.16","","","0","0","","",""
"Ricardo Friedrich","Sweden 2.","Kalmar","GK","32","0","2026-12-31","27","2543","0","0","0","0","Brazil","right","188","2.55","0.21","0","0.53","100","0","3.12","0","0","0","0","0","0","0","0","0","0.14","50","0.21","50","0","0","0","28.38","87.16","13.63","76.88","8.35","63.98","0","0","0","1.7","31.25","0.11","0","0","5.1","69.44","1.1","4.03","72.81","1.29","5.45","0.193","2.44"
"P. Ofosu-Ayeh","Sweden 2.","Halmstad","RB","34","275000","","27","2538","1","2.51","4","2.78","Germany","right","183","7.84","6.03","58.24","1.84","48.08","0.21","3.99","0.04","0.09","0","16","0.57","25","6.25","4.01","44.25","2.7","55.26","5.18","45.21","1.6","1.91","0.92","38.19","79.29","15.57","71.98","4.36","56.91","0.1","0.11","0.57","4.29","73.55","3.51","58.59","0.57","9.68","76.56","","","0","0","","",""
"A. Eriksson","Sweden 2.","IFK Norrköping","LCB","25","1000000","2026-12-31","27","2538","0","0.56","1","0.88","Sweden","right","188","9.15","6.67","64.89","3.79","47.66","0.6","5.2","0","0.02","0","5","0.18","0","0","0.14","25","0.71","80","1.91","62.96","0.5","0.46","0.07","42.98","90.76","13.55","79.06","4.89","59.42","0.03","0","0.11","3.9","71.82","0.39","45.45","0.21","5.04","65.49","","","0","0","","",""
"A. Carlén","Sweden 2.","IFK Göteborg","DMF, LDMF","25","900000","2027-06-30","28","2521","4","1.83","0","0.05","Sweden","right","193","11.67","8.85","64.92","6.5","54.95","0.57","6.5","0.14","0.07","0","25","0.89","28","16","0.46","38.46","1.5","54.76","6.1","52.63","1","0.32","0.14","37.38","77.46","12.14","55.29","4.96","50.36","0","0.07","0.07","7.03","62.94","1.25","31.43","0.43","6.64","62.37","","","0","0","","",""
"E. Ouma Otieno","Sweden 2.","AIK","LB, LWB, LW","29","1200000","2026-12-31","26","2511","1","1.23","1","2.53","Kenya","left","170","6.81","4.73","59.85","1.54","34.88","0.29","5.08","0.04","0.04","0.04","20","0.72","40","5","3.37","26.6","4.62","63.57","10.04","53.21","1.36","4.05","2.54","35.16","82.47","7.46","67.31","2.97","51.81","0.09","0.14","0.5","2.22","74.19","2.94","37.8","0.43","4.73","59.85","","","0","0","","",""
"D. Widgren","Sweden 2.","Sirius","LB","31","600000","","28","2490","1","0.46","1","2.85","Sweden","left","180","8.75","6.14","69.41","1.48","51.22","0.4","5.65","0.04","0.02","0","7","0.25","14.29","14.286","2.46","36.76","0.98","48.15","2.89","36.25","0.65","1.27","0.51","52.66","85.79","18","78.92","4.77","55.3","0.1","0.25","0.36","5.78","73.13","3.07","45.88","0.69","9.47","72.52","","","0","0","","",""
"G. Granath","Sweden 2.","Degerfors","RCB","28","500000","2027-06-30","25","2478","2","1.93","1","1.59","Sweden","right","191","9.3","6.25","68.6","3.78","53.85","0.87","5.57","0.07","0.07","0","12","0.44","50","16.667","0.54","60","0.87","50","2.32","37.5","1.09","0.62","0.29","38.14","80.67","17.14","72.03","7.85","52.31","0.06","0.04","0.15","5.05","61.87","0.84","34.78","0.25","8.46","56.65","","","0","0","","",""
"T. Heggem","Sweden 2.","Brommapojkarna","LCB, LB","26","500000","2029-06-30","28","2465","1","1.28","0","0.07","Norway","left","185","7.92","5.4","65.54","4.86","58.65","0.47","5.25","0.04","0.05","0.04","12","0.44","33.33","8.333","0.91","32","0.95","88.46","2.81","55.84","0.44","1.53","0.47","51.85","88.73","21.51","82.85","4.86","57.14","0","0.07","0.04","6.5","75.84","1.17","43.75","0.37","8.58","71.91","","","0","0","","",""
"D. Eid","Sweden 2.","IFK Norrköping","RB","27","700000","2027-07-31","27","2458","0","0.61","3","3.69","Norway","right","183","10.11","6.96","61.58","2.93","52.5","0.26","5.98","0","0.02","0","11","0.4","36.36","0","3.11","41.18","1.39","73.68","3.55","50.52","0.84","1.14","0.26","31.78","73.85","13.77","63.03","3.95","39.81","0.14","0.22","0.55","4.47","59.02","3.11","49.41","0.62","7.84","75.23","","","0","0","","",""
"T. Matthews","Sweden 2.","Sirius","AMF, CF","25","0","2026-12-31","30","2441","10","10.04","9","4.84","South Africa","right","175","7.15","7.12","63.73","2.1","35.09","0.04","2.58","0.29","0.37","0.04","61","2.25","39.34","16.393","1.95","35.85","5.38","36.3","10.1","36.86","2.69","2.88","1.59","23.34","76.78","6.38","70.52","1.22","30.3","0.18","0.59","0.81","2.62","70.42","2.8","55.26","1.22","4.02","73.39","","","0","0","","",""
"L. Fritzson","Sweden 2.","Brommapojkarna","RCMF","30","700000","2026-06-30","28","2425","5","4.35","1","2.5","Sweden","right","187","8.65","7.83","56.87","7.27","51.53","0.33","4.21","0.19","0.16","0.07","39","1.45","30.77","12.821","0.93","40","1.52","53.66","6.05","41.1","2.56","1.08","0.45","23.2","78.88","6.9","64.52","1.78","47.92","0.09","0.15","0.52","3.08","62.65","1.15","51.61","0.63","3.27","62.5","","","0","0","","",""
"M. Lund","Sweden 2.","IFK Norrköping","RCB, CB","29","550000","","26","2421","2","2.39","1","0.04","Denmark","right","183","9.52","5.91","64.15","4.5","47.93","0.78","6.62","0.07","0.09","0.04","15","0.56","26.67","13.333","0.11","0","0.11","33.33","0.71","57.89","1","0.33","0.11","47.66","87.44","18.33","74.04","7.4","61.81","0","0","0.07","6.95","64.71","0.52","35.71","0.3","8.4","74.34","","","0","0","","",""
