"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"João Ricardo","Brazil 1.","Fortaleza","GK","37","350000","2027-12-31","38","3852","0","0","0","0","Brazil","right","186","0.96","0.02","100","0.35","100","0","1.11","0","0","0","0","0","0","0","0","0","0","0","0.09","100","0","0","0.02","12.85","80.73","8.57","73.3","6.45","63.41","0","0","0","1.75","50.67","0.02","0","0","4.81","79.13","0.91","4.72","80.69","1.22","13.04","0.305","1.92"
"Léo Jardim","Brazil 1.","Vasco da Gama","GK","30","5500000","2030-12-31","38","3840","0","0","0","0","Brazil","right","188","1.08","0.05","100","0.35","86.67","0","1.37","0","0","0","0","0","0","0","0","0","0","0","0.02","0","0","0","0.02","15.09","84.16","8.93","75.59","6.3","65.43","0","0","0","1.52","56.92","0.09","0","0","4.85","76.81","1.31","4.73","72.28","1.29","-1.11","-0.026","1.43"
"Lucas Arcanjo","Brazil 1.","Vitória","GK","27","1000000","2028-12-31","37","3768","0","0","0","0","Brazil","right","189","0.84","0.1","50","0.6","96","0","0.91","0","0","0","0","0","0","0","0","0","0","0","0.02","100","0","0","0.02","18.15","84.87","9.27","72.68","6.71","60.85","0","0","0","2.03","47.06","0.14","0","0","4.37","77.6","1.24","4.11","69.77","1.15","-3.84","-0.092","1.41"
"Fábio","Brazil 1.","Fluminense","GK","45","200000","2026-12-31","37","3767","0","0","0","0","Brazil","right","190","1.36","0.1","75","0.41","100","0","1.86","0","0","0","0","0","0","0","0","0","0","0","0.02","0","0","0","0","13.93","87.65","7.79","80.98","4.99","72.25","0","0","0","0.53","59.09","0.02","0","0","4.09","70.76","0.88","3.92","77.44","1.06","7.52","0.18","1.53"
"Weverton","Brazil 1.","Palmeiras","GK","38","2000000","2026-12-31","37","3752","0","0","1","0.28","Brazil","right","189","1.22","0.1","50","0.26","100","0","1.78","0","0","0","0","0","0","0","0","0","0","0","0.17","85.71","0","0","0","19.02","83.61","10.94","72.37","7.82","61.96","0.01","0.02","0.02","3.36","56.43","0.22","33.33","0.05","5.61","79.49","0.74","3.57","79.19","0.87","5.08","0.122","1.32"
"Walter","Brazil 1.","Cuiabá","GK","38","250000","2026-12-31","36","3653","0","0","0","0","Brazil","right","188","0.91","0.05","50","0.39","100","0","1.03","0","0","0","0","0","0","0","0","0","0.05","50","0.07","66.67","0","0","0","15.52","89.21","7.76","80.63","5.3","73.49","0","0","0","1.5","55.74","0","0","0","3.84","78.85","1.16","4.56","74.59","1.32","6.62","0.163","1.36"
"Marcelo Hermes","Brazil 1.","Criciúma","LB, LCMF","30","450000","2026-12-31","36","3593","2","2.3","5","3.53","Brazil","left","177","8.52","5.99","64.44","2.5","44","0.18","4.98","0.05","0.06","0","31","0.78","32.26","6.452","2.5","28","0.83","63.64","2.38","49.47","0.95","1.15","0.2","29.51","72.67","13.75","65.94","5.29","45.97","0.09","0.1","0.25","4.41","64.2","2.4","41.67","0.45","8.04","68.85","","","0","0","","",""
"Wagner Leonardo","Brazil 1.","Vitória","LCB","26","1500000","2028-12-31","36","3579","5","4.11","0","0.13","Brazil","left","186","7.22","2.87","69.3","4.43","57.95","0.7","5.89","0.1","0.1","0.1","20","0.5","55","25","0.13","40","0.4","62.5","1.18","44.68","0.55","0.93","0.13","39.25","88.34","16.02","78.02","6.41","60","0","0","0.03","4.55","71.82","0.25","40","0.08","7.75","72.4","","","0","0","","",""
"Agustín Rossi","Brazil 1.","Flamengo","GK","30","7000000","2027-12-31","35","3537","0","0","0","0","Argentina","right","193","1.09","0.03","0","0.41","100","0.03","1.65","0","0","0","0","0","0","0","0","0","0.05","50","0.13","40","0","0","0","23.84","87.51","12.49","78","8.04","67.09","0","0","0","1.63","51.56","0.1","25","0","5.73","71.56","0.99","3.03","67.23","0.78","-8.5","-0.216","1.48"
"Gabriel Xavier","Brazil 1.","Bahia","RCB","24","2500000","2029-12-31","35","3514","0","1.96","0","0.07","Brazil","right","190","9.19","4.43","68.79","5.66","69.68","0.64","7.98","0","0.05","0","16","0.41","43.75","0","0.1","50","0.2","75","0.74","48.28","0.49","0.72","0","54.32","91.56","20.95","83.37","5.12","59.5","0","0","0.03","4.92","81.25","0.44","47.06","0.18","7.61","65.99","","","0","0","","",""
"Luciano Juba","Brazil 1.","Bahia","LB","26","0","2029-12-31","37","3470","3","1.14","1","3.82","Brazil","left","176","7.57","4.41","59.41","1.63","44.44","0.18","6.54","0.08","0.03","0","22","0.57","31.82","13.636","2.13","43.9","0.73","57.14","1.56","43.33","0.6","1.17","0.13","50.6","86.01","18.31","74.5","4.75","49.73","0.1","0.1","0.31","5.58","78.14","2.62","55.45","0.65","10.53","75.12","","","0","0","","",""
"John Victor","Brazil 1.","Botafogo","GK","29","1500000","2028-06-30","34","3452","0","0","0","0","Brazil","right","197","1.07","0.03","0","0.26","90","0","1.6","0","0","0","0","0","0","0","0","0","0","0","0.03","100","0","0","0","21.43","91.85","11.47","85.68","5.68","71.1","0","0","0","1.62","61.29","0.05","0","0","4.51","83.24","0.65","3.23","79.84","0.83","6.94","0.181","1.12"
"Gabriel","Brazil 1.","Juventude","GK","33","1000000","2028-12-31","34","3417","0","0","0","0.57","Brazil","right","194","1.4","0.18","28.57","0.45","82.35","0","1.85","0","0","0","0","0","0","0","0","0","0.03","100","0.13","80","0","0","0","20.6","89.9","8.77","79.58","5.74","67.43","0.02","0","0","1.42","50","0.11","0","0","4.27","82.1","1.29","4.16","68.99","1.35","2.37","0.062","1.98"
"R. Garro","Brazil 1.","Corinthians","AMF, CF","28","0","2028-12-31","36","3380","10","4.74","9","6.99","Argentina","left","174","6.1","6.2","54.94","1.25","23.4","0.08","3.35","0.24","0.13","0","63","1.68","47.62","15.873","2.4","40","2.13","53.75","9.59","44.44","1.52","1.68","0.67","43","77.71","14.62","64.85","5.09","56.02","0.19","0.77","0.64","8.84","68.98","4.71","48.59","1.65","9.43","81.36","","","0","0","","",""
"Adriano Martins","Brazil 1.","Atlético GO","RCB","28","500000","2026-12-31","34","3370","0","1.85","1","0.02","Brazil","right","193","7.66","4.3","65.84","3.02","67.26","0.59","6.05","0","0.05","0","17","0.45","41.18","0","0.21","37.5","0.29","90.91","1.01","55.26","0.69","0.67","0.03","36.48","87.19","16.56","79.68","5.26","54.82","0","0","0.03","6.06","69.6","0.48","27.78","0.13","8.25","78.64","","","0","0","","",""
"Gustavo","Brazil 1.","Criciúma","GK","32","0","","34","3357","0","0.13","0","0","Brazil","right","187","1.02","0.03","100","0.48","66.67","0","1.14","0","0","0","1","0.03","100","0","0","0","0","0","0.05","100","0.03","0","0","13.91","80.54","9.03","72.11","6.97","63.85","0","0","0","2.01","53.33","0.03","0","0","4.56","76.47","1.45","4.64","68.79","1.33","-4.41","-0.118","1.23"
"Marcos Felipe","Brazil 1.","Bahia","GK","29","2000000","2027-12-31","34","3348","0","0","0","0","Brazil","right","188","2.04","0.11","75","0.51","89.47","0","2.67","0","0","0","0","0","0","0","0","0","0","0","0.08","66.67","0","0","0","26.02","89.57","11.96","81.57","6.72","64.8","0","0.03","0","0.91","29.41","0.05","0","0","3.98","63.51","1.16","4.14","72.08","1.1","-2.22","-0.06","1.77"
"P. Vegetti","Brazil 1.","Vasco da Gama","CF","37","750000","2026-12-31","35","3347","12","14.11","2","1.36","Argentina","right","187","2.85","1.91","59.15","9.71","40.72","0.13","2.03","0.32","0.38","0.11","89","2.39","37.08","13.483","0.46","17.65","0.91","41.18","6.35","27.54","3.23","0.27","0.08","11.8","71.75","2.29","55.29","0.46","64.71","0.04","0.08","0.16","1.05","58.97","0.62","26.09","0.35","0.91","67.65","","","0","0","","",""
"William","Brazil 1.","Cruzeiro","RB","30","3000000","2026-12-31","34","3321","5","4.31","3","4.28","Brazil","right","171","10.38","8.73","61.8","2.38","46.59","0.05","6.42","0.05","0.12","0","45","1.22","26.67","11.111","4.82","28.65","2.93","49.07","6.04","38.57","1.52","2.66","0.35","42.63","76.73","13.14","70.93","3.88","58.04","0.12","0.24","0.41","4.99","69.02","4.82","39.33","0.73","8.35","73.05","","","0","0","","",""
"Lucas Esteves","Brazil 1.","Vitória","LB","25","1200000","2027-12-31","34","3304","1","1.85","3","3.69","Brazil","left","171","7.76","6.05","63.96","3.24","52.94","0.11","4.53","0.03","0.05","0","32","0.87","18.75","3.125","2.64","42.27","1.2","68.18","3.38","50.81","0.76","0.98","0.33","32.28","81.18","11.44","73.1","2.97","42.2","0.1","0.05","0.25","3.9","74.83","2.37","41.38","0.25","7.38","72.69","","","0","0","","",""
"Rodrigo","Brazil 1.","Criciúma","RCB","38","150000","2026-12-31","32","3267","3","2.77","1","0.6","Brazil","right","187","10.33","4.93","65.92","4.66","65.09","0.74","8.13","0.08","0.08","0.06","17","0.47","52.94","17.647","0.11","50","0.47","64.71","2.01","34.25","0.63","0.74","0.11","38.48","85.25","17.8","76.47","7.55","65.33","0.02","0","0.03","6.86","72.69","0.47","41.18","0.14","8.26","74.33","","","0","0","","",""
"Ronaldo","Brazil 1.","Atlético GO","GK","29","1200000","2029-12-31","32","3258","0","0","0","0","Brazil","right","194","1.1","0.14","80","0.3","100","0.03","1.3","0","0","0","0","0","0","0","0","0","0","0","0.06","50","0","0.03","0","15.52","84.7","9.01","75.46","6.46","66.24","0","0","0","2.1","60.53","0","0","0","4.7","75.29","1.24","4.09","69.59","1.15","-3.21","-0.089","1.66"
"Marllon","Brazil 1.","Cuiabá","RCB","33","500000","2026-12-31","33","3253","1","1.56","0","0.57","Brazil","right","186","8.74","5.45","72.59","3.18","67.83","0.69","5.59","0.03","0.04","0","8","0.22","37.5","12.5","0.03","0","0.03","0","0.75","44.44","0.39","0.19","0","33.2","88.08","14.03","80.08","3.9","56.03","0.02","0","0","3.13","70.8","0.14","20","0.08","5.75","65.38","","","0","0","","",""
"Jádson","Brazil 1.","Juventude","RDMF, RCMF","32","1000000","2026-12-31","33","3200","1","2.44","2","3.39","Brazil","right","171","8.78","6.92","65.45","1.13","27.5","0.2","4.24","0.03","0.07","0","22","0.62","31.82","4.545","0.7","44","1.01","52.78","4.75","49.7","0.68","0.45","0.08","38.05","85.59","12.32","78.08","3.35","68.07","0.1","0.2","0.28","6.19","75.45","1.6","50.88","0.62","6.44","78.6","","","0","0","","",""
"Danilo Boza","Brazil 1.","Juventude","RCB","27","0","2027-06-30","32","3196","3","3.95","1","0.29","Brazil","right","185","7.58","2.82","81","4.08","54.48","0.9","7.1","0.08","0.11","0.06","26","0.73","38.46","11.538","0.11","0","0.45","81.25","1.21","55.81","0.93","1.07","0.17","44.8","91.89","17.63","83.71","2.59","56.52","0.01","0.03","0.03","4.03","73.43","0.51","33.33","0.25","5.35","68.42","","","0","0","","",""
"Jean Lucas","Brazil 1.","Bahia","LCMF, LAMF","27","0","2028-12-31","36","3160","3","4.92","5","2.67","Brazil","right","181","5.47","5.72","52.74","1.42","44","0.14","3.08","0.09","0.14","0.09","61","1.74","34.43","4.918","0.83","34.48","1.85","40","7.6","35.58","1.54","1.51","0.37","34.15","86.24","7.38","66.41","2.25","64.56","0.08","0.31","0.26","4.47","84.08","1.59","37.5","0.74","3.79","74.44","","","0","0","","",""
"I. Pitta","Brazil 1.","Cuiabá","CF","26","4000000","2028-12-31","35","3158","7","10.68","1","3.38","Paraguay","right","183","1.74","1.54","44.44","3.79","42.86","0.06","1.21","0.11","0.3","0.03","58","1.65","41.38","12.069","0.66","26.09","2.02","40.85","7.95","28.67","3.19","0.85","0.17","15.5","74.45","2.96","60.58","0.6","71.43","0.1","0.03","0.31","1.37","60.42","0.68","62.5","0.6","1.2","57.14","","","0","0","","",""
"Matheus Pereira","Brazil 1.","Cruzeiro","CF, AMF, RWF","29","0","2028-12-31","34","3139","8","4.79","7","6.22","Brazil","left","175","3.33","2.98","50","1.43","36","0.14","2.28","0.23","0.14","0.03","65","1.86","33.85","12.308","2.18","28.95","2.55","61.8","8.37","50","2.09","2.15","0.32","42.32","81.71","14.36","75.25","3.44","50.83","0.18","0.75","0.75","7.45","76.15","4.53","55.06","2.24","6.85","87.45","","","0","0","","",""
"Guilherme Romão","Brazil 1.","Atlético GO","LB","28","400000","2028-12-31","32","3110","1","2.12","1","2.96","Brazil","left","176","6.77","5.01","63.58","4.2","51.72","0.23","4.62","0.03","0.06","0","34","0.98","38.24","2.941","1.94","41.79","2.32","51.25","5.44","47.87","1.48","1.85","0.46","31.46","82.24","13.66","78.6","3.73","57.36","0.09","0.03","0.17","4.92","73.53","1.59","45.45","0.29","7.18","77.02","","","0","0","","",""
"Samuel Xavier","Brazil 1.","Fluminense","RB","35","400000","2026-12-31","32","3073","0","0.47","3","1.86","Brazil","right","166","7.38","6.97","60.08","2.02","39.13","0.18","4.36","0","0.01","0","18","0.53","16.67","0","1.99","38.24","1.03","65.71","4.07","51.08","0.64","1.99","0.29","45.04","86.8","16.81","81.01","2.93","52","0.05","0.09","0.18","5.45","87.1","1.85","50.79","0.41","6.56","75","","","0","0","","",""
"João Pedro","Brazil 1.","Grêmio","RB","29","4000000","2027-12-31","32","3066","1","0.83","3","2.45","Brazil","right","179","6.14","4.67","61.01","2","48.53","0.32","4.11","0.03","0.02","0","24","0.7","16.67","4.167","1.38","29.79","2.38","61.73","5.55","43.92","1.03","2.05","0.23","34.52","81.38","14.53","74.34","3.46","48.31","0.07","0.12","0.26","4.58","70.51","1.56","54.72","0.56","6.87","70.94","","","0","0","","",""
"Léo","Brazil 1.","Vasco da Gama","LCB","29","0","2028-12-31","30","3034","0","1.65","0","0.08","Brazil","left","183","7.53","5.1","69.77","1.99","59.7","0.53","5.1","0","0.05","0","7","0.21","28.57","0","0.24","50","0.24","75","1.04","48.57","0.24","0.95","0.24","37.7","90.01","16.37","83.51","5.58","63.83","0","0","0.03","4.63","73.08","0.36","50","0.06","7.18","76.45","","","0","0","","",""
"João Marcelo","Brazil 1.","Cruzeiro","LCB, RCB","25","1500000","2028-12-31","31","3023","0","1.27","1","0.82","Brazil","right","190","7.15","3.75","69.84","4.5","59.6","0.74","6.22","0","0.04","0","10","0.3","30","0","0.36","41.67","0.39","53.85","1.22","39.02","0.51","1.99","0.24","49.63","92.32","18.28","85.5","3.33","59.82","0.02","0.06","0.06","5.15","81.5","0.57","42.11","0.24","6.37","77.57","","","0","0","","",""
"L. Esquivel","Brazil 1.","Athletico Paranaense","LB","24","0","","33","3019","0","0.43","4","4.68","Argentina","left","183","8.91","7.54","60.08","2.03","70.59","0.18","5.39","0","0.01","0","20","0.6","30","0","3.55","36.97","1.79","73.33","4.35","52.74","0.66","1.55","0.09","46.51","80.64","18.24","72.55","5.54","56.45","0.14","0.12","0.3","7.42","75.9","3.55","49.58","0.54","11.54","73.64","","","0","0","","",""
"Cleiton","Brazil 1.","Red Bull Bragantino","GK","28","4000000","2027-12-31","31","3019","0","0","0","0","Brazil","right","190","1.97","0.09","33.33","0.57","89.47","0","2.63","0","0","0","0","0","0","0","0","0","0.03","100","0.27","66.67","0","0","0","19.65","82.09","11.57","73.45","9.18","64.61","0","0","0","3.99","58.96","0.33","18.18","0.06","6.92","80.6","1.1","4.35","74.66","1.31","7.1","0.212","1.91"
"Kanu","Brazil 1.","Bahia","LCB","28","3500000","2027-12-31","30","3004","0","0.41","0","0.05","Brazil","right","186","6.74","3.8","62.2","3.27","53.21","0.51","5.64","0","0.01","0","3","0.09","33.33","0","0","0","0.18","100","1.53","66.67","0.09","1.02","0","53.48","95.18","18.34","89.87","2.76","67.39","0","0","0","3.63","85.95","0.12","25","0.03","5.78","76.68","","","0","0","","",""
"Lucas Piton","Brazil 1.","Vasco da Gama","LB","25","7000000","2028-12-31","32","3002","1","0.57","5","5.28","Brazil","left","175","7.76","7.2","60.83","2.01","52.24","0.18","4.3","0.03","0.02","0","15","0.45","20","6.667","3.96","39.39","1.56","57.69","3.3","46.36","0.6","1.53","0.18","38.7","80.79","13.1","75.29","4.2","58.57","0.16","0.09","0.57","3.18","76.42","3.57","49.58","0.3","8.12","68.27","","","0","0","","",""
"Willian Oliveira","Brazil 1.","Vitória","LCMF, RCMF","32","500000","2026-12-31","35","2984","5","4.16","0","0.84","Brazil","right","179","8.32","6","61.81","2.99","42.42","0.3","4.79","0.15","0.13","0.03","34","1.03","38.24","14.706","0.15","60","0.69","56.52","3.44","43.86","1.21","0.39","0.03","28.89","85.28","8.32","73.55","2.32","63.64","0.03","0.09","0.15","4.04","74.63","0.84","60.71","0.48","4.28","69.72","","","0","0","","",""
"Caio Alexandre","Brazil 1.","Bahia","DMF","26","6500000","2028-12-31","36","2979","2","1.46","0","2.2","Brazil","right","175","6.98","7.22","60.25","0.66","40.91","0.12","3.31","0.06","0.04","0","23","0.69","17.39","8.696","1","39.39","1","63.64","4.8","45.91","0.66","2.54","0.24","66.74","91.94","17.43","81.28","4.98","60","0.07","0.24","0.21","10.15","82.44","1.81","43.33","0.51","6.71","86.49","","","0","0","","",""
"Ramon","Brazil 1.","Cuiabá","LB","24","2500000","2027-12-31","30","2970","2","0.91","0","1.04","Brazil","left","179","8.33","7.39","62.3","1.39","43.48","0.15","4.07","0.06","0.03","0","18","0.55","22.22","11.111","2.45","30.86","1.48","51.02","3.64","44.17","0.52","1.21","0.12","31.52","80","12.7","75.66","2.79","46.74","0.03","0.03","0.18","3.67","76.86","2.18","43.06","0.27","6.79","70.54","","","0","0","","",""
"Bastos","Brazil 1.","Botafogo","RCB, LCB","34","800000","2026-12-31","32","2962","3","2.27","0","0.04","Angola","right","184","6.99","4.31","69.72","3.04","57","0.49","5.44","0.09","0.07","0.09","15","0.46","26.67","20","0.09","33.33","0.3","60","1.7","30.36","0.52","0.7","0.03","48.68","92.45","19.05","86.12","3.68","57.02","0","0","0","4.71","83.87","0.46","33.33","0.12","7.51","72.47","","","0","0","","",""
"Martinelli","Brazil 1.","Fluminense","RDMF, LDMF, RCMF","24","0","2027-12-31","34","2927","1","1.74","1","0.54","Brazil","right","177","7.59","5.87","59.16","2","43.08","0.49","5.5","0.03","0.05","0","10","0.31","30","10","0.43","42.86","1.51","55.1","5.93","36.27","0.52","0.86","0.09","49.1","90.42","14.11","81.92","3.2","62.5","0.02","0.06","0.03","6.3","82.44","0.61","55","0.22","5.47","70.79","","","0","0","","",""
"Éverton Ribeiro","Brazil 1.","Bahia","RCMF, RW","36","2300000","2026-12-31","37","2916","2","1.15","5","4.17","Brazil","left","174","6.67","5.49","62.92","1.27","41.46","0.03","4.06","0.06","0.04","0","23","0.71","47.83","8.696","1.7","45.45","2.35","48.68","7.72","44","1.02","2.19","0.19","53.92","85.4","19.72","78.56","3.58","69.83","0.13","0.62","0.56","9.14","79.05","4.41","53.85","1.85","9.85","86.83","","","0","0","","",""
"João Lucas","Brazil 1.","Juventude","RB","27","1700000","2028-12-31","30","2895","1","1.64","6","3.69","Brazil","right","181","7.87","7.12","61.14","2.15","36.23","0.19","4.41","0.03","0.05","0","22","0.68","27.27","4.545","4.51","40.69","2.33","54.67","4.88","51.59","0.96","1.99","0.59","35.44","74.12","14.11","67.4","5.01","42.24","0.11","0.06","0.53","4.85","60.9","3.7","46.22","0.19","9.23","67.68","","","0","0","","",""
"Cauly","Brazil 1.","Bahia","CF, AMF","30","6000000","2028-12-31","38","2894","4","3.92","3","3.79","Brazil","right","175","2.49","2.95","53.68","0.84","25.93","0.03","1.24","0.12","0.12","0","43","1.34","27.91","9.302","1.18","31.58","2.77","52.81","7.62","37.96","1.87","1.55","0.5","36.85","84.22","8.93","69.69","1.52","55.1","0.12","0.37","0.53","5.44","76.57","2.3","52.7","1.12","4.45","83.22","","","0","0","","",""
"Alan Empereur","Brazil 1.","Cuiabá","LCB","31","750000","2026-12-31","30","2865","0","1.2","0","0.62","Brazil","left","186","5.97","3.08","70.41","3.2","59.8","0.38","4.17","0","0.04","0","11","0.35","18.18","0","0.38","33.33","0.28","44.44","1.01","43.75","0.44","0.85","0.13","44.7","86.16","21.46","77.31","9.36","58.72","0.02","0.06","0.13","7.66","65.16","1.19","39.47","0.41","9.24","76.19","","","0","0","","",""
"Luiz Fernando","Brazil 1.","Atlético GO","LAMF, LWF, LW","29","0","","31","2861","8","6.94","0","1.2","Brazil","right","178","4.59","3.37","59.81","2.93","27.96","0.13","3.27","0.25","0.22","0.03","60","1.89","40","13.333","1.54","24.49","3.15","52","8.78","41.94","2.86","2.2","0.53","23.22","78.05","5.16","66.46","1.48","59.57","0.04","0.22","0.25","1.95","67.74","2.04","50.77","0.88","3.27","74.04","","","0","0.02","","",""
"Erick","Brazil 1.","Athletico Paranaense","RCMF, RDMF, RB","28","4000000","2029-12-31","34","2856","3","4.07","1","1.46","Brazil","right","176","8.63","6.81","63.43","4.03","41.41","0.28","5.07","0.09","0.13","0.03","41","1.29","26.83","7.317","0.32","40","1.1","48.57","3.37","44.86","1.42","0.95","0.16","33.56","87.98","9.08","74.65","2.87","67.03","0.05","0","0.13","5.89","81.82","0.98","45.16","0.41","5.14","75.46","","","0","0","","",""
"Reinaldo","Brazil 1.","Grêmio","LB","36","500000","2026-12-31","29","2851","3","2.86","1","2.67","Brazil","left","178","8.4","6.5","70.39","1.55","34.69","0.25","4.63","0.03","0.09","0","42","1.33","50","7.143","1.83","36.21","1.8","54.39","4.36","42.75","0.79","1.1","0.16","36.15","77.55","15.15","67.29","4.64","44.22","0.08","0","0.16","6.19","69.39","1.96","43.55","0.47","8.81","67.74","","","0","0","","",""
"Sergio Rochet","Brazil 1.","Internacional","GK","32","3500000","2026-12-31","28","2828","0","0","0","0","Uruguay","right","190","1.69","0.13","75","0.35","100","0","2.35","0","0","0","0","0","0","0","0","0","0.03","100","0.1","100","0","0","0","16.1","83","11.07","78.16","7.48","67.66","0","0","0","1.56","53.06","0.03","0","0","5.79","75.82","0.86","3.25","73.53","0.77","-2.73","-0.087","1.43"
"Lucas Evangelista","Brazil 1.","Red Bull Bragantino","LDMF, LCMF","30","4000000","2026-12-31","32","2820","2","2.19","3","1.08","Brazil","right","181","6.38","4.12","66.67","3.73","36.75","0.35","3.99","0.06","0.07","0","36","1.15","22.22","5.556","0.83","46.15","1.28","62.5","5.39","49.7","0.8","0.96","0.22","30.99","87.23","8.9","79.21","1.95","60.66","0.03","0.03","0.13","4.69","78.91","1.44","68.89","0.45","4.24","83.46","","","0","0","","",""
"Vitão","Brazil 1.","Internacional","LCB, RCB","25","8000000","2029-12-31","30","2811","0","1.64","0","0.04","Brazil","right","185","6.05","3.3","71.84","3.91","58.2","0.22","5.13","0","0.05","0","20","0.64","20","0","0.06","50","0.16","80","0.7","63.64","0.77","1.7","0.1","44.89","91.3","15.59","80.08","4.9","60.78","0","0.13","0","6.44","74.13","0.67","47.62","0.26","6.66","80.77","","","0","0","","",""
"E. Brítez","Brazil 1.","Fortaleza","RCB, RB","33","800000","2027-12-31","30","2799","0","1.13","1","0.75","Argentina","right","178","8.94","5.59","68.39","3.79","61.86","0.48","5.58","0","0.04","0","15","0.48","20","0","0.42","30.77","0.42","76.92","1.9","44.07","0.35","0.42","0.03","29.52","79.08","14.02","69.27","5.37","51.5","0.02","0.06","0.06","4.73","56.46","0.96","36.67","0.29","6.66","69.57","","","0","0","","",""
"A. Marchesín","Brazil 1.","Grêmio","GK","37","800000","2026-12-31","28","2794","0","0","0","0","Argentina","right","188","1.39","0.06","100","0.48","86.67","0","1.65","0","0","0","0","0","0","0","0","0","0","0","0.13","100","0","0","0","16.49","79.49","10.6","69.91","8.6","62.17","0","0","0","1.51","40.43","0.03","0","0","6.41","70.85","1.03","4.28","75.94","1.11","2.36","0.076","1.48"
"Kaique Rocha","Brazil 1.","Athletico Paranaense","RCB","24","3000000","2028-06-30","29","2788","0","1.62","1","0.62","Brazil","right","195","7.33","4.29","63.91","4.1","62.2","0.55","5.78","0","0.05","0","9","0.29","44.44","0","0.23","28.57","0.42","61.54","1.19","48.65","0.48","0.84","0.06","38.71","90.99","15.27","83.93","3.62","59.82","0.02","0","0.16","4.23","80.92","0.65","55","0.32","6.97","74.54","","","0","0","","",""
"Paulo Henrique","Brazil 1.","Vasco da Gama","RB","29","1000000","2027-12-31","35","2785","1","1.41","0","3.11","Brazil","right","175","9.99","8.56","60","1.75","50","0.39","6.31","0.03","0.05","0","21","0.68","23.81","4.762","2.81","36.78","4.27","49.24","8.18","43.87","0.94","2.07","0.52","34.25","76.6","12.25","68.6","4.04","46.4","0.1","0.26","0.45","4.07","68.25","3.13","37.11","0.42","7.37","68.86","","","0","0","","",""
"Luiz Henrique","Brazil 1.","Botafogo","RAMF, RW","25","12000000","2028-12-31","35","2772","7","6.42","3","3.74","Brazil","left","182","6.36","5.26","61.11","2.6","43.75","0.13","4.6","0.19","0.21","0","51","1.66","41.18","13.725","2.56","27.85","6.98","56.74","15.29","40.76","3.15","2.5","0.39","25.39","78.9","4.68","72.92","0.84","57.69","0.12","0.23","0.49","1.59","81.63","2.4","54.05","0.97","3.67","80.53","","","0","0","","",""
"Matheus Alexandre","Brazil 1.","Cuiabá","RB, RWB","26","1500000","2028-12-31","31","2763","1","0.17","0","0.59","Brazil","right","188","9.25","7.43","62.72","2.67","54.88","0.16","5.12","0.03","0.01","0","6","0.2","33.33","16.667","1.56","35.42","1.01","54.84","3.16","34.02","0.52","1.3","0.16","32.51","81.96","13.81","75.71","2.8","39.53","0.02","0","0.13","3.84","79.66","1.37","45.24","0.13","6.61","60.59","","","0","0","","",""
"L. Romero","Brazil 1.","Cruzeiro","DMF, RCMF","31","3200000","2027-12-31","33","2761","0","0.76","1","0.54","Argentina","right","170","8.25","7.24","62.61","1.83","58.93","0.23","3.79","0","0.02","0","19","0.62","21.05","0","0.39","25","0.72","54.55","3.36","39.81","0.29","0.81","0.03","53.56","90.44","15.97","82.86","4.3","65.15","0.02","0.07","0.13","7.5","82.17","1.04","43.75","0.26","7.99","80.41","","","0","0","","",""
"Wesley","Brazil 1.","Internacional","LAMF, LW, RAMF","26","5500000","2026-12-31","33","2757","11","6.43","1","3.03","Brazil","right","175","6.01","6.3","53.89","3.85","39.83","0.07","3.55","0.36","0.21","0.03","74","2.42","43.24","14.865","2.81","37.21","7.83","56.25","16.09","45.64","3.39","2.87","0.59","26.64","77.33","6.66","72.06","1.21","67.57","0.1","0.42","0.36","3.13","71.88","2.68","57.32","1.08","4.08","86.4","","","0","0","","",""
"Matheuzinho","Brazil 1.","Vitória","RW, AMF, CF","28","1500000","2029-12-31","33","2755","5","4.05","6","5.56","Brazil","left","165","4.7","4.61","56.74","1.73","32.08","0.1","2.23","0.16","0.13","0","51","1.67","39.22","9.804","1.34","48.78","3.92","55.83","11.01","42.43","1.5","1.6","0.59","27.51","84.8","7.09","76.5","2.06","63.49","0.18","0.29","0.26","3.82","72.65","1.89","50","0.65","3.14","81.25","","","0","0","","",""
