"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"D. Suárez","Brazil 1.","Botafogo","RB","37","650000","","17","1395","0","0.08","1","0.9","Uruguay","right","173","7.03","8.77","50.74","1.29","55","0.13","3.36","0","0","0","5","0.32","0","0","2.65","41.46","1.35","47.62","2.52","38.46","0.45","0.97","0.19","32.84","75.44","12.13","65.96","5.03","47.44","0.06","0.06","0.32","4.9","60.53","2.97","43.48","0.32","8.19","74.8","","","0","0","","",""
"Gustavo Nunes","Brazil 1.","Grêmio","LW, LAMF","20","0","2030-06-30","20","1382","3","1.83","1","1.15","Brazil","right","173","3.91","4.56","50","1.43","22.73","0","1.71","0.2","0.12","0.07","14","0.91","50","21.429","1.63","24","8.21","46.83","15.96","35.51","2.08","3.71","0.98","31.13","75.1","7.68","61.86","1.5","65.22","0.07","0.26","0.2","2.41","62.16","2.67","60.98","1.3","4.75","78.08","","","0","0","","",""
"Railan","Brazil 1.","Cuiabá","RB, RW","25","150000","2027-12-31","23","1379","0","0.21","2","0.64","Brazil","right","185","9.33","6.59","69.31","3.26","38","0.2","5.18","0","0.01","0","10","0.65","30","0","2.94","31.11","3.39","55.77","8.35","44.53","0.65","2.09","0.59","33.61","76.7","12.6","67.36","3.59","54.55","0.04","0.13","0.13","4.57","74.29","2.48","34.21","0.39","7.9","63.64","","","0","0","","",""
"Renato Kayzer","Brazil 1.","Fortaleza","CF","29","1000000","2027-03-31","29","1379","6","6.44","1","0.8","Brazil","right","178","4.18","4.5","46.38","6.79","25","0.07","2.47","0.33","0.42","0","34","2.22","35.29","17.647","0.2","0","1.63","44","6.72","38.83","3.26","0.78","0.33","14.1","71.76","3.92","65","0.72","63.64","0.05","0","0.26","1.57","58.33","0.72","63.64","0.59","1.63","60","","","0","0","","",""
"Ferreira","Brazil 1.","São Paulo","LAMF","28","5000000","2027-12-31","26","1375","4","2.49","1","2.83","Brazil","right","176","4.84","4.58","64.29","1.05","18.75","0.07","2.91","0.26","0.16","0.07","29","1.9","37.93","13.793","2.81","27.91","8.18","60.8","17.61","50.56","3.34","5.63","1.18","35.21","83.46","6.15","73.4","1.05","50","0.19","0.13","0.59","1.9","89.66","3.47","49.06","1.51","5.04","81.82","","","0","0","","",""
"Bruno Pacheco","Brazil 1.","Fortaleza","LB","34","450000","2026-12-31","20","1370","1","0.25","1","0.5","Brazil","left","174","7.69","5.52","67.86","4.4","55.22","0.07","4.5","0.07","0.02","0","6","0.39","33.33","16.667","0.92","35.71","1.97","63.33","4.73","51.39","0.72","1.97","0.59","27.99","77.93","11.89","66.85","4.01","47.54","0.03","0.13","0.13","4.8","67.12","1.38","38.1","0.13","6.44","77.55","","","0","0","","",""
"T. Almada","Brazil 1.","Botafogo","LAMF, AMF, LW","24","27000000","2030-06-30","17","1369","1","3.16","2","1.67","Argentina","right","171","3.35","3.02","50","0.79","25","0.07","2.91","0.07","0.21","0","37","2.43","29.73","2.703","1.51","43.48","3.62","65.45","9.86","45.33","1.97","4.27","0.59","53.84","88.89","13.54","81.07","2.89","75","0.11","0.53","0.46","6.38","84.54","4.67","71.83","2.7","7.76","88.98","","","0","0","","",""
"Pedro Augusto","Brazil 1.","Fortaleza","DMF, LCMF, LDMF","28","1500000","","27","1365","0","0.24","0","0.11","Brazil","right","181","11.6","8.44","65.63","2.97","57.78","0.73","6.38","0","0.02","0","5","0.33","60","0","0.07","100","0.66","50","3.82","48.28","0.2","0.4","0.07","32.11","84.19","11.47","73.56","3.16","52.08","0.01","0","0.07","4.48","79.41","0.26","50","0.07","5.08","62.34","","","0","0","","",""
"Matheus Henrique","Brazil 1.","Cruzeiro","RCMF, LCMF, RDMF","28","8500000","2029-06-30","17","1363","2","1.13","0","0.37","Brazil","right","173","5.28","4.03","59.02","1.52","47.83","0.33","3.88","0.13","0.07","0.07","18","1.19","33.33","11.111","1.39","28.57","2.11","59.38","7.4","44.64","1.58","2.05","0.46","36.12","84.83","9.64","80.14","2.18","54.55","0.02","0.2","0.07","4.75","76.39","1.85","42.86","0.59","4.89","78.38","","","0","0","","",""
"Lucas Sasha","Brazil 1.","Fortaleza","RDMF, RCMF, LDMF","35","400000","2026-12-31","21","1360","0","0.94","0","0.36","Brazil","right","177","13.43","12.18","67.93","2.32","51.43","0.6","5.14","0","0.06","0","6","0.4","50","0","0.33","20","0.79","66.67","3.24","46.94","0.79","0.46","0","27.4","85.99","8.6","77.69","2.45","62.16","0.02","0","0.33","3.97","81.67","0.26","25","0.33","3.51","77.36","","","0","0","","",""
"Gabriel Mercado","Brazil 1.","Internacional","LCB, RCB","38","250000","","17","1359","1","0.43","0","0.5","Argentina","right","181","5.3","3.58","68.52","4.64","47.14","0.2","4.1","0.07","0.03","0","4","0.26","25","25","0.07","0","0.26","50","0.53","50","0.26","0.6","0","46.03","92.09","16.09","83.13","4.7","60.56","0.03","0","0.13","4.11","70.97","0.33","40","0.2","5.63","72.94","","","0","0","","",""
"Léo Linck","Brazil 1.","Athletico Paranaense","GK","24","1000000","2028-12-31","14","1357","0","0","0","0","Brazil","right","195","1.06","0.13","0","0.2","100","0","1.45","0","0","0","0","0","0","0","0","0","0.07","100","0.13","100","0","0","0.07","16.05","85.12","9.55","77.08","6.5","65.31","0","0","0","1.92","55.17","0","0","0","5.17","79.49","1.39","4.31","67.69","1.37","-0.31","-0.021","1.26"
"Adson","Brazil 1.","Vasco da Gama","RAMF, RW, LAMF","25","4500000","2027-12-31","20","1356","2","1.98","1","2.13","Brazil","left","171","5.31","4.38","59.09","1.66","32","0.07","3.13","0.13","0.13","0","24","1.59","41.67","8.333","1.73","38.46","3.38","47.06","8.63","42.31","2.19","3.12","1","40.09","86.75","9.56","77.78","1.86","64.29","0.14","0.2","0.53","3.92","77.97","2.19","72.73","1.39","4.58","75.36","","","0","0","","",""
"Gustavo Silva","Brazil 1.","Vitória","RAMF, RW, RWF","28","1500000","2027-06-30","23","1354","2","3.33","2","2.55","Brazil","right","168","4.05","3.66","61.82","1.4","28.57","0.2","1.81","0.07","0.22","0","16","1.06","18.75","12.5","2.66","32.5","3.46","57.69","9.57","38.19","1.79","2.19","0.47","19.01","75.52","4.52","67.65","0.66","30","0.17","0.07","0.47","1.6","66.67","2.26","50","0.47","3.52","66.04","","","0","0","","",""
"Ewerthon","Brazil 1.","Juventude","RB, LB, RAMF","25","750000","2026-12-31","24","1352","1","1.48","2","1.38","Brazil","right","171","7.79","5.06","64.47","3.73","44.64","0.2","4.62","0.07","0.1","0.07","17","1.13","41.18","5.882","1.4","38.1","1","80","4.53","29.41","1.07","0.93","0.27","31.15","79.49","12.12","74.18","3.73","57.14","0.09","0.07","0.13","3.06","54.35","1.53","34.78","0.47","5.59","61.9","","","0","0","","",""
"Caio Paulista","Brazil 1.","Palmeiras","LB","27","3500000","2028-12-31","24","1351","0","0.81","1","0.49","Brazil","left","184","7.33","6.66","57","1.73","38.46","0","5.56","0","0.05","0","14","0.93","28.57","0","3.2","33.33","2.73","43.9","7.46","39.29","1.47","3.26","0.33","43.7","82.93","14.79","78.38","2.4","41.67","0.03","0.07","0.27","4.93","77.03","3.33","46","0.67","7.46","68.75","","","0","0","","",""
"D. Payet","Brazil 1.","Vasco da Gama","AMF, CF","38","1500000","","23","1348","3","1.86","3","3.04","Réunion","right","175","2.27","2.07","58.06","1.07","50","0","1.09","0.13","0.12","0","14","0.93","35.71","21.429","2.47","21.62","2.2","24.24","7.68","33.91","1.07","1.6","0.4","48.34","83.56","13.42","76.12","3.2","72.92","0.2","0.53","0.33","7.14","75.7","3.74","44.64","1.07","7.61","81.58","","","0","0","","",""
"A. Canobbio","Brazil 1.","Athletico Paranaense","LAMF, LW, CF","27","5000000","2028-12-31","20","1346","4","3.18","1","1.67","Uruguay","right","175","7.09","7.02","60.95","1.54","26.09","0.07","3.56","0.27","0.21","0","32","2.14","43.75","12.5","2.34","28.57","4.48","58.21","10.16","42.11","3.41","2.07","0.33","27.41","79.51","6.15","73.91","1.14","35.29","0.11","0.27","0.47","2.34","65.71","2.94","54.55","1.47","3.81","80.7","","","0","0","","",""
"Max","Brazil 1.","Cuiabá","AMF, LCMF, RCMF","24","500000","2028-12-31","23","1340","1","0.88","0","1.51","Brazil","left","175","7.86","5.1","65.79","2.08","35.48","0.07","4.54","0.07","0.06","0","25","1.68","20","4","1.41","47.62","1.88","57.14","5.57","44.58","0.81","1.07","0.34","32.78","79.92","11.01","69.51","2.89","58.14","0.1","0.13","0.2","5.17","77.92","2.01","63.33","0.47","6.58","74.49","","","0","0","","",""
"Deyverson","Brazil 1.","Atlético Mineiro","CF","34","800000","2026-12-31","21","1331","3","3.97","1","0.03","Brazil","left","189","2.57","1.76","50","7.51","46.85","0.14","2.21","0.2","0.27","0","17","1.15","52.94","17.647","0.34","40","0.88","46.15","6.49","30.21","2.37","0.41","0.07","14.88","69.55","2.57","52.63","1.35","55","0","0.07","0.07","1.56","60.87","0.54","50","0.2","1.96","51.72","","","0","0","","",""
"Moisés","Brazil 1.","Fortaleza","LAMF, CF, LW","29","1500000","2027-12-31","26","1328","7","5.29","2","1.47","Brazil","right","177","3.25","2.71","57.5","3.25","45.83","0","1.78","0.47","0.36","0","32","2.17","40.63","21.875","0.75","36.36","4.74","45.71","10.37","35.95","3.52","3.25","0.61","17.62","72.31","2.98","65.91","1.15","70.59","0.1","0.27","0.47","2.51","78.38","0.81","66.67","0.81","3.12","71.74","","","0","0","","",""
"Mandaca","Brazil 1.","Juventude","AMF, CF","24","800000","2026-12-31","30","1323","4","4.64","1","1.04","Brazil","right","178","5.03","4.63","60.29","3.88","42.11","0.14","3.07","0.27","0.32","0.07","31","2.11","45.16","12.903","1.02","40","3.06","53.33","9.18","43.7","3.06","1.84","0.34","19.66","80.28","6.05","77.53","0.75","54.55","0.07","0.27","0.48","2.72","72.5","1.09","50","0.75","2.99","68.18","","","0","0","","",""
"Rubens","Brazil 1.","Atlético Mineiro","LWB, LB","24","0","2030-06-30","19","1322","1","1.15","1","1.5","Brazil","left","178","11.16","8.1","71.43","3.2","51.06","0.07","6.19","0.07","0.08","0","14","0.95","21.43","7.143","3.2","31.91","1.84","70.37","4.56","52.24","2.25","1.16","0","34.65","74.46","9.6","57.45","4.43","43.08","0.1","0","0.41","4.02","52.54","2.38","37.14","0.27","6.81","62","","","0","0","","",""
"Kaiki","Brazil 1.","Cruzeiro","LB","22","0","2027-12-31","18","1319","1","0.29","0","0.91","Brazil","left","172","10.85","9.42","71.74","3.62","39.62","0.07","5.47","0.07","0.02","0","7","0.48","14.29","14.286","2.05","30","3.34","55.1","9.14","42.54","1.09","2.39","0.55","34.18","80.84","10.58","70.32","1.98","31.03","0.06","0","0.27","3.28","75","1.84","44.44","0.48","5.32","53.85","","","0","0","","",""
"Jandrei","Brazil 1.","São Paulo","GK","32","400000","2026-12-31","13","1315","0","0","0","0","Brazil","right","186","0.89","0","0","0.68","100","0","1.21","0","0","0","0","0","0","0","0","0","0","0","0.27","100","0","0","0","27.1","87.88","12.66","78.92","8.42","69.92","0","0","0","2.81","53.66","0.14","0","0","6.3","76.09","1.1","4.17","73.77","1.02","-1.07","-0.073","1.71"
"Ademir","Brazil 1.","Bahia","RWF, CF","30","3000000","2026-12-31","31","1314","3","4.58","3","2.42","Brazil","left","172","6.37","6.99","58.82","2.95","16.28","0","2.92","0.21","0.31","0.07","29","1.99","44.83","10.345","3.97","36.21","6.1","60.67","10.68","51.28","3.84","3.29","0.82","27.12","77.53","4.45","70.77","1.23","66.67","0.17","0.07","0.75","2.12","70.97","2.6","39.47","0.68","3.36","79.59","","","0","0","","",""
"Nathan Mendes","Brazil 1.","Red Bull Bragantino","RB","23","1000000","2028-12-31","16","1311","0","0.26","1","0.72","Brazil","right","182","8.24","6.25","62.64","2.81","53.66","0.27","5.53","0","0.02","0","5","0.34","40","0","1.51","40.91","1.24","61.11","3.3","41.67","1.1","1.51","0.69","37.96","82.1","17.37","74.31","3.91","54.39","0.05","0","0.27","5.63","69.51","1.3","42.11","0.21","8.99","73.28","","","0","0","","",""
"Kaio Jorge","Brazil 1.","Cruzeiro","CF, RWF","23","0","2030-12-31","16","1310","2","6.46","2","0.43","Brazil","right","182","2.2","2.47","36.11","4.33","23.81","0","1.96","0.14","0.44","0","34","2.34","47.06","5.882","0.21","66.67","0.82","75","5.15","37.33","3.02","0.82","0.27","13.05","78.95","2.47","52.78","0.55","75","0.03","0.07","0.14","1.1","62.5","0.69","40","0.34","1.31","52.63","","","0","0","","",""
"Lucas Kal","Brazil 1.","Atlético GO","DMF, RDMF","29","1400000","","17","1302","0","0.41","1","0","Brazil","right","186","8.36","5.46","68.35","2.28","42.42","0.21","6.05","0","0.03","0","7","0.48","0","0","0.62","33.33","0.48","42.86","1.8","46.15","0.28","0.48","0","37.19","83.27","13.34","65.28","4.84","50","0","0.21","0.07","7.26","74.29","1.31","47.37","0.41","7.12","75.73","","","0","0","","",""
"Danilo Barbosa","Brazil 1.","Botafogo","RDMF, RCMF, LCMF","29","2500000","2028-06-30","25","1301","3","1.15","1","0.87","Brazil","right","183","9.2","5.88","63.53","3.46","58","0.62","6.92","0.21","0.08","0.14","10","0.69","40","30","0.14","50","1.31","47.37","5.33","48.05","0.9","0.83","0.21","39.02","86.52","12.66","74.32","2.77","60","0.06","0","0.14","6.09","73.86","0.62","44.44","0.28","5.88","75.29","","","0","0","","",""
"Ronaldo","Brazil 1.","Juventude","LDMF, DMF, LCMF","29","700000","2026-12-31","13","1291","2","0.66","1","0.72","Brazil","right","179","8.92","6.83","64.29","4.11","45.76","0.35","5.85","0.14","0.05","0.07","7","0.49","42.86","28.571","0.28","0","0.77","63.64","2.58","56.76","0.35","0.7","0.07","36.95","87.92","10.39","75.17","5.09","67.12","0.05","0.14","0.14","5.09","73.97","0.98","35.71","0.42","5.09","71.23","","","0","0","","",""
"J. Rodríguez","Brazil 1.","Vasco da Gama","RB","28","2500000","2027-12-31","22","1279","1","0.91","3","2.44","Uruguay","right","183","7.95","5.42","67.53","3.24","63.04","0.28","5.65","0.07","0.06","0","20","1.41","20","5","4.93","40","2.04","65.52","4.64","39.39","1.9","1.62","0.21","36.1","76.02","11.4","66.05","3.52","64","0.17","0.07","0.63","4.93","65.71","3.87","49.09","0.77","7.81","74.77","","","0","0","","",""
"Mateo Ponte","Brazil 1.","Botafogo","RB","22","1500000","2028-06-30","17","1267","3","1.48","0","0.65","Uruguay","right","183","9.23","7.88","71.17","2.42","55.88","0.21","4.52","0.21","0.1","0.07","10","0.71","30","30","2.63","40.54","2.49","54.29","5.11","38.89","1.35","1.21","0.07","32.18","80.13","9.52","70.15","2.06","58.62","0.05","0.07","0.21","3.62","64.71","3.05","58.14","0.85","6.25","79.55","","","0","0","","",""
"Luiz Felipe","Brazil 1.","Atlético GO","LCB, RCB","32","800000","2026-12-31","16","1260","1","1.09","0","0","Brazil","right","187","7.5","4.71","54.55","3.5","73.47","0.64","6.36","0.07","0.08","0.07","7","0.5","28.57","14.286","0.07","0","0.07","100","0.5","57.14","0.64","0.43","0","30.36","84.47","10.64","71.81","4.07","52.63","0","0","0","3.86","68.52","0.21","0","0.07","5.36","64","","","0","0","","",""
"Léo Naldi","Brazil 1.","Vitória","LCMF, DMF","24","400000","2026-12-31","21","1255","0","0.54","0","0.18","Brazil","right","176","9.54","8.39","62.39","2.29","43.75","0.43","4.44","0","0.04","0","13","0.93","23.08","0","0.65","11.11","1.22","64.71","3.87","55.56","0.43","0.93","0.14","27.11","84.13","10.04","76.43","3.23","71.11","0.01","0","0","4.3","81.67","0.57","25","0.07","4.09","64.91","","","0","0","","",""
"Vanderlan","Brazil 1.","Palmeiras","LB, LWB","23","4000000","2030-12-31","25","1248","0","0.15","3","1.82","Brazil","left","184","8.94","7.93","63.64","2.45","47.06","0.07","4.98","0","0.01","0","3","0.22","0","0","3.39","34.04","1.88","50","3.97","34.55","0.94","1.59","0.22","27.19","77.19","9.23","72.66","1.73","45.83","0.13","0","0.5","2.6","69.44","2.52","54.29","0.43","5.48","68.42","","","0","0","","",""
"Gilberto","Brazil 1.","Juventude","CF","36","400000","","24","1246","3","3.68","0","0.57","Brazil","right","178","3.54","3.32","45.65","6.21","31.4","0.07","2.33","0.22","0.27","0","29","2.09","41.38","10.345","1.01","7.14","1.01","57.14","4.62","37.5","3.47","1.16","0.14","13.15","67.03","2.24","48.39","0.58","62.5","0.04","0","0.22","1.52","66.67","0.65","33.33","0.29","1.08","60","","","0","0","","",""
"Eric Ramires","Brazil 1.","Red Bull Bragantino","RCMF, RDMF","25","4000000","2026-12-31","22","1244","2","2.6","0","0.12","Brazil","right","174","7.52","7.6","64.76","1.37","15.79","0.22","3.67","0.14","0.19","0","21","1.52","28.57","9.524","0.8","27.27","1.59","54.55","5.64","34.62","1.66","0.51","0","33.06","87.31","8.18","73.45","1.45","45","0.01","0.07","0.07","4.85","76.12","0.94","38.46","0.14","3.69","70.59","","","0","0","","",""
"P. Galdames","Brazil 1.","Vasco da Gama","RCMF, RDMF","29","1500000","2026-12-31","18","1241","0","0.69","1","0.62","Chile","right","176","8.41","8.92","47.97","1.02","21.43","0.44","4.57","0","0.05","0","10","0.73","50","0","0.65","22.22","0.94","23.08","2.76","26.32","0.58","0.51","0.15","37.49","84.14","14.21","71.94","5.29","71.23","0.05","0.07","0.15","6.82","74.47","1.16","37.5","0.73","7.47","75.73","","","0","0","","",""
"Marcelinho","Brazil 1.","Juventude","LAMF, RW, RAMF","23","0","","26","1237","2","1.88","2","1.06","Brazil","right","164","5.02","4.73","56.92","1.75","33.33","0","2.97","0.15","0.14","0","31","2.26","35.48","6.452","1.16","50","4.22","53.45","9.97","44.53","1.6","1.24","0.51","18.77","76.74","5.38","63.51","1.89","65.38","0.08","0.22","0.22","2.4","69.7","1.67","43.48","0.51","3.13","67.44","","","0","0","","",""
"Antônio Carlos","Brazil 1.","Fluminense","RCB, LCB","32","1800000","2026-12-31","13","1229","0","0.42","0","0","Brazil","right","191","7.4","3.73","58.82","5.35","58.9","0.59","7.11","0","0.03","0","4","0.29","0","0","0.44","66.67","0.22","100","0.88","83.33","0.29","0.44","0","52.21","89.48","19.33","80.3","6.52","60.67","0","0","0","4.32","76.27","0.51","71.43","0","8.13","70.27","","","0","0","","",""
"Gabriel Menino","Brazil 1.","Palmeiras","LDMF, LAMF, RCMF","25","9000000","","27","1228","1","1.81","0","1.98","Brazil","right","180","9.23","7.18","59.18","2.13","51.72","0.44","6.39","0.07","0.13","0","26","1.91","26.92","3.846","2.64","27.78","2.71","45.95","7.4","43.56","1.54","1.39","0.22","40.6","83.03","10.33","83.69","4.91","62.69","0.14","0.07","0.81","6.52","80.9","2.93","42.5","0.81","6.96","82.11","","","0","0","","",""
"Matheus Mendes","Brazil 1.","Atlético Mineiro","GK","26","300000","2028-06-30","13","1225","0","0","0","0","Brazil","right","191","1.84","0","0","0.29","100","0","2.74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.46","91.07","7.86","81.31","4.11","64.29","0","0","0","0.73","40","0","0","0","2.42","66.67","1.62","4.85","66.67","1.63","0.25","0.018","1.1"
"E. Rodríguez","Brazil 1.","Atlético GO","CF","22","0","2026-12-31","21","1219","0","2.72","0","0.53","Uruguay","left","190","3.69","3.47","53.19","8.86","35","0.22","2.44","0","0.2","0","24","1.77","37.5","0","0.59","25","3.4","45.65","9.01","31.15","3.1","0.52","0.22","14.84","70.15","3.25","63.64","0.3","25","0.04","0.07","0.22","1.85","64","0.96","46.15","0.74","1.62","63.64","","","0","0","","",""
"Helinho","Brazil 1.","Red Bull Bragantino","RW, RAMF, RWF","25","7000000","2028-12-31","17","1218","7","2.01","2","1.53","Brazil","left","175","5.32","3.77","49.02","2.36","25","0","4.93","0.52","0.15","0.07","36","2.66","38.89","19.444","2.59","17.14","6.06","54.88","12.49","37.87","1.55","2.44","0.37","37.09","75.1","9.01","57.38","3.03","56.1","0.11","0.59","0.22","4.21","59.65","3.69","44","1.48","5.69","71.43","","","0","0","","",""
"Wellington Rato","Brazil 1.","São Paulo","RAMF, RW","33","1200000","2027-12-31","25","1217","1","2.66","5","2.87","Brazil","left","172","3.48","4.14","39.29","0.96","46.15","0.15","2.65","0.07","0.2","0","21","1.55","28.57","4.762","3.11","33.33","2.74","43.24","6.58","38.2","2.14","1.33","0.22","34.76","81.7","7.69","73.08","5.03","67.65","0.21","0.22","0.67","4.22","71.93","3.7","42","0.96","6.73","83.52","","","0","0","","",""
"André","Brazil 1.","Fluminense","LDMF, RDMF, RCMF","24","25000000","2029-06-30","12","1208","0","0.02","0","0.04","Brazil","right","176","8.2","5.36","62.5","1.04","42.86","0.52","6.38","0","0","0","3","0.22","0","0","0","0","1.42","68.42","6.71","55.56","0","0.6","0","52.67","94.48","13.19","90.4","2.01","74.07","0","0","0","6.33","89.41","0.07","0","0","4.32","74.14","","","0","0","","",""
"Cristian Pavón","Brazil 1.","Grêmio","RW, RAMF","29","4500000","2026-12-31","21","1194","1","2.43","3","2.53","Argentina","right","174","7.09","4.6","63.93","3.69","30.61","0.08","3.73","0.08","0.18","0","27","2.04","40.74","3.704","4.6","24.59","5.05","49.25","9.95","32.58","3.32","1.51","0.38","33.77","73.88","9.2","68.03","3.02","47.5","0.19","0.38","0.68","3.32","63.64","3.92","46.15","1.13","5.43","77.78","","","0","0","","",""
"Manoel","Brazil 1.","Fluminense","RCB, LCB","35","300000","","14","1190","0","0.11","0","0","Brazil","right","181","7.79","4.54","68.33","3.18","38.1","0.61","6.69","0","0.01","0","1","0.08","100","0","0","0","0.08","100","1.13","40","0.15","0.08","0","38.65","89.04","15.28","81.19","4.54","60","0","0","0","3.03","75","0","0","0","5.14","52.94","","","0","0","","",""
"Agustín Rogel","Brazil 1.","Internacional","RCB","28","600000","2026-06-30","15","1186","0","1.86","0","0","Uruguay","right","191","8.12","5.69","70.67","4.86","67.19","0.38","5.52","0","0.14","0","8","0.61","37.5","0","0.08","0","0.08","100","0.53","71.43","0.76","0.23","0","37.49","91.09","12.45","79.27","3.64","43.75","0","0","0.08","3.41","66.67","0.38","40","0.15","4.33","63.16","","","0","0","","",""
"Mayke","Brazil 1.","Palmeiras","RB","33","3000000","2027-12-31","22","1185","1","1.12","0","0.91","Brazil","right","179","10.25","8.43","62.16","3.04","52.5","0.08","7.71","0.08","0.08","0","5","0.38","20","20","2.73","36.11","0.99","53.85","3.87","45.1","1.29","1.22","0.08","46.48","84.48","18.84","84.27","3.34","54.55","0.07","0.15","0.23","6.08","80","2.66","48.57","0.61","8.58","82.3","","","0","0","","",""
"Higor Meritão","Brazil 1.","Criciúma","DMF, LCMF, LDMF","31","1300000","","17","1179","2","1.48","0","0.16","Brazil","left","186","8.7","7.02","43.48","1.22","18.75","0.38","6.07","0.15","0.11","0.08","14","1.07","28.57","14.286","0.08","100","0.53","57.14","4.43","39.66","0.46","0.69","0.08","38.93","90.78","12.6","85.45","1.3","76.47","0.01","0","0","4.5","83.05","0.46","50","0.15","5.8","75","","","0","0","","",""
"Bruno Tabata","Brazil 1.","Internacional","RAMF, RW, AMF","28","2800000","2027-12-31","17","1177","2","3.39","3","2.64","Brazil","left","176","4.82","3.67","64.58","2.45","34.38","0.15","3.5","0.15","0.26","0","28","2.14","46.43","7.143","3.9","45.1","5.12","56.72","13.46","38.07","2.6","2.91","0.31","36.24","78.9","10.78","73.76","2.22","55.17","0.2","0.61","0.92","4.28","82.14","4.74","53.23","1.45","6.04","84.81","","","0","0","","",""
"Renê","Brazil 1.","Internacional","LB","33","900000","2026-12-31","15","1175","0","1.63","0","0.61","Brazil","left","174","9.8","6.82","75.28","3.6","76.6","0.46","5.49","0","0.12","0","11","0.84","27.27","0","1.76","52.17","0.84","54.55","3.06","52.5","0.84","3.06","0.69","50.17","81.68","20.6","71.38","7.81","52.94","0.05","0.54","0.15","9.65","73.81","3.14","53.66","0.77","10.72","77.14","","","0","0","","",""
"D. Bobadilla","Brazil 1.","São Paulo","RDMF, RCMF","24","2500000","2027-12-31","18","1173","1","0.83","0","0.67","Paraguay","right","181","7.44","7.75","59.41","0.46","33.33","0.08","3.83","0.08","0.06","0","15","1.15","13.33","6.667","0.61","50","0.69","55.56","1.69","40.91","0.69","0.69","0","46.34","91.56","13.58","87.01","2.99","76.92","0.05","0.23","0.38","7.83","89.22","1.46","68.42","0.69","7.52","84.69","","","0","0","","",""
"Guillermo Varela","Brazil 1.","Flamengo","RB","32","1700000","2027-12-31","18","1169","1","0.4","0","0.6","Uruguay","right","174","6.54","5.16","62.69","1.85","58.33","0.23","4.69","0.08","0.03","0","6","0.46","66.67","16.667","2.39","29.03","1.31","70.59","3.31","62.79","0.85","1.23","0.08","39.5","87.33","11.86","80.52","2.77","50","0.05","0","0.23","3.23","76.19","2.23","37.93","0.23","5","78.46","","","0","0","","",""
"Jean Carlos","Brazil 1.","Juventude","AMF, CF, LW","33","750000","2026-12-31","22","1167","4","1.62","2","2.25","Brazil","left","178","3.08","2.78","47.22","1.16","40","0.08","2.37","0.31","0.12","0","27","2.08","33.33","14.815","2.85","35.14","1.7","77.27","4.7","55.74","0.77","1.47","0.39","26.3","72.14","9.41","58.2","4.32","57.14","0.17","0.23","0.31","4.7","62.3","3.39","45.45","0.93","5.32","76.81","","","0","0","","",""
"Lucas Fernandes","Brazil 1.","Cuiabá","AMF, LCMF","28","2000000","","21","1164","1","1.07","0","1.2","Brazil","right","175","4.41","4.18","62.96","1.39","27.78","0","2.2","0.08","0.08","0","18","1.39","50","5.556","0.85","72.73","1.24","62.5","6.49","29.76","1.08","1.16","0.15","34.1","90.25","7.65","81.82","1.86","70.83","0.09","0.08","0.15","3.63","80.85","1.86","70.83","0.62","3.32","83.72","","","0","0","","",""
"Marquinhos Gabriel","Brazil 1.","Criciúma","RW, AMF, CF","35","400000","","25","1162","0","1.19","0","1.92","Brazil","left","174","5.42","4.34","58.93","1.7","22.73","0.08","3.22","0","0.09","0","16","1.24","25","0","1.86","45.83","2.56","51.52","10.92","34.04","1.39","1.78","0.23","33.77","82.57","8.67","64.29","2.25","58.62","0.15","0.46","0.46","4.49","68.97","2.71","48.57","0.7","5.27","75","","","0","0","","",""
"Júnior Alonso","Brazil 1.","Atlético Mineiro","LCB","32","8000000","2026-12-31","12","1156","1","0.31","0","0.06","Paraguay","left","185","6.85","5.06","66.15","5.37","59.42","0.31","5.14","0.08","0.02","0","5","0.39","40","20","0.39","20","0.16","50","1.01","23.08","0.47","1.48","0","57.22","89.39","18.53","78.57","7.32","58.51","0","0","0","5.45","67.14","0.78","30","0.08","8.41","75.93","","","0","0","","",""
