Player,League,Season,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport countries,Foot,Height,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Shots blocked per 90,PAdj Interceptions,Non-penalty goals per 90,xG per 90,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Long passes per 90,"Accurate long passes, %",xA per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals per 90,Shots against per 90,"Save rate, %",xG against per 90,Prevented goals,Prevented goals per 90,Exits per 90,Wyscout ID
Cristian Pavón,Brazil 1.,2026,Grêmio,RB,30,4500000,2026-12-31,19,1684,1,0.64,3,3.88,Argentina,"Argentina, Italy",right,174,no,7.05,4.81,63.33,1.66,41.94,0.0,5.09,0.05,0.03,0.0,14,0.75,35.71,7.143,4.92,35.87,3.26,62.3,6.2,49.14,1.12,2.51,0.32,43.66,80.29,12.67,71.31,3.85,68.06,0.21,0.16,0.75,4.7,77.27,4.01,40.0,0.59,8.93,71.86,,,0.0,0.0,,,,319468
Vitinho,Brazil 1.,2026,Botafogo,RB,27,5000000,2029-12-31,19,1680,0,0.71,1,1.42,Brazil,Brazil,right,175,no,8.79,6.7,56.8,1.5,42.86,0.96,6.41,0.0,0.04,0.0,7,0.38,0.0,0.0,2.68,32.0,1.39,57.69,2.89,53.7,0.59,1.23,0.11,30.43,73.94,11.68,63.76,3.38,47.62,0.08,0.0,0.43,3.0,64.29,2.68,38.0,0.32,6.32,65.25,,,0.0,0.0,,,,-80420
Thiago Mendes,Brazil 1.,2026,Vasco da Gama,"LCMF, LDMF",34,4000000,2027-12-31,18,1670,3,1.07,0,0.78,Brazil,Brazil,right,177,no,4.31,2.91,57.41,1.89,34.29,0.16,3.76,0.16,0.06,0.05,14,0.75,50.0,21.429,0.59,45.45,0.7,61.54,6.04,53.57,1.02,1.67,0.32,53.03,91.36,17.73,82.98,2.8,73.08,0.04,0.0,0.27,10.13,85.64,1.29,62.5,0.75,6.36,85.59,,,0.0,0.0,,,,167149
Gerson,Brazil 1.,2026,Cruzeiro,"LDMF, RDMF",29,0,2030-12-31,19,1668,0,0.92,2,1.36,Brazil,Brazil,left,184,no,4.96,4.64,53.49,1.46,62.96,0.32,3.5,0.0,0.05,0.0,15,0.81,46.67,0.0,0.86,31.25,1.62,63.33,8.58,52.83,1.62,2.16,0.16,50.56,89.86,17.27,83.13,3.94,61.64,0.07,0.11,0.27,9.01,85.03,1.89,42.86,0.59,6.37,84.75,,,0.0,0.0,,,,363931
Luciano Juba,Brazil 1.,2026,Bahia,LB,26,0,2029-12-31,18,1666,7,3.09,1,1.76,Brazil,Brazil,left,176,no,6.75,4.48,61.45,1.67,41.94,0.11,6.0,0.27,0.17,0.0,20,1.08,60.0,35.0,1.73,46.88,1.08,70.0,2.43,48.89,0.7,1.19,0.11,40.62,83.78,11.24,66.83,3.89,52.78,0.09,0.22,0.22,4.38,61.73,2.0,64.86,0.59,6.1,62.83,,,0.0,0.0,,,,-85844
Alex Telles,Brazil 1.,2026,Botafogo,"LB, LWB",33,6000000,2028-12-31,19,1660,3,1.82,3,2.08,Brazil,"Brazil, Italy",left,181,no,5.31,4.66,45.35,1.52,42.86,0.22,4.31,0.05,0.1,0.0,11,0.6,27.27,27.273,2.22,36.59,0.54,80.0,2.06,47.37,0.38,1.14,0.05,27.98,82.17,9.65,71.91,3.52,56.92,0.11,0.0,0.05,3.2,66.1,2.01,35.14,0.27,5.37,74.75,,,0.0,0.0,,,,115167
Matheus Bidu,Brazil 1.,2026,Corinthians,LB,27,2000000,2027-12-31,17,1654,2,1.05,1,1.33,Brazil,Brazil,left,172,no,7.89,5.66,65.38,1.47,55.56,0.11,5.98,0.11,0.06,0.0,12,0.65,25.0,16.667,2.39,27.27,1.52,64.29,6.42,53.39,1.58,1.8,0.22,38.85,80.81,12.35,72.69,3.86,59.15,0.07,0.0,0.38,3.86,69.01,2.01,35.14,0.49,7.78,69.23,,,0.0,0.0,,,,-50708
Raniele,Brazil 1.,2026,Corinthians,"LDMF, LCMF, RDMF",29,3500000,2028-12-31,19,1647,1,1.45,0,0.3,Brazil,Brazil,right,184,no,9.23,6.28,61.74,3.01,50.91,0.38,7.28,0.05,0.08,0.05,13,0.71,15.38,7.692,0.38,28.57,1.04,63.16,3.83,57.14,1.26,0.33,0.05,31.09,82.78,11.8,75.0,2.02,54.05,0.02,0.0,0.05,3.61,78.79,0.6,27.27,0.16,4.81,68.18,,,0.0,0.0,,,,444159
Caíque,Brazil 1.,2026,Vitória,"DMF, RCB",30,500000,2027-12-31,19,1640,0,0.01,0,0.06,Brazil,Brazil,right,178,no,7.79,5.65,66.99,1.87,47.06,0.44,5.52,0.0,0.0,0.0,2,0.11,50.0,0.0,0.05,100.0,0.38,42.86,2.91,50.94,0.0,0.38,0.0,35.07,88.26,11.41,75.0,1.65,46.67,0.0,0.0,0.0,4.83,70.45,0.16,33.33,0.0,4.61,60.71,,,0.0,0.0,,,,395234
E. Pulga,Brazil 1.,2026,Bahia,"LWF, CF",25,0,2029-12-31,21,1639,0,1.62,1,0.89,Brazil,Brazil,right,169,no,4.72,5.33,50.52,1.76,12.5,0.0,2.48,0.0,0.09,0.0,18,0.99,44.44,0.0,2.91,24.53,3.73,66.18,9.72,52.54,3.18,3.02,0.66,20.48,75.07,3.95,73.61,0.88,62.5,0.05,0.05,0.16,1.32,79.17,2.42,47.73,1.04,2.86,75.0,,,0.0,0.0,,,,-164513
Arthur Cabral,Brazil 1.,2026,Botafogo,CF,28,14000000,2028-12-31,18,1627,7,5.2,1,1.14,Brazil,Brazil,right,186,no,2.6,1.99,47.22,5.53,37.0,0.17,2.33,0.39,0.29,0.0,40,2.21,50.0,17.5,0.17,33.33,1.11,45.0,5.59,36.63,3.1,0.77,0.0,12.67,77.29,3.65,62.12,0.72,61.54,0.06,0.06,0.44,1.38,60.0,0.55,80.0,0.77,1.38,76.0,,,0.0,0.0,,,,409255
Pedro Rangel,Brazil 1.,2026,Coritiba,GK,26,600000,2028-12-31,16,1623,0,0.0,0,0.0,Brazil,Brazil,right,192,no,1.0,0.17,100.0,0.61,81.82,0.0,0.93,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.0,0.0,0.0,19.52,72.16,11.59,57.42,8.65,41.67,0.0,0.0,0.0,3.99,40.28,0.55,0.0,0.0,5.55,60.0,1.16,4.38,73.42,1.0,-2.92,-0.162,1.66,-69983
Marcelinho,Brazil 1.,2026,Remo,RB,28,0,,18,1620,2,1.12,0,1.21,Brazil,Brazil,right,169,no,6.28,3.56,60.94,3.33,38.33,0.11,4.91,0.11,0.06,0.06,19,1.06,36.84,10.526,3.11,28.57,1.56,53.57,5.0,47.78,0.83,2.06,0.33,28.44,73.05,10.5,65.61,2.72,46.94,0.07,0.0,0.33,3.5,61.9,3.28,38.98,0.44,6.17,69.37,,,0.0,0.0,,,,57637
Alix,Brazil 1.,2026,Red Bull Bragantino,RCB,26,1000000,2028-12-31,18,1620,0,0.8,0,0.06,Brazil,Brazil,right,195,no,8.94,5.0,52.22,3.28,64.41,0.5,9.47,0.0,0.04,0.0,7,0.39,28.57,0.0,0.11,100.0,0.78,78.57,1.72,48.39,0.67,0.17,0.06,37.56,83.73,15.28,70.91,6.11,51.82,0.0,0.0,0.11,6.22,64.29,0.61,54.55,0.28,7.5,71.85,,,0.0,0.0,,,,-237448
Léo Ortiz,Brazil 1.,2026,Flamengo,RCB,30,0,2028-12-31,18,1618,1,0.36,1,0.0,Brazil,Brazil,right,185,no,5.9,2.78,66.0,3.0,68.52,0.67,5.5,0.06,0.02,0.06,4,0.22,25.0,25.0,0.33,66.67,0.17,33.33,0.67,66.67,0.44,1.39,0.0,58.24,91.21,20.75,81.23,6.4,66.96,0.0,0.06,0.0,8.57,83.12,0.89,75.0,0.44,10.35,75.81,,,0.0,0.0,,,,472675
A. Gómez,Brazil 1.,2026,Vasco da Gama,"LW, LAMF",23,0,2031-01-31,18,1616,4,3.88,2,4.89,Colombia,Colombia,right,171,no,5.96,5.85,50.48,1.39,16.0,0.17,4.55,0.22,0.22,0.0,60,3.34,26.67,6.667,5.4,24.74,8.74,56.69,16.37,41.16,5.07,3.95,0.67,24.62,70.81,5.51,67.68,0.95,52.94,0.27,0.06,1.06,0.95,76.47,5.18,47.31,1.45,3.51,85.71,,,0.0,0.0,,,,-307078
Kaiki,Brazil 1.,2026,Cruzeiro,LB,23,0,2027-12-31,16,1615,0,0.86,2,2.15,Brazil,Brazil,left,172,yes,8.92,7.75,66.91,2.84,45.1,0.11,5.32,0.0,0.05,0.0,15,0.84,26.67,0.0,2.12,31.58,2.17,56.41,5.29,45.26,1.67,1.62,0.17,30.15,78.37,11.81,69.34,3.18,45.61,0.12,0.06,0.67,4.4,59.49,2.28,48.78,0.78,5.91,66.98,,,0.0,0.0,,,,-176182
Jacy,Brazil 1.,2026,Coritiba,"LCB, RCB",29,100000,2028-12-31,19,1613,1,0.78,0,0.26,Brazil,Brazil,right,192,no,10.27,5.19,61.29,4.52,59.26,1.17,8.18,0.06,0.04,0.06,9,0.5,11.11,11.111,0.0,0.0,0.17,66.67,1.17,47.62,0.78,0.67,0.11,28.4,83.89,12.5,71.43,3.29,45.76,0.01,0.06,0.06,2.4,60.47,0.17,66.67,0.17,4.74,58.82,,,0.0,0.0,,,,473110
J. Aguirre,Brazil 1.,2026,Athletico Paranaense,CB,29,850000,2027-12-31,18,1611,1,0.93,0,0.0,Colombia,Colombia,right,185,no,8.38,4.8,58.14,3.91,65.71,0.73,6.53,0.06,0.05,0.06,8,0.45,50.0,12.5,0.06,0.0,0.11,0.0,0.5,33.33,0.67,0.11,0.0,33.63,93.69,8.94,80.63,2.07,67.57,0.0,0.0,0.0,2.57,82.61,0.11,0.0,0.0,3.8,69.12,,,0.0,0.0,,,,435386
J. Carbonero,Brazil 1.,2026,Internacional,"CF, AMF, LAMF",27,2200000,2029-12-31,21,1605,5,4.96,3,2.7,Colombia,Colombia,right,170,no,1.79,2.92,30.77,1.63,24.14,0.06,1.22,0.28,0.28,0.0,45,2.52,35.56,11.111,1.79,25.0,4.04,50.0,12.5,43.05,3.64,2.8,0.39,25.68,82.31,7.01,75.2,0.79,71.43,0.15,0.22,0.56,3.14,85.71,2.58,56.52,1.63,3.36,85.0,,,0.0,0.0,,,,-73075
Willian Machado,Brazil 1.,2026,Mirassol,LCB,29,100000,2028-12-31,16,1600,1,0.71,1,0.58,Brazil,Brazil,left,186,no,7.82,4.11,63.01,3.88,71.01,0.73,7.28,0.06,0.04,0.06,8,0.45,50.0,12.5,0.28,40.0,0.06,100.0,0.68,50.0,0.68,1.52,0.0,45.0,88.75,17.89,78.62,4.67,60.24,0.03,0.0,0.11,5.79,73.79,0.39,14.29,0.11,7.14,71.65,,,0.0,0.0,,,,-10855
Erick,Brazil 1.,2026,Vitória,"RW, RWF, RAMF",28,1200000,2028-12-31,20,1591,2,1.82,3,3.03,Brazil,Brazil,left,173,no,3.05,3.62,50.0,0.62,27.27,0.0,1.66,0.06,0.1,0.0,24,1.36,33.33,8.333,1.92,38.24,3.11,50.91,8.65,50.33,1.36,1.36,0.34,30.83,73.94,9.45,62.28,5.26,63.44,0.17,0.17,0.51,5.54,60.2,3.22,52.63,0.85,7.64,71.11,,,0.0,0.0,,,,472497
Yuri Alberto,Brazil 1.,2026,Corinthians,CF,25,0,2030-06-30,17,1590,3,4.75,2,0.48,Brazil,Brazil,right,182,no,2.6,2.43,44.19,4.08,30.56,0.06,2.31,0.17,0.27,0.0,35,1.98,48.57,8.571,0.45,12.5,1.47,65.38,5.72,35.64,3.06,0.85,0.17,12.85,74.01,2.32,58.54,0.23,50.0,0.03,0.11,0.28,1.19,52.38,0.85,40.0,0.68,1.19,76.19,,,0.0,0.0,,,,474975
Igor Formiga,Brazil 1.,2026,Mirassol,"RB, RWB",27,400000,2026-12-31,18,1589,4,2.14,1,1.88,Brazil,Brazil,right,177,no,10.53,8.38,60.14,2.83,62.0,0.34,7.34,0.23,0.12,0.06,17,0.96,41.18,23.529,3.12,34.55,2.1,56.76,4.76,40.48,1.64,2.32,0.11,32.4,77.45,11.38,66.67,2.38,52.38,0.11,0.06,0.23,3.0,66.04,2.78,46.94,0.34,5.89,65.38,,,0.0,0.0,,,,-72864
Léo Vieira,Brazil 1.,2026,Bahia,GK,35,100000,2026-12-31,16,1584,0,0.0,0,0.0,Brazil,Brazil,right,193,no,1.65,0.23,50.0,0.23,100.0,0.0,2.04,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.11,50.0,0.0,0.0,0.0,17.39,88.56,7.56,77.44,3.75,54.55,0.0,0.0,0.0,0.4,28.57,0.11,0.0,0.0,2.78,46.94,1.31,5.34,75.53,1.31,0.01,0.001,1.36,64987
R. Garro,Brazil 1.,2026,Corinthians,"AMF, CF",28,0,2028-12-31,21,1583,3,2.59,5,3.23,Argentina,"Argentina, Italy",left,174,no,3.58,3.7,52.31,0.4,14.29,0.0,2.57,0.17,0.15,0.0,31,1.76,48.39,9.677,1.25,50.0,1.59,60.71,7.16,53.97,1.36,0.91,0.06,37.98,79.64,13.3,64.53,4.38,67.53,0.18,0.34,0.68,7.5,72.73,3.92,46.38,1.08,6.6,81.9,,,0.0,0.0,,,,-73161
Danielzinho,Brazil 1.,2026,São Paulo,"DMF, RDMF, RCMF",31,300000,2027-12-31,19,1582,1,1.48,1,0.98,Brazil,Brazil,right,167,no,6.66,4.55,60.0,1.76,64.52,0.17,5.64,0.06,0.08,0.0,9,0.51,22.22,11.111,0.8,14.29,0.46,50.0,3.98,54.29,0.57,0.85,0.0,53.76,90.26,15.08,78.49,3.81,62.69,0.06,0.06,0.17,6.94,82.79,1.42,40.0,0.34,5.8,78.43,,,0.0,0.0,,,,176492
Lucas Ronier,Brazil 1.,2026,Coritiba,"RAMF, RW",21,0,2027-12-31,18,1579,1,2.59,3,2.24,Brazil,Brazil,left,165,no,7.01,6.33,57.66,2.68,31.91,0.11,3.78,0.06,0.15,0.06,34,1.94,26.47,2.941,1.54,33.33,3.7,63.08,11.57,48.77,2.56,2.74,0.23,26.56,78.76,6.44,69.03,2.45,62.79,0.13,0.06,0.46,2.68,80.85,1.65,55.17,0.8,3.59,61.9,,,0.0,0.0,,,,-258096
Jean Lucas,Brazil 1.,2026,Bahia,"LCMF, LDMF",28,0,2028-12-31,19,1579,2,1.86,2,2.43,Brazil,Brazil,right,181,no,5.13,5.76,45.54,1.08,26.32,0.4,3.78,0.11,0.11,0.0,17,0.97,23.53,11.765,0.97,35.29,1.77,51.61,6.33,31.53,1.6,1.2,0.46,27.59,87.4,6.1,75.7,0.97,52.94,0.14,0.23,0.51,2.79,83.67,1.2,52.38,0.74,3.02,75.47,,,0.0,0.0,,,,474926
E. Martínez,Brazil 1.,2026,Vitória,"LCMF, DMF",32,1200000,2027-12-31,18,1577,0,0.57,0,0.7,Argentina,Argentina,right,177,no,7.99,6.56,58.26,0.91,25.0,0.29,5.28,0.0,0.03,0.0,9,0.51,22.22,0.0,0.34,66.67,0.68,58.33,4.17,41.1,0.57,0.97,0.06,36.53,88.59,11.19,76.53,3.14,58.18,0.04,0.06,0.23,4.79,77.38,0.74,46.15,0.51,4.79,75.0,,,0.0,0.0,,,,396515
Alan Franco,Brazil 1.,2026,Atlético Mineiro,"LCMF, RCMF, RB",27,3500000,2027-12-31,16,1554,0,0.47,1,1.12,Ecuador,Ecuador,right,174,no,6.31,5.33,57.61,1.56,62.96,0.29,4.39,0.0,0.03,0.0,5,0.29,40.0,0.0,0.52,55.56,0.23,100.0,1.22,42.86,0.87,0.06,0.0,31.04,88.25,9.5,79.27,1.74,46.67,0.06,0.0,0.17,3.82,87.88,0.81,50.0,0.29,4.58,74.68,,,0.0,0.0,,,,398919
Cacá,Brazil 1.,2026,Vitória,"RCB, LCB",27,2000000,2028-12-31,16,1548,1,0.43,0,0.0,Brazil,Brazil,right,187,no,6.63,3.26,60.71,3.37,56.9,0.87,6.38,0.06,0.03,0.0,5,0.29,40.0,20.0,0.0,0.0,0.06,0.0,0.87,26.67,0.41,0.29,0.06,31.69,87.52,10.47,70.0,2.91,52.0,0.0,0.0,0.0,2.62,64.44,0.17,0.0,0.06,4.59,54.43,,,0.0,0.0,,,,-62336
S. Gómez,Brazil 1.,2026,Coritiba,"LDMF, LCMF, RCMF",30,0,2028-12-31,18,1546,0,0.91,0,0.26,Colombia,Colombia,left,172,no,8.56,7.39,54.33,1.16,60.0,0.29,4.93,0.0,0.05,0.0,15,0.87,26.67,0.0,0.23,25.0,0.35,50.0,2.68,50.0,0.7,0.47,0.06,24.33,86.84,8.09,75.54,1.57,40.74,0.02,0.0,0.12,2.62,80.0,0.58,30.0,0.12,2.68,69.57,,,0.0,0.0,,,,437959
Breno Bidon,Brazil 1.,2026,Corinthians,"RAMF, LAMF, RW",21,0,2029-12-31,20,1539,2,1.44,1,1.17,Brazil,Brazil,left,174,no,6.37,6.14,50.48,1.17,40.0,0.35,4.35,0.12,0.08,0.0,13,0.76,23.08,15.385,0.29,0.0,1.52,61.54,7.02,53.33,0.7,1.29,0.0,34.5,85.93,10.76,73.37,2.34,60.0,0.07,0.18,0.18,5.15,85.23,1.11,36.84,0.41,4.8,76.83,,,0.0,0.0,,,,-344763
David Duarte,Brazil 1.,2026,Bahia,RCB,31,1000000,2027-12-31,15,1534,3,1.89,1,0.33,Brazil,Brazil,right,193,no,6.81,3.58,65.57,5.05,80.23,0.59,6.81,0.18,0.11,0.12,12,0.7,50.0,25.0,0.0,0.0,0.06,0.0,0.53,44.44,0.94,1.29,0.0,46.17,90.22,15.31,76.25,5.22,47.19,0.02,0.0,0.06,6.28,67.29,0.65,27.27,0.23,6.16,78.1,,,0.0,0.0,,,,401925
Flaco López,Brazil 1.,2026,Palmeiras,CF,25,0,2029-12-31,19,1522,6,2.47,1,0.74,Argentina,Argentina,left,190,no,4.38,3.67,48.39,5.74,41.24,0.24,3.56,0.35,0.15,0.06,32,1.89,40.63,18.75,1.6,25.93,3.13,37.74,11.18,34.92,3.31,1.48,0.18,17.5,66.89,4.49,60.53,1.66,67.86,0.04,0.18,0.41,1.54,69.23,2.25,57.89,1.24,2.48,71.43,,,0.0,0.0,,,,-223805
Allan Elias,Brazil 1.,2026,Palmeiras,"RW, RAMF",22,0,2029-12-31,19,1503,4,2.8,2,1.08,Brazil,Brazil,,0,no,6.29,5.57,51.61,0.96,37.5,0.06,4.63,0.24,0.17,0.06,32,1.92,37.5,12.5,1.14,31.58,5.39,58.89,12.22,50.0,2.04,2.87,0.42,23.83,83.42,6.29,72.38,0.3,60.0,0.06,0.12,0.54,1.5,80.0,1.68,50.0,0.84,2.87,54.17,,,0.0,0.0,,,,-176323
Samuel Lino,Brazil 1.,2026,Flamengo,"LAMF, LW, AMF",26,0,2029-12-31,21,1493,5,3.25,6,3.81,Brazil,Brazil,right,170,no,5.97,6.21,57.28,1.21,50.0,0.06,3.5,0.3,0.2,0.0,40,2.41,35.0,12.5,2.23,43.24,3.5,53.45,8.56,47.18,3.44,2.65,0.12,40.09,84.96,6.87,74.56,1.75,82.76,0.23,0.36,1.09,2.11,82.86,2.83,55.32,1.39,5.0,84.34,,,0.0,0.0,,,,476784
Victor Hugo,Brazil 1.,2026,Atlético Mineiro,"RW, LCMF, AMF",22,0,2030-12-31,18,1492,4,2.52,1,1.34,Brazil,Brazil,left,184,no,3.38,2.71,55.56,2.23,40.54,0.12,2.39,0.24,0.15,0.0,16,0.97,62.5,25.0,1.45,37.5,2.53,45.24,8.08,46.27,1.51,1.99,0.24,31.49,80.84,9.71,67.7,2.9,64.58,0.08,0.12,0.48,5.67,73.4,2.23,48.65,0.72,4.4,79.45,,,0.0,0.0,,,,-176338
Gonzalo Escobar,Brazil 1.,2026,Santos,LB,29,600000,2027-12-31,15,1489,0,0.45,1,1.22,Argentina,Argentina,left,171,no,10.4,7.07,65.81,2.3,63.16,0.3,7.21,0.0,0.03,0.0,7,0.42,28.57,0.0,1.33,45.45,1.09,83.33,2.84,63.83,0.91,1.03,0.36,41.4,83.36,17.65,76.71,2.48,48.78,0.07,0.0,0.24,3.63,71.67,1.57,50.0,0.48,7.25,70.83,,,0.0,0.0,,,,445451
Bruno Leonardo,Brazil 1.,2026,Chapecoense,"RCB, CB",30,0,,15,1478,0,0.29,0,0.12,Brazil,Brazil,right,187,no,7.25,3.35,54.55,3.35,63.64,0.73,6.54,0.0,0.02,0.0,2,0.12,0.0,0.0,0.06,100.0,0.12,50.0,0.91,60.0,0.24,0.55,0.0,36.9,90.59,12.24,80.1,3.71,60.66,0.01,0.0,0.0,2.74,71.11,0.24,75.0,0.12,4.51,63.51,,,0.0,0.0,,,,444789
J. Arias,Brazil 1.,2026,Palmeiras,"LAMF, LW, AMF",28,14000000,2029-12-31,17,1475,4,3.35,1,0.62,Colombia,Colombia,right,168,no,7.2,5.92,52.58,1.22,45.0,0.31,5.74,0.24,0.2,0.0,35,2.14,40.0,11.429,1.77,24.14,3.42,55.36,11.29,41.62,2.44,2.26,0.37,37.28,85.76,9.03,75.0,1.1,55.56,0.04,0.0,0.31,3.72,83.61,2.62,51.16,1.04,5.0,69.51,,,0.0,0.0,,,,449822
Igor Vinícius,Brazil 1.,2026,Santos,RB,29,2500000,2028-06-30,15,1462,0,0.09,0,0.36,Brazil,Brazil,right,174,no,6.53,5.36,64.37,1.35,36.36,0.18,3.84,0.0,0.01,0.0,3,0.18,66.67,0.0,2.15,42.86,1.66,40.74,4.99,38.27,0.55,1.11,0.18,38.35,82.34,14.84,76.35,2.34,57.89,0.02,0.0,0.12,4.8,75.64,2.59,54.76,0.62,6.77,70.0,,,0.0,0.0,,,,443082
L. Esquivel,Brazil 1.,2026,Athletico Paranaense,"LCB, LB, LWB",24,0,2029-06-30,16,1456,1,0.44,4,2.03,Argentina,Argentina,left,183,no,8.1,6.68,57.41,1.3,57.14,0.31,5.95,0.06,0.03,0.0,13,0.8,23.08,7.692,2.78,24.44,0.99,68.75,3.34,51.85,0.62,2.04,0.43,47.23,81.28,20.15,74.54,5.63,49.45,0.13,0.0,0.25,7.11,71.3,3.03,34.69,0.56,11.37,71.2,,,0.0,0.0,,,,-212142
Sabino,Brazil 1.,2026,São Paulo,LCB,29,1000000,2028-12-31,16,1452,1,0.36,1,0.15,Brazil,Brazil,left,185,no,7.87,4.71,67.11,4.52,61.64,0.56,6.7,0.06,0.02,0.0,8,0.5,50.0,12.5,0.31,40.0,0.31,20.0,0.87,50.0,0.43,0.99,0.12,41.53,85.97,19.03,75.57,6.14,46.46,0.01,0.0,0.06,6.69,62.04,0.87,28.57,0.19,8.12,72.52,,,0.0,0.0,,,,488622
Tiago Cóser,Brazil 1.,2026,Coritiba,"RCB, LCB",22,400000,2027-12-31,19,1451,2,0.82,0,0.24,Brazil,"Brazil, Italy",right,187,no,8.37,4.16,49.25,3.1,62.0,1.05,7.83,0.12,0.05,0.06,6,0.37,50.0,33.333,0.0,0.0,0.12,100.0,0.74,50.0,0.68,0.37,0.06,28.66,89.18,9.86,77.36,3.41,47.27,0.01,0.0,0.19,1.8,48.28,0.19,0.0,0.19,3.85,66.13,,,0.0,0.0,,,,-165853
R. Villagra,Brazil 1.,2026,Internacional,"LCMF, DMF",25,7000000,2028-12-31,16,1450,0,0.24,0,1.25,Argentina,Argentina,right,178,yes,5.77,5.28,55.29,1.86,60.0,0.12,3.44,0.0,0.02,0.0,9,0.56,22.22,0.0,0.56,77.78,0.74,66.67,3.91,60.32,0.12,0.81,0.06,38.48,87.42,11.36,75.96,4.78,53.25,0.08,0.06,0.12,7.63,73.98,1.12,50.0,0.31,5.03,85.19,,,0.0,0.0,,,,-118004
Alexander Barboza,Brazil 1.,2026,Palmeiras,LCB,31,2500000,2028-12-31,15,1445,1,1.18,2,0.78,Argentina,"Argentina, Uruguay",left,193,no,7.85,6.1,59.18,5.29,62.35,0.5,6.09,0.06,0.07,0.06,12,0.75,50.0,8.333,0.37,33.33,0.06,100.0,1.43,26.09,0.93,1.18,0.0,51.01,83.15,23.61,73.09,8.91,52.45,0.05,0.0,0.12,9.03,60.69,1.31,47.62,0.69,11.83,74.21,,,0.0,0.0,,,,409123
T. Cuello,Brazil 1.,2026,Atlético Mineiro,"LW, RWB, AMF",26,3000000,2028-12-31,19,1443,2,3.38,1,2.23,Argentina,Argentina,right,178,no,5.68,3.8,50.82,1.12,22.22,0.12,4.99,0.12,0.21,0.0,42,2.62,28.57,4.762,2.62,30.95,4.24,50.0,11.23,41.11,3.74,3.93,0.31,31.37,73.76,7.3,63.25,2.62,47.62,0.14,0.25,0.94,2.37,60.53,2.74,52.27,1.43,5.05,77.78,,,0.0,0.0,,,,472617
Tiago Volpi,Brazil 1.,2026,Red Bull Bragantino,GK,35,1500000,2026-12-31,14,1437,2,1.52,0,0.24,Brazil,Brazil,right,189,no,0.94,0.13,100.0,0.06,100.0,0.0,1.19,0.0,0.1,0.0,2,0.13,100.0,100.0,0.0,0.0,0.06,100.0,0.06,100.0,0.0,0.0,0.0,26.87,82.75,14.72,72.34,11.21,60.34,0.02,0.0,0.13,4.7,49.33,0.69,18.18,0.13,7.27,80.17,0.88,3.51,75.0,0.97,1.45,0.091,1.0,113642
Jemmes,Brazil 1.,2026,Fluminense,"RCB, LCB",26,0,2030-12-31,16,1436,0,0.49,0,0.04,Brazil,Brazil,right,187,no,6.71,4.26,72.06,3.64,56.9,0.38,5.61,0.0,0.03,0.0,3,0.19,0.0,0.0,0.0,0.0,0.31,100.0,1.19,63.16,0.44,0.69,0.13,48.76,89.07,16.11,76.26,3.38,38.89,0.0,0.0,0.06,3.01,68.75,0.13,50.0,0.06,5.7,49.45,,,0.0,0.0,,,,-112887
Cauan Barros,Brazil 1.,2026,Vasco da Gama,"RCMF, RDMF",22,0,2027-12-31,18,1435,3,2.0,0,0.12,Brazil,Brazil,right,175,no,9.09,6.08,52.58,4.52,58.33,0.44,8.98,0.19,0.13,0.13,17,1.07,17.65,17.647,0.19,33.33,0.63,50.0,4.26,64.71,0.88,1.0,0.0,49.92,90.45,13.55,81.48,2.89,63.04,0.01,0.0,0.06,6.9,82.73,0.25,50.0,0.13,5.46,73.56,,,0.0,0.0,,,,-282850
Breno Lopes,Brazil 1.,2026,Coritiba,"LAMF, LW",30,1800000,2029-12-31,19,1429,8,3.4,2,2.89,Brazil,Brazil,right,178,no,2.33,2.46,41.03,1.01,37.5,0.13,1.57,0.5,0.21,0.0,22,1.39,63.64,36.364,2.08,30.3,3.46,67.27,7.49,53.78,2.65,2.96,0.63,23.37,80.86,4.47,73.24,1.07,58.82,0.18,0.0,0.82,1.26,60.0,1.89,63.33,1.01,3.21,64.71,,,0.0,0.0,,,,433634
Guillermo Varela,Brazil 1.,2026,Flamengo,RB,33,1700000,2027-12-31,16,1427,0,0.43,2,1.21,Uruguay,"Uruguay, Italy",right,174,no,6.94,4.29,64.71,2.21,48.57,0.38,5.61,0.0,0.03,0.0,4,0.25,0.0,0.0,2.71,44.19,0.57,77.78,3.22,52.94,1.26,0.82,0.0,41.12,87.42,11.98,83.16,2.08,42.42,0.08,0.0,0.32,3.03,81.25,2.46,43.59,0.38,5.05,75.0,,,0.0,0.0,,,,192656
