"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"Ahmed Atef Socrate","Egypt 1.","ZED FC","CF","27","0","","13","857","3","3.65","0","0.18","Egypt","","0","2.31","1.68","43.75","5.99","29.82","0.11","2.38","0.32","0.38","0.11","17","1.79","52.94","17.647","1.16","18.18","1.47","35.71","6.62","25.4","3.57","0.63","0","18.9","75.56","3.68","60","0.95","33.33","0.02","0.21","0.11","1.37","61.54","1.47","35.71","0.63","2","57.89","","","0","0","","",""
"Amr El Sisi","Egypt 1.","Smouha","LCMF, LW, DMF","31","400000","2026-06-30","11","857","0","0.01","1","0.44","Egypt","","0","8.4","5.04","66.67","3.47","45.45","0.11","7.97","0","0","0","1","0.11","0","0","0.53","40","0.95","88.89","4.52","58.14","0.74","0.74","0","25.94","80.16","9.35","60.67","3.26","51.61","0.05","0","0.11","4.83","69.57","0.63","50","0.21","4.41","71.43","","","0","0","","",""
"A. Atef","Egypt 1.","ZED FC","CF","27","500000","2028-06-30","13","857","3","3.65","0","0.18","Egypt","right","0","2.31","1.68","43.75","5.99","29.82","0.11","2.38","0.32","0.38","0.11","17","1.79","52.94","17.647","1.16","18.18","1.47","35.71","6.62","25.4","3.57","0.63","0","18.9","75.56","3.68","60","0.95","33.33","0.02","0.21","0.11","1.37","61.54","1.47","35.71","0.63","2","57.89","","","0","0","","",""
"Islam Abdelnaim","Egypt 1.","Kahraba Ismailia","LW, LCMF, DMF","33","150000","","11","855","1","0.77","1","0.63","Egypt","","0","5.16","3.58","67.65","3.26","22.58","0.11","3.4","0.11","0.08","0","4","0.42","25","25","1.26","58.33","2","47.37","6.84","41.54","0.74","0.42","0","25.16","79.92","8.95","61.18","2.74","42.31","0.07","0.11","0.32","4.63","59.09","1.79","52.94","0.53","5.05","79.17","","","0","0","","",""
"M. Shalaby","Egypt 1.","National Bank of Egypt","LWF, LAMF, LW","31","600000","2027-06-30","11","853","1","0.9","1","1.41","Egypt","right","0","2.64","2","47.37","0.74","57.14","0","2.38","0.11","0.1","0","20","2.11","40","5","2","26.32","4.64","52.27","10.34","45.92","3.17","4.01","0.63","35.13","80.48","8.02","64.47","1.58","46.67","0.15","0.11","0.32","3.27","58.06","3.17","56.67","1.37","5.17","79.59","","","0","0","","",""
"S. Hussein","Egypt 1.","ZED FC","CF, AMF","32","350000","2027-06-30","13","853","2","2.96","2","0.35","Egypt","right","0","3.69","3.17","53.33","6.23","35.59","0.11","2.54","0.21","0.31","0.11","26","2.74","38.46","7.692","0.21","50","1.48","57.14","7.07","31.34","4.11","0.42","0","20.36","71.5","5.17","48.98","1.27","33.33","0.04","0.21","0.42","2.43","47.83","1.06","20","0.63","2.32","63.64","","","0","0","","",""
"S. Teka","Egypt 1.","Wadi Degla","RCB","34","200000","2026-06-30","9","851","2","0.74","1","0.33","Tunisia","right","184","7.4","4.55","76.74","6.98","68.18","0.63","6.27","0.21","0.08","0.11","4","0.42","50","50","0.21","50","0","0","1.06","40","0.74","0.63","0","42.73","83.91","17.56","75.3","6.13","46.55","0.04","0","0.11","5.92","53.57","0.63","0","0.11","7.09","65.67","","","0","0","","",""
"Juan Alvina","Egypt 1.","Zamalek","RAMF, RW","22","0","2029-06-30","10","847","1","3.34","2","0.65","Brazil","left","165","3.4","3.08","58.62","1.38","30.77","0.11","2.66","0.11","0.35","0","19","2.02","31.58","5.263","1.28","58.33","6.38","61.67","14.24","56.72","3.29","2.98","0.32","19.76","80.11","5.84","74.55","0.96","44.44","0.07","0.11","0.32","1.17","72.73","2.02","63.16","1.17","2.44","82.61","","","0","0","","",""
"Mahmoud Ouka","Egypt 1.","Haras El Hodood","LAMF, AMF, LCMF","23","0","2027-06-30","12","846","1","1.05","0","0.22","Egypt","","0","9.15","7.55","60.56","3.3","16.13","0.11","5.35","0.11","0.11","0","12","1.28","16.67","8.333","1.17","9.09","3.72","42.86","11.17","28.57","1.6","1.91","0","28.4","76.78","5.96","60.71","2.34","50","0.02","0.11","0.11","3.3","48.39","1.49","42.86","0.53","3.3","51.61","","","0","0","","",""
"Ahmed Khalil Kalosha","Egypt 1.","ENPPI","LCB, LCMF","27","0","","9","837","0","0.02","0","0.08","Egypt","right","0","8.17","4.3","72.5","5.7","66.04","0.54","6.95","0","0","0","1","0.11","100","0","0.43","0","0.65","16.67","1.94","11.11","0.65","2.37","0.32","41.4","81.56","20.54","74.87","7.74","61.11","0.01","0","0","6.34","64.41","0.43","25","0.11","9.25","67.44","","","0","0","","",""
"Mohamed Ezz","Egypt 1.","Pharco","LCMF, LDMF","22","0","","13","837","0","0.2","0","0.03","Egypt","","0","9.78","8.28","59.74","1.72","25","0.11","5.76","0","0.02","0","4","0.43","0","0","0.11","100","0.54","60","3.44","31.25","0.32","0.97","0.22","26.34","83.67","8.49","70.89","0.97","55.56","0","0","0","2.26","85.71","0.43","75","0.11","3.76","48.57","","","0","0","","",""
"H. Hafez","Egypt 1.","Smouha","RB","24","0","2027-06-30","9","836","0","0.57","0","0.18","Egypt","right","0","8.29","6.14","75.44","2.05","52.63","0.22","5.72","0","0.06","0","2","0.22","50","0","1.61","26.67","1.08","30","4.09","34.21","0.54","1.08","0.43","26.16","69.14","13.56","61.11","6.35","45.76","0.02","0","0","4.41","58.54","2.26","28.57","0.32","8.07","58.67","","","0","0","","",""
"Abdel Ghani Mohamed","Egypt 1.","Al Ittihad","LCB, LB","23","200000","","9","834","0","0.07","0","0","Egypt","left","185","7.77","4.1","63.16","3.78","62.86","0.11","6.54","0","0.01","0","2","0.22","50","0","0.43","50","0.76","57.14","3.35","61.29","0.32","0.65","0","35.18","83.44","14.24","73.48","3.56","51.52","0","0","0","4.86","66.67","0.54","60","0.22","6.04","73.21","","","0","0","","",""
"Yassin Marei","Egypt 1.","Al Ahly","LCB","24","0","2030-06-30","8","828","2","0.67","0","0.23","Egypt","left","0","4.13","2.93","59.26","4.35","67.5","0.22","4.93","0.22","0.07","0.22","7","0.76","57.14","28.571","0.11","0","0.22","100","1.2","54.55","1.2","1.2","0","49.24","88.08","22.17","80.88","3.91","44.44","0.03","0","0","5.98","60","0.76","14.29","0","8.04","68.92","","","0","0","","",""
"M. Otaka","Egypt 1.","Ceramica","CF, RWF","23","0","","12","822","2","2.62","2","1.2","Egypt","right","0","3.07","2.52","69.57","3.94","55.56","0.33","1.88","0.22","0.29","0.11","14","1.53","42.86","14.286","0.55","20","2.85","38.46","9.31","29.41","3.18","1.31","0.33","22.01","79.6","4.71","72.09","0.22","0","0.13","0.11","0.44","1.42","69.23","1.42","53.85","1.42","1.97","55.56","","","0","0","","",""
"Belal El Sayed","Egypt 1.","El Gounah","AMF, LDMF, RCMF","25","100000","2027-06-30","12","820","0","0.78","0","0.81","Egypt","right","178","7.46","4.72","62.79","1.54","0","0","5.43","0","0.09","0","10","1.1","30","0","1.87","41.18","0.99","66.67","3.51","40.63","1.21","0.77","0","29.63","76.3","9.77","67.42","2.63","41.67","0.09","0","0","3.4","58.06","1.65","53.33","0.33","4.06","54.05","","","0","0","","",""
"Hussein Al Sayed","Egypt 1.","Ceramica","LB","34","400000","2027-06-30","9","820","1","0.14","0","0.47","Egypt","left","171","6.37","4.39","55","6.7","47.54","0.33","5.76","0.11","0.02","0","3","0.33","66.67","33.333","1.32","16.67","1.1","50","3.73","44.12","0.55","0.77","0.11","39.84","80.99","17.45","71.7","4.06","32.43","0.05","0","0","3.95","77.78","1.43","23.08","0.11","8.67","62.03","","","0","0","","",""
"Mohamed Hamdi","Egypt 1.","Pyramids","LB, LCB","30","0","2027-06-30","9","817","0","0.68","2","0.77","Egypt","left","170","5.18","3.3","63.33","7.16","44.62","0","5.47","0","0.07","0","5","0.55","40","0","2.53","47.83","0.44","50","2.09","31.58","1.87","0.88","0","44.28","81.84","16.63","76.82","4.52","51.22","0.08","0.11","0.66","3.97","69.44","2.53","60.87","0.55","8.7","70.89","","","0","0","","",""
"A. Shaaban","Egypt 1.","Pharco","RWB, RB","24","0","","11","812","1","0.8","0","0.61","Egypt","unknown","0","7.32","7.09","45.31","3.44","29.03","0","4.76","0.11","0.09","0","3","0.33","33.33","33.333","3.1","35.71","1.66","53.33","3.88","28.57","0.78","1.22","0.22","25.16","68.72","8.76","63.29","4.54","48.78","0.07","0","0.44","3.66","60.61","2.77","48","0.44","6.65","70","","","0","0","","",""
"Zizo","Egypt 1.","Al Ahly","RCMF, RW, AMF","30","0","2030-06-30","9","809","3","2.99","4","2.75","Egypt","right","180","2.34","1.56","78.57","0.56","0","0","2.46","0.22","0.33","0.11","20","2.22","55","15","4.45","40","5.23","53.19","9.01","53.09","3.78","2","0.22","34.04","81.37","8.34","73.33","1.33","50","0.31","0","0.56","4.23","86.84","4","47.22","0.67","5.01","88.89","","","0","0","","",""
"M. El Zenary","Egypt 1.","National Bank of Egypt","RCB, LCB","26","200000","2027-06-30","8","805","1","0.76","0","0","Egypt","right","175","7.71","3.02","59.26","4.7","47.62","0.34","8.95","0.11","0.08","0.11","3","0.34","66.67","33.333","0","0","0.22","50","1.01","44.44","0.56","0.22","0","39.58","86.16","17.78","76.1","7.38","65.15","0","0","0","4.14","67.57","0.34","0","0","8.61","71.43","","","0","0","","",""
"Ahmed Hany","Egypt 1.","Ceramica","RB","28","400000","2027-06-30","10","805","0","0.14","0","0.48","Egypt","right","170","7.27","5.7","76.47","3.35","60","0.34","4.79","0","0.02","0","4","0.45","0","0","1.68","53.33","0.67","100","2.35","47.62","0.56","1.01","0.11","39.58","87.29","15.43","82.61","2.68","50","0.05","0","0.22","4.7","78.57","2.12","68.42","0.67","6.6","77.97","","","0","0","","",""
"M. Kaandorp","Egypt 1.","Wadi Degla","LCMF, AMF","27","225000","2026-06-30","14","804","0","0.7","0","1.57","Netherlands","right","175","4.25","3.36","56.67","1.01","22.22","0","2.92","0","0.08","0","8","0.9","50","0","1.12","30","1.12","50","3.36","36.67","1.46","1.34","0.22","22.05","76.65","6.6","71.19","1.01","77.78","0.18","0","0.34","3.25","62.07","1.46","76.92","0.9","3.13","71.43","","","0","0","","",""
"A. Bencharki","Egypt 1.","Al Ahly","LW, LAMF, LWF","31","0","2027-06-30","12","804","2","1.52","0","1.39","Morocco","right","176","2.91","2.46","50","1.79","43.75","0","3.26","0.22","0.17","0","15","1.68","26.67","13.333","1.79","43.75","4.14","43.24","9.4","35.71","5.71","3.02","0.11","41.98","85.6","9.07","76.54","1.23","81.82","0.16","0.22","0.45","3.13","92.86","2.69","58.33","1.46","5.71","86.27","","","0","0","","",""
"Mahmoud Marei","Egypt 1.","Pyramids","RCB","27","0","2027-06-30","8","803","0","0","0","0.53","Egypt","right","0","7.62","4.71","66.67","4.6","63.41","0.11","8.06","0","0","0","0","0","0","0","0","0","0","0","1.34","75","0","0.78","0","53.69","89.56","22.3","79.4","7.4","53.03","0.06","0.11","0.11","5.94","67.92","0.56","60","0.34","10.31","72.83","","","0","0","","",""
"Mahmoud Hamada","Egypt 1.","Al Masry","LDMF, RAMF, LCMF","31","0","2026-06-30","10","802","0","0.59","0","0.14","Egypt","right","177","7.63","4.83","81.4","2.69","54.17","0.45","4.92","0","0.07","0","6","0.67","0","0","0","0","0.56","80","3.03","29.63","0.56","0.45","0","42.64","86.32","13.92","77.42","2.24","35","0.02","0","0","5.5","71.43","1.23","45.45","0.45","5.84","63.46","","","0","0","","",""
"I. Yakubu","Egypt 1.","National Bank of Egypt","LB","31","350000","2026-06-30","9","801","0","0.43","2","1.86","Ghana","left","173","5.06","4.72","66.67","2.25","65","0.11","3.07","0","0.05","0","2","0.22","0","0","3.48","38.71","1.35","66.67","2.36","61.9","0.79","1.24","0","40.56","78.67","17.64","76.43","4.61","46.34","0.21","0","0.34","6.18","80","3.03","48.15","0.34","9.78","72.41","","","0","0","","",""
"Nabil Emad Dunga","Egypt 1.","Zamalek","RDMF","29","1000000","2026-06-30","10","800","0","0.26","1","0.02","Egypt","right","0","8.55","6.86","60.66","3.15","57.14","0.23","6.88","0","0.03","0","8","0.9","12.5","0","0.23","50","0.11","0","2.36","57.14","0.34","0.11","0","50.51","85.52","15.41","70.07","6.98","48.39","0","0","0","7.43","71.21","0.79","28.57","0","8.89","70.89","","","0","0","","",""
"Saad Samir","Egypt 1.","Ceramica","RCB","36","200000","2026-06-30","9","799","1","0.88","0","0.03","Egypt","right","186","6.31","4.17","70.27","3.15","57.14","0.56","5.53","0.11","0.1","0","2","0.23","50","50","0.11","100","0.11","100","1.13","70","0.23","0.68","0","47.2","91.65","19.15","85.88","5.07","64.44","0","0","0.11","3.04","66.67","0.56","20","0","6.08","72.22","","","0","0","","",""
"K. Ahmed","Egypt 1.","El Gounah","LB","22","0","2026-06-30","9","797","0","0.45","0","0.84","Egypt","","0","8.47","5.98","73.58","2.26","45","0.23","4.44","0","0.05","0","7","0.79","42.86","0","0.9","25","0.34","66.67","1.58","42.86","0.11","0.68","0","26.88","74.79","12.99","67.83","3.61","31.25","0.09","0","0.11","3.39","73.33","1.24","36.36","0.11","7","66.13","","","0","0","","",""
"Khaled Sobhi","Egypt 1.","Al Masry","LCB","30","200000","2028-06-30","9","785","0","0.09","0","0.23","Egypt","left","0","6.99","2.52","72.73","2.06","44.44","0.23","7.5","0","0.01","0","2","0.23","0","0","0.23","0","0.23","0","0.8","28.57","0.57","0.34","0","43.91","87.21","22.24","81.96","8.48","68.92","0.03","0","0","5.39","68.09","1.15","20","0.34","10.32","75.56","","","0","0","","",""
"S. Sonko","Egypt 1.","Petrojet","CF","21","0","2028-06-30","9","784","2","1.47","1","0.32","Senegal","","0","2.3","1.95","47.06","9.3","33.33","0.23","1.7","0.23","0.17","0.11","12","1.38","25","16.667","0.69","33.33","0.57","20","4.82","23.81","1.95","0.34","0.34","10.22","58.43","2.53","31.82","0.34","0","0.04","0","0.23","1.49","38.46","1.49","30.77","0.57","1.03","55.56","","","0","0","","",""
"E. Traoré","Egypt 1.","Ismaily","RW, LW, RCMF","29","250000","2026-06-30","10","783","0","0.79","1","0.69","Burkina Faso","right","182","4.25","2.87","56","6.32","38.18","0.23","3.75","0","0.09","0","4","0.46","25","0","0.11","100","0.69","50","2.99","34.62","1.38","0.69","0.11","18.16","76.58","5.29","58.7","0.8","42.86","0.08","0","0.46","1.49","69.23","0.57","60","0.46","2.87","44","","","0","0","","",""
"M. Khatary","Egypt 1.","Ismaily","RW, LW, LAMF","21","0","2030-06-30","12","782","0","0.78","0","0.73","Egypt","","0","3.57","3.22","75","1.38","8.33","0","1.63","0","0.09","0","9","1.04","44.44","0","2.3","20","2.42","42.86","4.95","27.91","1.15","1.38","0.35","20.49","65.17","5.29","45.65","2.3","25","0.08","0","0.12","2.07","33.33","1.96","23.53","0.46","2.07","55.56","","","0","0","","",""
"Yasser Ibrahim","Egypt 1.","Al Ahly","RCB","32","600000","2027-06-30","8","779","1","1.18","0","0","Egypt","right","185","5.31","4.16","66.67","3.58","51.61","0.12","3.89","0.12","0.14","0","5","0.58","40","20","0","0","0.35","100","2.2","47.37","0.81","0.58","0","45.06","90.51","17.68","82.35","4.16","58.33","0","0","0","4.85","76.19","0.46","75","0.35","7.51","72.31","","","0","0","","",""
"Ayman Moka","Egypt 1.","Ceramica","RAMF, RW, LWF","29","0","2027-06-30","12","776","0","0.36","1","0.55","Egypt","right","0","5.68","4.87","57.14","1.97","35.29","0","5.43","0","0.04","0","8","0.93","12.5","0","1.97","17.65","5.45","53.19","14.15","38.52","2.44","2.78","0.12","26.68","73.91","6.03","57.69","1.28","45.45","0.06","0.12","0.12","2.2","47.37","2.44","52.38","1.62","4.29","64.86","","","0","0","","",""
"M. Sillah","Egypt 1.","Kahraba Ismailia","DMF, LCMF, RCMF","22","0","","10","774","0","0.15","0","0","Sierra Leone","unknown","0","6.63","5.7","51.02","2.91","44","0","3.75","0","0.02","0","4","0.47","0","0","0.23","50","0.35","100","3.14","25.93","0.12","0","0","25.81","84.23","6.28","68.52","3.02","65.38","0","0","0","3.14","77.78","0.47","50","0.12","4.19","58.33","","","0","0","","",""
"Ahmed El Sheikh","Egypt 1.","Haras El Hodood","LW, LAMF, AMF","35","350000","2027-06-30","14","772","1","1.57","3","1.61","Egypt","right","0","3.96","2.91","68","3.26","42.86","0","2.42","0.12","0.18","0","12","1.4","16.67","8.333","1.98","29.41","1.87","25","4.2","19.44","1.05","0.82","0","24.83","71.36","6.41","63.64","3.38","62.07","0.19","0","0.23","3.15","66.67","3.38","48.28","1.17","5.83","74","","","0","0","","",""
"Khaled El Ghandour","Egypt 1.","Smouha","LCMF, RDMF, RWF","32","350000","2027-06-30","11","771","1","1.47","2","2.33","Egypt","","0","6.77","4.9","66.67","5.6","31.25","0.12","4.77","0","0.17","0","14","1.63","28.57","7.143","1.75","33.33","1.17","30","4.2","30.56","1.4","0.35","0","29.88","73.83","9.69","61.45","3.85","48.48","0.27","0","0.35","5.84","58","3.74","53.13","0.93","5.6","68.75","","","0","0","","",""
"G. Kamel","Egypt 1.","Pharco","LB, LWB","29","0","","8","770","0","0.22","0","1.03","","unknown","0","6.66","4.44","52.63","3.97","44.12","0","4.95","0","0.03","0","3","0.35","0","0","1.87","31.25","1.17","50","2.92","32","0.7","1.64","0.12","23.84","71.08","10.29","65.91","3.04","61.54","0.12","0.12","0.35","3.27","60.71","2.1","22.22","0.12","5.96","62.75","","","0","0","","",""
"S. Ougola","Egypt 1.","Ceramica","LWF, LW, LAMF","25","0","2027-06-30","12","770","6","2.5","2","1.9","Nigeria","","0","3.27","3.04","53.85","0.82","28.57","0","2.26","0.58","0.29","0","21","2.45","61.9","28.571","2.92","36","3.62","54.84","7.01","43.33","2.69","2.69","0.47","31.68","77.86","6.55","73.21","1.4","50","0.22","0.23","0.23","3.39","68.97","3.62","48.39","1.29","5.14","84.09","","","0","0","","",""
"A. Farouk","Egypt 1.","Wadi Degla","CF, RWF","24","0","","13","767","4","3.95","0","0.75","Egypt","unknown","0","4.46","2.93","64","10.91","38.71","0.12","4.29","0.47","0.46","0.12","18","2.11","55.56","22.222","0","0","0.94","37.5","3.05","26.92","3.75","0.35","0","10.33","68.18","2.82","41.67","0.47","50","0.09","0","0.12","1.41","41.67","0.47","25","0.59","0.82","42.86","","","0","0","","",""
"B. Mugisha","Egypt 1.","Al Masry","DMF, AMF, RDMF","25","0","2028-06-30","10","766","0","0.06","0","0.03","Rwanda","right","190","6.93","4.11","65.71","2.11","50","0.12","6.48","0","0.01","0","2","0.23","0","0","0","0","0.47","25","2.82","37.5","0.12","0.47","0","37.72","90.97","12.81","85.32","2.23","68.42","0","0.12","0.12","5.4","84.78","0.35","33.33","0.23","4.93","78.57","","","0","0","","",""
"Mohamed Fathi","Egypt 1.","National Bank of Egypt","DMF, LDMF, RCMF","31","450000","2026-06-30","11","764","0","0.1","1","0","Egypt","right","178","8.48","5.77","71.43","3.77","59.38","0.24","5.88","0","0.01","0","5","0.59","20","0","0.24","100","0.35","66.67","1.77","53.33","0.12","0.35","0","46.06","86.19","15.08","72.66","5.89","62","0","0","0.12","8.13","72.46","0.82","28.57","0.24","7.19","78.69","","","0","0","","",""
"Mohamed Hathout","Egypt 1.","ENPPI","RAMF, RWF, DMF","26","100000","","10","759","2","1.35","0","1.21","Egypt","left","0","4.15","3.44","58.62","1.9","43.75","0.12","1.95","0.24","0.16","0.12","11","1.3","45.45","18.182","1.19","40","3.2","33.33","7.11","28.33","1.66","1.3","0.12","21.46","76.24","6.76","70.18","1.54","30.77","0.14","0","0.12","1.78","46.67","1.9","50","0.47","3.56","70","","","0","0","","",""
"A. Turay","Egypt 1.","El Gounah","LCB, RCB","20","0","2026-06-30","8","757","0","0.44","0","0.1","Sierra Leone","right","0","7.61","3.69","77.42","4.04","50","0.12","6.42","0","0.05","0","1","0.12","0","0","0","0","0","0","0.59","80","0.71","0.12","0","26.39","85.14","12.6","75.47","3.57","50","0.01","0","0.12","1.9","25","0.36","0","0.36","3.69","51.61","","","0","0","","",""
"Abdelrahman El Dah","Egypt 1.","Ismaily","RCMF, LCMF, AMF","26","75000","2028-06-30","13","755","1","0.76","0","0.01","Egypt","","0","6.91","4.05","73.53","4.17","45.71","0.12","5.38","0.12","0.09","0","16","1.91","18.75","6.25","0.83","14.29","1.19","50","5.72","43.75","1.31","0.72","0","30.52","73.05","13.95","62.39","4.53","44.74","0","0.24","0","7.15","60","2.15","33.33","0.72","7.15","76.67","","","0","0","","",""
"Amir Abed","Egypt 1.","Al Mokawloon","RB, RCB","36","100000","","9","754","0","0.2","0","0.34","Egypt","","0","8","5.25","70.45","2.63","40.91","0.48","6.14","0","0.02","0","1","0.12","0","0","1.67","35.71","0.84","100","2.75","52.17","0.36","0.6","0","22.44","68.62","10.38","60.92","5.37","55.56","0.04","0","0.12","3.22","48.15","1.31","54.55","0.12","6.92","60.34","","","0","0","","",""
"A. Fouad","Egypt 1.","Pharco","RCMF, AMF, RWF","27","0","","9","748","0","0.2","0","0.06","Egypt","unknown","0","5.53","5.78","52.08","2.77","30.43","0","2.92","0","0.02","0","5","0.6","40","0","0.72","16.67","1.44","41.67","5.9","28.57","0.72","0.72","0.12","26.95","78.57","8.06","65.67","4.21","57.14","0.01","0","0.12","4.57","55.26","1.44","41.67","0.6","4.93","70.73","","","0","0","","",""
"Islam Abdallah","Egypt 1.","Al Mokawloon","RCB","24","0","","8","747","0","0.86","0","0","Egypt","","0","7.35","3.86","78.13","3.98","51.52","0.36","6.72","0","0.1","0","5","0.6","20","0","0.12","100","0.6","100","2.29","63.16","0.96","0.6","0","31.57","84.73","14.34","76.47","3.98","48.48","0","0","0","4.94","60.98","0.48","50","0.12","5.18","74.42","","","0","0","","",""
"Omar Adly","Egypt 1.","Wadi Degla","LCB, RCB","29","0","2026-06-30","10","745","0","0.29","0","0","Egypt","unknown","0","7.13","3.02","88","9.79","58.02","0","7.5","0","0.03","0","4","0.48","25","0","0.12","0","0.24","0","1.33","18.18","1.09","0.72","0","39.87","85.45","14.98","67.74","5.56","39.13","0","0","0","3.62","50","0.85","14.29","0.24","6.52","64.81","","","0","0","","",""
"Hassan El Shazly","Egypt 1.","Kahraba Ismailia","RB, RWB","30","0","2026-06-30","8","745","0","0.2","2","1.48","Egypt","right","175","5.92","4.83","82.5","1.21","30","0.12","2.26","0","0.02","0","1","0.12","0","0","3.26","40.74","1.33","54.55","2.66","50","0.6","0.72","0","21.99","65.38","7.25","50","4.59","36.84","0.18","0.12","0.48","3.87","62.5","3.02","36","0.36","5.56","67.39","","","0","0","","",""
"Ali Gamal","Egypt 1.","ZED FC","RB, RCB","26","150000","","10","741","1","1.13","0","0.15","Egypt","right","187","11.54","6.92","77.19","4.49","67.57","0.73","7.42","0","0.14","0","7","0.85","28.57","14.286","1.09","22.22","0.73","83.33","3.04","40","0.36","0.49","0","28.66","76.27","14.33","70.34","4.62","57.89","0.02","0","0","4.37","69.44","2.06","35.29","0.61","7.89","72.31","","","0","0","","",""
"Ahmed Scholes","Egypt 1.","Wadi Degla","DMF, LDMF","28","0","2027-06-30","10","741","0","0.01","0","0.07","Egypt","unknown","0","6.32","4.62","57.89","2.79","47.83","0.12","5.91","0","0","0","2","0.24","0","0","0.49","25","1.21","60","4.37","50","0","0.61","0.12","36.44","84.33","11.17","72.83","2.31","63.16","0.01","0.12","0.12","6.19","68.63","1.82","53.33","0.61","5.71","63.83","","","0","0","","",""
"A. Abdelsalam","Egypt 1.","Ismaily","CF","19","0","","12","741","1","1.13","0","0.02","Egypt","","0","2.43","2.31","63.16","10.69","34.09","0","1.49","0.12","0.14","0","9","1.09","44.44","11.111","0.49","25","0.85","42.86","4.98","26.83","1.94","0.49","0","12.39","70.59","2.43","55","0.73","33.33","0","0.12","0.12","1.09","55.56","0.61","60","0.36","0.85","57.14","","","0","0","","",""
"A. Eba","Egypt 1.","Modern Sport","RW, LW, CF","22","0","2027-06-30","11","740","0","1.59","1","0.89","Cameroon","right","0","3.16","4.14","55.88","6.32","38.46","0","1.1","0","0.19","0","15","1.82","20","0","1.95","31.25","1.7","42.86","8.88","31.51","3.16","1.46","0.49","19.34","68.55","5.23","46.51","1.46","50","0.11","0","0.12","1.58","30.77","1.22","40","0.49","2.92","54.17","","","0","0","","",""
"Ewerton","Egypt 1.","Pyramids","LAMF, AMF, LW","29","1200000","2029-06-30","11","734","2","1.18","0","0.05","Brazil","right","175","2.45","2.33","57.89","0.74","0","0","1.96","0.25","0.14","0","14","1.72","42.86","14.286","0.86","57.14","3.8","48.39","8.71","29.58","1.84","1.96","0.12","28.2","83.48","5.27","62.79","1.59","69.23","0.01","0","0.12","2.94","70.83","0.98","75","0.61","2.7","81.82","","","0","0","","",""
"Ahmed Sayed","Egypt 1.","ZED FC","RB, RWB","23","0","2028-06-30","8","733","0","0.04","1","0.25","Egypt","right","0","7.98","5.89","66.67","2.33","52.63","0.12","5.53","0","0","0","2","0.25","0","0","2.46","35","1.23","70","5.28","44.19","0.25","1.47","0","33.27","79.7","12.03","72.45","3.68","53.33","0.03","0","0.25","5.28","72.09","2.95","50","0.61","7.74","76.19","","","0","0","","",""
"M. Mosaad","Egypt 1.","Modern Sport","RW, RAMF, LW","24","0","","12","732","0","0.82","0","0.48","Egypt","unknown","0","5.9","4.8","66.67","1.48","33.33","0.12","3.87","0","0.1","0","8","0.98","0","0","2.34","15.79","3.69","56.67","11.8","38.54","2.46","2.34","0.25","28.03","72.37","6.76","69.09","0.98","37.5","0.06","0.12","0.49","2.95","75","2.95","33.33","0.74","4.8","61.54","","","0","0","","",""
"W. Mostafa","Egypt 1.","Pharco","LWB, LB","26","0","","12","730","0","0.63","0","0.87","Egypt","left","175","9.74","7.4","60","1.85","26.67","0.12","6.17","0","0.08","0","6","0.74","33.33","0","1.48","50","0.62","60","2.1","58.82","0.49","0.99","0.12","27.99","76.21","11.1","57.78","5.05","51.22","0.11","0","0.25","3.7","63.33","1.85","53.33","0.62","7.03","70.18","","","0","0","","",""
"Maged Hany","Egypt 1.","Kahraba Ismailia","LCMF, RW, LW","22","0","2027-06-30","13","724","0","0.6","0","0.6","Egypt","right","0","5.35","6.59","47.17","2.36","31.58","0","3.27","0","0.07","0","10","1.24","20","0","1.37","27.27","1.62","53.85","6.09","40.82","0.87","0.87","0","26.48","68.54","9.57","53.25","4.35","34.29","0.07","0","0.25","5.35","58.14","2.61","38.1","0.37","5.1","60.98","","","0","0","","",""
"Ibrahim El Bahnasi","Egypt 1.","Wadi Degla","RCMF, RDMF, DMF","23","0","2029-06-30","10","723","0","1.4","0","0.67","Egypt","unknown","0","8.34","8.22","54.55","3.86","61.29","0.12","4.35","0","0.17","0","8","1","12.5","0","1.37","63.64","1","62.5","3.24","34.62","1.62","0.75","0.12","29.63","80.25","7.22","55.17","1.87","46.67","0.08","0","0.12","3.11","68","1.24","70","0.25","3.49","75","","","0","0","","",""
