"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"Mahmoud El-Wensh","Egypt 1.","Zamalek","RCB","30","1000000","2028-06-30","7","556","0","0.29","0","0","Egypt","right","188","3.88","3.24","55","5.83","63.89","0","2.7","0","0.05","0","4","0.65","0","0","0.16","0","0.16","100","1.46","77.78","1.13","0.65","0","42.25","86.21","16.19","72","7.12","59.09","0","0","0","4.37","51.85","0.32","0","0","7.28","68.89","","","0","0","","",""
"A. Zaki","Egypt 1.","ENPPI","CF","23","0","2029-06-30","10","554","1","0.81","0","0.11","Egypt","","0","4.22","3.09","84.21","17.55","22.22","0","1.72","0.16","0.13","0","5","0.81","60","20","0.16","0","0.81","0","5.69","17.14","1.14","0.32","0","10.4","75","2.27","64.29","0.49","66.67","0.02","0.16","0.16","0.97","83.33","0.65","25","0.16","1.3","62.5","","","0","0","","",""
"Mahmoud Abou Gouda","Egypt 1.","Al Mokawloon","CF, RW","28","0","","8","546","1","2.26","0","0.72","Egypt","right","0","1.98","2.64","43.75","11.87","44.44","0","1.35","0.16","0.37","0","12","1.98","33.33","8.333","0.49","0","0.82","60","5.6","17.65","4.78","0.49","0","14.84","72.22","2.8","41.18","0.33","100","0.12","0","0.33","1.65","30","1.98","50","1.48","0.82","100","","","0","0","","",""
"Shokry Naguib","Egypt 1.","Al Mokawloon","CF, AMF","31","200000","2027-06-30","8","541","2","1.16","0","0.9","Egypt","right","180","3.33","2.83","64.71","3.16","31.58","0","2.14","0.33","0.19","0.17","9","1.5","33.33","22.222","1.5","22.22","1.33","25","6.16","29.73","2","0.5","0","17.47","67.62","4.66","64.29","1.66","40","0.15","0.5","0.17","2.5","46.67","1.33","62.5","0.83","2.83","76.47","","","0","0","","",""
"A. Magdi","Egypt 1.","Pyramids","RW, RAMF, RDMF","28","400000","2028-06-30","11","537","0","0.8","0","0.71","Egypt","left","184","3.35","3.35","45","1.68","40","0","3.63","0","0.13","0","9","1.51","44.44","0","3.85","34.78","4.36","46.15","8.55","41.18","1.84","3.85","0","38.38","75.11","10.06","60","3.85","47.83","0.12","0","0.34","3.85","47.83","6.54","46.15","1.51","5.03","93.33","","","0","0","","",""
"Mahmoud El Gazzar","Egypt 1.","National Bank of Egypt","RCB","27","300000","2026-06-30","7","537","0","0.03","0","0","Egypt","right","0","7.37","3.85","73.91","3.52","47.62","0.34","6.37","0","0.01","0","1","0.17","100","0","0.17","0","0.17","100","1.17","57.14","0.17","0","0","47.43","91.17","15.59","84.95","3.18","26.32","0","0","0","4.53","70.37","0.67","25","0.17","5.7","79.41","","","0","0","","",""
"Barakat Haggag","Egypt 1.","Petrojet","LCB, RCB","28","0","2026-06-30","7","536","0","0","0","0","Egypt","","0","8.56","4.7","82.14","7.56","62.22","0.17","6.77","0","0","0","0","0","0","0","0","0","0.17","100","0.84","40","0","0","0","19.81","70.34","12.09","61.11","7.72","54.35","0","0","0","4.37","57.69","0.17","100","0.17","6.72","67.5","","","0","0","","",""
"I. El Mizzayn","Egypt 1.","Pharco","CB, RCB","24","0","2028-06-30","7","535","0","0.37","0","0","Egypt","unknown","0","8.75","4.54","70.37","8.41","64","1.51","7.5","0","0.06","0","6","1.01","33.33","0","0","0","0.34","100","0.67","50","1.01","0.17","0","27.76","82.42","11.78","65.71","6.73","50","0","0","0","4.54","62.96","0.67","25","0.17","5.05","63.33","","","0","0","","",""
"Mohamed Bayoumi","Egypt 1.","Haras El Hodood","RCB, RDMF","25","150000","2026-06-30","9","532","0","0.05","0","0","Egypt","right","179","7.27","5.24","61.29","4.4","34.62","0","5.04","0","0.01","0","1","0.17","100","0","1.02","16.67","0.85","80","2.54","73.33","0.34","0.34","0","25.71","68.42","10.66","58.73","7.78","41.3","0","0","0","5.24","54.84","1.35","12.5","0","5.58","60.61","","","0","0","","",""
"M. El Negely","Egypt 1.","Haras El Hodood","CF, RW, LAMF","25","0","","6","529","1","1.01","0","0","Egypt","unknown","176","6.98","5.78","67.65","9.87","32.76","0","2.83","0.17","0.17","0","7","1.19","57.14","14.286","1.02","33.33","2.55","53.33","9.19","42.59","2.38","0.68","0","21.95","72.87","3.23","52.63","0.68","25","0","0","0","1.19","71.43","1.53","22.22","0","2.04","33.33","","","0","0","","",""
"Abdelrahman Katkot","Egypt 1.","Ismaily","DMF, LCMF, LDMF","20","0","","8","524","0","0.02","0","0","Egypt","","0","12.71","10.31","66.67","2.06","33.33","0.17","6.14","0","0","0","2","0.34","0","0","0.69","50","1.37","37.5","3.78","22.73","0.17","0.34","0.17","40.19","75.64","15.11","56.82","8.24","52.08","0","0","0","7.04","53.66","1.37","25","0.17","7.04","51.22","","","0","0","","",""
"S. Simporé","Egypt 1.","National Bank of Egypt","RCB, DMF, LDMF","33","350000","2026-06-30","8","524","0","0.1","0","0.15","Burkina Faso","right","179","4.47","3.61","47.62","4.98","44.83","0.52","4.71","0","0.02","0","3","0.52","33.33","0","0.69","75","0.34","100","1.37","37.5","0.34","1.89","0","52.21","86.51","20.1","72.65","9.96","65.52","0.03","0","0","11.68","72.06","2.06","41.67","0.52","10.82","87.3","","","0","0","","",""
"A. Kaied","Egypt 1.","Zamalek","LAMF","23","150000","2028-06-30","9","523","0","0.24","1","0.6","Sweden","right","177","3.79","3.44","45","0.69","50","0.17","3.4","0","0.04","0","2","0.34","100","0","0.86","20","3.1","55.56","9.12","35.85","1.55","1.89","0.17","30.11","83.43","7.92","78.26","1.03","50","0.1","0.17","0.69","1.72","80","1.72","60","1.2","3.79","72.73","","","0","0","","",""
"O.  El Saaiy","Egypt 1.","Al Masry","LAMF, AMF, RCMF","23","0","2029-06-30","12","517","4","2.61","0","0.73","Egypt","right","179","4.53","4","56.52","0.7","50","0","4","0.7","0.45","0","22","3.83","54.55","18.182","1.39","37.5","3.83","68.18","7.83","42.22","3.48","0.87","0.17","31.16","78.77","10.27","64.41","2.96","47.06","0.13","0.17","0.35","4.35","64","2.96","58.82","1.22","3.66","85.71","","","0","0","","",""
"A. Jatta","Egypt 1.","El Gounah","LB","30","100000","2026-06-30","8","517","0","0.07","0","0.69","Gambia","","0","6.79","3.13","83.33","4.35","72","0.17","4.75","0","0.01","0","1","0.17","0","0","2.61","40","0.17","0","2.44","35.71","0.17","0.52","0","29.42","72.78","13.75","59.49","5.22","46.67","0.12","0","0","4.35","48","3.13","44.44","0.52","6.96","67.5","","","0","0","","",""
"Ahmed Meteb","Egypt 1.","National Bank of Egypt","LB","29","450000","2028-06-30","7","517","0","0.2","0","0.88","Egypt","left","0","7.49","5.92","70.59","2.96","35.29","0","5.06","0","0.04","0","5","0.87","20","0","5.4","32.26","1.91","72.73","5.22","56.67","1.22","1.39","0","41.78","76.67","15.84","73.63","3.48","45","0.15","0","0","5.22","73.33","5.92","41.18","0.87","8.53","77.55","","","0","0","","",""
"Ramez Medhat","Egypt 1.","Pharco","LWF, CF, AMF","26","0","","7","514","1","0.53","0","0.1","Egypt","right","0","2.45","3.33","52.63","4.38","20","0","0.66","0.18","0.09","0","3","0.53","33.33","33.333","0.18","0","3.5","55","12.61","33.33","1.23","2.8","0.18","21.89","86.4","5.43","74.19","0.53","100","0.02","0","0","1.75","70","1.4","50","0.88","2.45","71.43","","","0","0","","",""
"B. Touré","Egypt 1.","Pyramids","LDMF, LCMF, DMF","31","1500000","2026-06-30","7","513","1","0.22","0","0.17","Côte d'Ivoire","right","171","6.84","5.26","50","0.88","40","0.35","8.63","0.18","0.04","0","4","0.7","50","25","0.53","33.33","0.88","40","5.09","41.38","1.05","0.53","0","52.98","85.1","12.11","63.77","2.46","35.71","0.03","0","0","7.19","65.85","2.28","38.46","0.7","5.61","75","","","0","0","","",""
"Chico Banza","Egypt 1.","Zamalek","LAMF, LW, RWF","27","400000","2029-06-30","8","510","3","2.6","0","1.08","Angola","right","182","6.18","5.29","63.33","3.88","31.82","0.18","4.62","0.53","0.46","0","10","1.76","60","30","2.47","21.43","5.47","32.26","12.18","27.54","4.06","2.82","1.24","26.82","66.45","6.18","48.57","2.12","16.67","0.19","0","0.53","2.82","68.75","2.82","31.25","0.53","3.88","59.09","","","0","0","","",""
"R. Kabou","Egypt 1.","ENPPI","LWF, LAMF, RAMF","33","300000","","10","507","1","0.55","2","0.64","Tunisia","right","165","2.84","3.55","60","1.78","50","0","0.78","0.18","0.1","0","5","0.89","40","20","0.36","50","1.78","40","3.73","28.57","1.78","1.24","0.18","18.11","75.49","3.73","66.67","0.36","50","0.11","0","0.36","1.6","88.89","1.6","44.44","1.07","2.66","73.33","","","0","0","","",""
"Mahmoud Zalaka","Egypt 1.","Pyramids","RAMF, LAMF, LW","26","0","","9","506","2","1.42","0","0.39","Egypt","right","0","5.69","4.98","60.71","3.38","36.84","0","5.32","0.36","0.25","0.18","10","1.78","50","20","2.31","30.77","4.98","60.71","11.38","39.06","5.51","4.62","0.36","29.53","81.33","6.23","80","0","0","0.07","0.18","1.07","1.6","55.56","2.49","42.86","2.13","3.02","88.24","","","0","0","","",""
"N. Gradišar","Egypt 1.","Al Ahly","CF","23","400000","2029-06-30","10","505","3","3.24","0","0.1","Slovenia","right","187","2.32","2.14","50","5.7","31.25","0.18","2.69","0.53","0.58","0.18","14","2.5","50","21.429","0.36","0","0.18","100","3.74","42.86","4.28","0.53","0.36","21.56","76.03","3.03","47.06","0.53","33.33","0.02","0.18","0.18","1.43","75","1.07","50","1.43","1.43","50","","","0","0","","",""
"M. Medhat","Egypt 1.","Kahraba Ismailia","RCB, LCB","19","0","","5","500","0","0.02","0","0.03","Egypt","unknown","0","10.08","7.38","68.29","6.3","57.14","1.26","6.82","0","0","0","1","0.18","0","0","0.36","50","0","0","1.44","37.5","0.36","0","0","23.94","78.95","11.88","72.73","4.14","39.13","0.01","0","0","3.42","57.89","0.54","33.33","0.18","6.3","51.43","","","0","0","","",""
"Ahmed Madbouly","Egypt 1.","National Bank of Egypt","AMF, LCMF, DMF","31","350000","2027-06-30","12","494","0","0.12","1","1.18","Egypt","right","168","5.47","6.01","69.7","2.73","40","0","1.89","0","0.02","0","3","0.55","0","0","1.46","50","2.19","66.67","9.66","41.51","2","2.19","0.18","34.43","76.72","14.57","68.75","5.83","37.5","0.21","0.18","0.18","7.11","58.97","4.01","40.91","1.82","7.11","76.92","","","0","0","","",""
"Y. Oubaba","Egypt 1.","ENPPI","CF","26","0","2028-06-30","9","489","1","2.31","0","0","Morocco","","0","4.6","4.97","48.15","13.99","40.79","0","2.24","0.18","0.42","0","8","1.47","25","12.5","0.18","0","0.74","75","7.18","38.46","2.02","0","0","10.67","65.52","3.31","44.44","0.74","25","0","0","0.18","2.39","53.85","0.55","66.67","0.18","0.92","100","","","0","0","","",""
"Hossam Ashraf","Egypt 1.","Smouha","CF, LAMF","24","0","2029-06-30","12","489","0","2.16","1","0.48","Egypt","right","0","4.23","3.68","65","7.36","47.5","0","3.21","0","0.4","0","12","2.21","25","0","0.74","25","2.02","54.55","7.55","31.71","3.13","0.74","0","15.46","61.9","3.5","47.37","0.74","25","0.09","0.18","0.37","1.66","33.33","1.84","60","1.29","1.84","50","","","0","0","","",""
"Mahmoud El Badry","Egypt 1.","Haras El Hodood","LB, LAMF","26","0","2028-06-30","7","486","0","0","0","0","Egypt","left","185","7.59","5","62.96","1.11","66.67","0.19","5.81","0","0","0","0","0","0","0","1.67","33.33","1.11","83.33","3.52","47.37","0.19","0.37","0","30.93","70.06","15","62.96","6.11","51.52","0","0","0","5","48.15","1.85","50","0.56","7.78","66.67","","","0","0","","",""
"Islam Mohareb","Egypt 1.","El Geish","RWF, AMF, LCMF","34","200000","2026-06-30","9","478","0","0.93","0","0.05","Egypt","left","173","6.59","5.65","56.67","4.14","36.36","0","3.21","0","0.18","0","5","0.94","40","0","0.94","0","1.13","83.33","4.9","38.46","2.26","1.32","0","29.37","69.23","9.23","51.02","1.32","14.29","0.01","0","0","4.33","60.87","1.69","22.22","0.38","3.01","68.75","","","0","0","","",""
"Amr Saleh","Egypt 1.","Al Ittihad","LB, LAMF","30","150000","2026-06-30","8","475","0","0.09","0","0.11","Egypt","left","0","7.01","4.74","72","2.46","30.77","0","4.81","0","0.02","0","4","0.76","25","0","3.03","25","0.19","100","3.03","43.75","0.57","0.57","0","32.78","71.68","11.56","59.02","3.98","38.1","0.02","0","0","3.98","57.14","3.03","31.25","0.38","7.58","67.5","","","0","0","","",""
"A. Ismail","Egypt 1.","ENPPI","RAMF, DMF, LCMF","23","0","","9","472","0","0.95","2","0.5","Egypt","","191","7.63","6.86","69.44","7.06","18.92","0","3.3","0","0.18","0","7","1.33","57.14","0","0.19","0","2.48","53.85","6.48","26.47","2.48","2.1","0.38","16.59","72.41","4.96","76.92","1.53","62.5","0.1","0","0.38","2.29","83.33","0.57","33.33","0.57","2.1","72.73","","","0","0","","",""
"A. Ali","Egypt 1.","Al Masry","AMF, RCMF, RDMF","25","0","2028-06-30","9","469","0","1.11","0","0.11","Egypt","","0","9.02","6.91","61.11","1.73","44.44","0","7.34","0","0.21","0","5","0.96","40","0","1.92","40","1.54","87.5","7.29","36.84","3.26","1.34","0","34.16","68.54","13.82","59.72","2.49","30.77","0.02","0.38","0.19","6.14","65.63","3.26","41.18","0.58","6.72","68.57","","","0","0","","",""
"A. Dabash","Egypt 1.","Al Masry","AMF, RCMF, RDMF","25","0","2028-06-30","9","469","0","1.11","0","0.11","Egypt","","0","9.02","6.91","61.11","1.73","44.44","0","7.34","0","0.21","0","5","0.96","40","0","1.92","40","1.54","87.5","7.29","36.84","3.26","1.34","0","34.16","68.54","13.82","59.72","2.49","30.77","0.02","0.38","0.19","6.14","65.63","3.26","41.18","0.58","6.72","68.57","","","0","0","","",""
"S. Williams","Egypt 1.","Ghazl El Mehalla","LAMF, CF, LW","26","0","2028-06-30","5","462","0","0.72","0","0.2","Nigeria","","0","3.51","3.51","66.67","2.73","28.57","0","1.61","0","0.14","0","8","1.56","25","0","1.17","16.67","1.75","77.78","5.65","34.48","0.97","0.39","0","15.19","69.23","3.51","38.89","1.56","37.5","0.04","0","0.19","2.14","36.36","1.36","28.57","0.39","2.34","58.33","","","0","0","","",""
"P. Williams","Egypt 1.","Ghazl El Mehalla","LAMF, CF, LW","26","0","","5","462","0","0.72","0","0.2","Africa","","0","3.51","3.51","66.67","2.73","28.57","0","1.61","0","0.14","0","8","1.56","25","0","1.17","16.67","1.75","77.78","5.65","34.48","0.97","0.39","0","15.19","69.23","3.51","38.89","1.56","37.5","0.04","0","0.19","2.14","36.36","1.36","28.57","0.39","2.34","58.33","","","0","0","","",""
"R. Metwaly","Egypt 1.","Modern Sport","CF, RCMF, AMF","24","0","2029-06-30","12","458","1","0.74","0","0.67","Egypt","","0","4.72","5.11","57.69","2.16","27.27","0","2.84","0.2","0.14","0","9","1.77","33.33","11.111","1.57","37.5","1.57","12.5","6.68","17.65","1.77","0.98","0","28.69","73.97","9.43","68.75","3.14","50","0.13","0","0.39","3.14","62.5","2.55","53.85","1.18","4.72","70.83","","","0","0","","",""
"Amro Tarek","Egypt 1.","El Geish","LB","33","125000","2028-06-30","7","453","0","0.14","0","0.21","United States","left","189","9.34","5.36","70.37","1.59","75","0.6","6.67","0","0.03","0","1","0.2","0","0","1.99","10","0.79","25","1.59","37.5","0.6","0.6","0","24.24","68.03","14.11","64.79","4.57","43.48","0.04","0","0.2","4.17","57.14","1.79","11.11","0","8.15","60.98","","","0","0","","",""
"A. Randrianantenaina","Egypt 1.","El Gounah","LAMF, LW, LWF","25","0","","8","452","1","0.44","0","0","Madagascar","","0","6.37","5.97","60","4.38","50","0","2.63","0.2","0.09","0","8","1.59","37.5","12.5","0.4","0","4.38","45.45","10.95","30.91","1.99","1.79","0.2","20.71","76.92","3.98","65","1.59","37.5","0","0","0","1.79","66.67","0.4","0","0","1.79","33.33","","","0","0","","",""
"S. Maher","Egypt 1.","Wadi Degla","RB","29","0","","5","452","0","0.01","0","0.03","Egypt","right","0","9.16","5.18","69.23","3.78","42.11","0","8.41","0","0","0","2","0.4","0","0","1","20","0.6","100","3.98","55","0","1.59","0","37.83","81.58","16.92","71.76","4.58","65.22","0.01","0","0.2","3.98","60","1.19","50","0.4","7.96","67.5","","","0","0","","",""
"Mahmoud Emad","Egypt 1.","National Bank of Egypt","DMF, RDMF, LDMF","27","150000","2028-06-30","7","447","1","0.18","0","0.47","Egypt","right","0","6.85","5.23","73.08","3.22","37.5","0.6","5.12","0.2","0.04","0","5","1.01","40","20","0.4","50","1.01","60","5.03","60","0.4","0.6","0","43.09","81.31","15.3","61.84","6.64","54.55","0.1","0","0.2","7.65","63.16","1.41","14.29","0.4","7.65","68.42","","","0","0","","",""
"Mohamed Reda","Egypt 1.","Pyramids","AMF, LCMF","25","1000000","2028-06-30","8","444","0","0.66","0","0.61","Egypt","right","0","5.07","5.88","65.52","2.03","40","0.2","2.65","0","0.13","0","11","2.23","27.27","0","1.82","11.11","2.23","63.64","10.54","42.31","4.86","1.01","0","24.73","68.03","8.72","58.14","2.64","53.85","0.12","0.41","0.41","3.04","66.67","2.84","42.86","1.82","4.86","70.83","","","0","0","","",""
"I. El Nagaway","Egypt 1.","Ismaily","RB, RW, LB","17","0","","5","444","0","0.11","0","0.47","Egypt","","0","8.11","6.89","70.59","2.03","40","0","3.28","0","0.02","0","2","0.41","100","0","2.43","16.67","1.62","50","4.26","42.86","1.22","0.81","0.2","18.65","77.17","4.26","66.67","1.22","66.67","0.09","0","0.2","1.82","66.67","1.82","22.22","0.2","3.24","62.5","","","0","0","","",""
"Ahmed Abdel Rahman Zola","Egypt 1.","El Geish","RWB, RW, LAMF","32","300000","","11","442","0","0.25","1","0.69","Egypt","right","161","5.09","5.09","48","0.61","33.33","0","2.7","0","0.05","0","4","0.81","50","0","3.46","29.41","2.04","50","7.94","46.15","1.22","1.63","0.41","29.93","76.19","10.18","66","3.87","52.63","0.14","0","0.61","5.09","56","4.07","50","1.63","4.89","75","","","0","0","","",""
