"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","Assists","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Successful attacking actions per 90","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Second assists per 90","Smart passes per 90","Accurate smart passes, %","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %"
"L. Crepulja","Croatia 1.","Slaven Belupo","LDMF, RDMF, DMF","32","450000","2026-06-30","9","465","0","0","Bosnia and Herzegovina","right","178","7.55","5.03","53.85","1.74","77.78","0.39","5.7","0.39","0","0","0","0","0","0","0.58","66.67","0","0","1.55","50","0","0.58","0","47.42","86.53","15.87","73.17","4.26","45.45","0.01","0","0","0","0","8.32","69.77","1.35","28.57","0.19","6.58","64.71"
"Z. Katalinić","Croatia 1.","Slaven Belupo","RB, RCB, LB","21","0","2026-06-30","7","458","0","0","Croatia","right","0","6.29","5.9","56.67","3.34","47.06","0.2","3.75","0.79","0","0","0","0","0","0","1.18","50","0.39","50","2.55","38.46","0.2","2.95","0.59","34.19","82.76","14.54","68.92","3.93","55","0.04","0","0","0","0.2","5.7","68.97","2.16","54.55","0.59","6.88","71.43"
"L. Stojković","Croatia 1.","Dinamo Zagreb","LCMF, AMF, LW","22","1500000","2028-06-19","9","457","1","1","Croatia","right","182","5.91","3.74","57.89","2.36","50","0","6.07","2.56","0.2","0.22","0","2.95","40","6.667","1.38","28.57","1.58","62.5","8.27","33.33","2.95","1.58","0.39","38.6","85.71","8.86","75.56","1.58","87.5","0.3","0","0.2","0","0.2","3.15","93.75","2.76","57.14","1.18","5.51","82.14"
"D. Antolić","Croatia 1.","Lokomotiva Zagreb","LCMF, AMF, RDMF","35","600000","","7","455","1","0","Croatia","right","179","5.34","4.75","54.17","1.98","20","0.2","3.46","1.98","0","0.28","0","1.38","14.29","14.286","2.18","45.45","1.19","66.67","5.74","48.28","1.98","2.18","0","49.05","89.11","13.85","84.29","4.15","71.43","0.08","0.2","0","0","0.4","6.53","78.79","2.18","63.64","0.99","6.13","74.19"
"M. Bakrar","Croatia 1.","Dinamo Zagreb","RWF, RAMF, RW","24","1200000","2028-06-30","9","438","4","1","Algeria","right","183","4.93","3.49","58.82","3.49","35.29","0","4.72","3.7","0.82","0.28","0","3.49","29.41","23.529","2.05","30","3.7","55.56","11.1","44.44","4.93","2.47","0.21","22.4","69.72","4.52","50","0.82","0","0.04","0","0","0","0.21","1.64","50","1.64","62.5","1.23","3.49","58.82"
"I. Lepinjica","Croatia 1.","Slaven Belupo","CF, LCMF, AMF","26","0","2026-05-31","9","428","0","0","Croatia","","0","4.21","3.79","61.11","6.52","16.13","0","2.22","0.63","0","0.11","0","0.63","33.33","0","1.05","0","1.05","40","5.89","14.29","1.89","0.42","0","17.24","69.51","4.21","35","0.84","0","0","0.21","0","0","0","1.26","66.67","1.26","16.67","0","1.26","16.67"
"I. Fiolić","Croatia 1.","Gorica","RW, RAMF, AMF","29","700000","2025-12-31","13","425","0","0","Croatia","left","176","2.96","2.33","54.55","0.85","25","0","2.04","1.91","0","0.13","0","1.91","44.44","0","1.06","40","1.69","25","4.24","15","2.12","1.06","0.21","33.88","74.38","11.01","63.46","5.93","60.71","0.09","0","0.64","33.33","0.21","5.51","57.69","3.18","53.33","1.91","7.62","86.11"
"G. Vidović","Croatia 1.","Dinamo Zagreb","LAMF, LW","21","3500000","","7","423","1","0","Germany","right","180","5.11","5.32","60","0.64","33.33","0","2.96","1.91","0.21","0.16","0","1.91","22.22","11.111","0.43","0","3.62","41.18","13.19","43.55","2.34","1.49","0.43","31.49","86.49","5.53","69.23","1.28","66.67","0.01","0","0","0","0","2.13","70","1.06","60","0.85","2.55","58.33"
"D. Mulac","Croatia 1.","Vukovar","RCB, RCMF, DMF","26","400000","","6","421","0","0","Croatia","right","185","9.62","3.85","50","2.35","27.27","1.71","9","0.64","0","0.06","0","0.86","50","0","0.21","100","0","0","0.64","33.33","0.43","0.43","0","30.57","78.32","12.83","70","4.06","36.84","0","0","0","0","0","3.85","44.44","1.07","20","0","4.7","68.18"
"R. Jurišić","Croatia 1.","Osijek","LB, LWB","24","1000000","2027-06-30","6","420","0","1","Croatia","left","173","7.29","6.86","62.5","3","64.29","0","3.53","0.64","0","0.01","0","0.43","50","0","2.14","10","0.21","100","3","35.71","1.5","2.79","0.64","48.21","80.89","19.5","70.33","4.5","57.14","0.02","0","0.43","0","0.21","7.29","61.76","2.36","36.36","0.64","7.71","69.44"
"A. Gojak","Croatia 1.","Rijeka","RAMF, RDMF, LW","28","500000","2026-06-30","10","413","0","0","Bosnia and Herzegovina","right","184","7.63","7.63","60","3.05","21.43","0","4.53","2.62","0","0.23","0","1.74","62.5","0","2.4","18.18","1.74","62.5","4.79","50","1.96","1.31","0.22","29.2","76.87","7.85","69.44","1.74","50","0.09","0","0","0","0.22","3.49","56.25","3.92","44.44","1.09","3.49","75"
"J. Biljan","Croatia 1.","Vukovar","RDMF, RCMF","30","100000","","5","407","0","0","Croatia","right","178","5.31","5.09","60.87","3.1","71.43","0","2.18","0.66","0","0.08","0","0.22","0","0","0.66","33.33","0.66","66.67","2.65","58.33","1.33","1.11","0","23.66","87.85","6.63","80","1.77","62.5","0.03","0","0","0","0.22","3.1","85.71","0.66","33.33","0.22","4.42","65"
"A. Liber","Croatia 1.","Slaven Belupo","AMF, LCMF, LDMF","24","400000","2026-05-31","11","399","1","0","Croatia","right","171","6.32","7.44","51.52","1.13","0","0.23","3.19","1.13","0.23","0.12","0","0.9","25","25","0.68","0","2.48","36.36","6.54","20.69","1.58","1.13","0.23","22.78","75.25","6.77","46.67","1.8","62.5","0.01","0","0","0","0.45","4.06","61.11","1.8","37.5","0.45","2.03","66.67"
"P. Tabinas","Croatia 1.","Vukovar","RB","23","0","2026-06-30","6","397","0","1","Japan","right","185","9.75","7.71","67.65","2.72","50","0.68","5.08","2.95","0","0","0","0.23","0","0","3.63","37.5","2.72","58.33","5.21","47.83","1.13","2.04","0","20.63","73.63","5.89","53.85","2.49","54.55","0.16","0","0","0","0.68","0.91","50","2.72","33.33","0","3.85","58.82"
"L. Dajcer","Croatia 1.","Lokomotiva Zagreb","LCB, LB","24","300000","","5","395","0","0","Croatia","","0","4.78","5.24","52.17","4.56","70","0","2.55","0.68","0","0.02","0","0.46","50","0","0.91","25","0.46","50","3.42","40","0.46","2.28","0","44.2","80.93","22.33","73.47","5.7","32","0","0","0","0","0","5.01","81.82","1.59","14.29","0","8.2","66.67"
"L. Hodak","Croatia 1.","Hajduk Split","RB","19","0","","5","393","0","0","Croatia","unknown","0","10.76","7.33","68.75","3.66","43.75","0.46","7.22","1.37","0","0.01","0","0.69","0","0","1.15","40","0.92","100","4.58","40","0.23","2.06","0.69","32.52","84.51","11.45","78","2.06","44.44","0.01","0","0.23","0","0","2.75","75","1.6","28.57","0","5.95","53.85"
"R. Abdullazada","Croatia 1.","Varaždin","RAMF","24","300000","2026-06-30","8","387","0","0","Azerbaijan","left","178","7.67","6.74","58.62","1.86","37.5","0.23","4.75","2.09","0","0.04","0","1.16","20","0","2.09","11.11","3.95","41.18","9.77","26.19","2.56","1.86","0.7","26.74","79.13","3.95","76.47","1.16","80","0.04","0","0","0","0","0.93","75","1.16","40","0.47","3.49","66.67"
"D. Melnjak","Croatia 1.","Hajduk Split","LB","33","1500000","","7","385","0","1","Croatia","left","179","8.42","4.68","65","3.04","38.46","0","9.09","1.87","0","0.06","0","0.7","33.33","0","3.27","50","0","0","1.87","50","1.87","1.17","0.47","47.69","75.49","18.94","64.2","5.14","50","0.05","0","0.23","0","0.23","7.01","63.33","4.68","60","1.4","13.79","67.8"
"O. Bakić","Croatia 1.","Gorica","RW, LAMF, LCMF","22","100000","2026-06-15","9","376","1","0","Montenegro","right","178","7.18","5.74","58.33","2.39","20","0","4.19","1.91","0.24","0.17","0","1.68","42.86","14.286","1.2","40","1.2","60","5.03","52.38","1.44","0.96","0.24","28.96","83.47","6.46","74.07","1.44","50","0.02","0","0.24","0","0.24","3.11","53.85","1.44","33.33","0","2.87","75"
"M. Pérez Vinlof","Croatia 1.","Dinamo Zagreb","LB","19","0","2029-06-30","7","370","0","0","Sweden","left","178","8.27","8.76","58.33","1.46","50","0.73","6.39","4.14","0","0","0","0","0","0","4.38","33.33","2.92","91.67","5.35","72.73","0.73","1.95","0.73","53.03","77.52","18.24","66.67","5.84","37.5","0.02","0","0","0","0.24","5.11","71.43","4.62","36.84","0.73","8.51","54.29"
"M. Pilj","Croatia 1.","Vukovar","LDMF, RDMF, RCMF","28","400000","","6","369","0","0","Croatia","right","165","5.85","5.61","69.57","0.49","0","0.24","2.33","0.49","0","0.03","0","0.73","33.33","0","0.24","0","0.24","100","3.17","53.85","1.22","0.98","0","39.02","85.63","13.17","70.37","2.68","63.64","0.03","0","0.24","0","0","4.15","70.59","0.73","33.33","0.24","5.61","60.87"
"M. Šitum","Croatia 1.","Lokomotiva Zagreb","RWB, RB","33","400000","","7","369","0","1","Croatia","right","177","7.07","5.37","81.82","2.68","63.64","0","3.75","3.9","0","0.08","0","0.73","0","0","4.88","40","2.44","80","5.37","72.73","1.22","3.17","0.49","40.49","83.73","10.49","86.05","2.68","72.73","0.52","0","0","0","1.95","3.66","80","5.37","54.55","1.22","7.8","78.13"
"Gonzalo Villar","Croatia 1.","Dinamo Zagreb","LDMF, LCMF","27","3000000","2027-06-30","9","363","1","0","Spain","right","181","4.96","4.46","44.44","1.24","80","0","5.16","2.73","0.25","0.09","0","1.24","40","20","1.74","42.86","1.98","75","12.64","50.98","0.74","2.48","0","49.09","88.89","13.88","80.36","3.47","71.43","0.06","0","0","0","0","7.69","83.87","3.22","38.46","0.74","6.2","96"
"L. Mamić","Croatia 1.","Varaždin","AMF, LCMF","23","0","","7","353","1","0","Croatia","right","185","6.12","4.33","76.47","6.37","44","0","3.63","3.57","0.25","0.21","0","2.55","40","10","0.51","0","4.59","55.56","9.94","35.9","2.8","3.06","0.51","28.3","77.48","8.16","59.38","2.29","33.33","0.01","0","0.25","0","0","3.82","86.67","2.29","0","0","3.82","73.33"
"I. Božić","Croatia 1.","Slaven Belupo","LAMF, RAMF, CF","28","600000","2026-06-15","4","345","1","0","Croatia","right","181","4.96","4.43","64.71","3.13","50","0","2.17","2.61","0.26","0.32","0","1.83","57.14","14.286","2.09","37.5","1.83","42.86","6.52","20","4.96","2.35","0","18.78","72.22","3.13","50","0.26","0","0.16","0","0","0","0.78","0.78","33.33","1.83","28.57","0.26","1.3","40"
"M.  Nasraoui","Croatia 1.","Istra 1961","RB, LCB","23","0","2029-06-30","6","343","0","0","Tunisia","right","186","11.81","6.56","64","2.62","60","0.52","10.24","1.57","0","0.02","0","0.52","100","0","1.31","0","1.31","80","5.25","50","1.05","0.26","0.26","37","79.43","14.43","74.55","4.72","55.56","0.02","0","0","0","0","3.41","76.92","1.31","40","0.79","8.4","59.38"
"B. Bogojević","Croatia 1.","Rijeka","LB, LAMF, RB","27","350000","2026-06-30","9","340","1","0","Croatia","right","182","6.62","5.56","76.19","2.12","50","0","3.16","2.65","0.26","0.1","0","1.32","20","20","1.85","42.86","3.71","42.86","8.21","29.03","2.38","5.03","1.06","23.29","73.86","7.94","70","1.85","71.43","0.04","0","0","0","0.26","1.85","85.71","1.85","57.14","0.79","5.56","47.62"
"F. Živković","Croatia 1.","Osijek","RAMF, RW","19","0","2026-01-31","10","335","0","0","Croatia","left","0","7.25","7.25","48.15","3.22","16.67","0","6","4.03","0","0.36","0","2.69","10","0","1.88","28.57","7.52","42.86","15.58","36.21","3.76","1.61","0.27","22.3","75.9","4.57","64.71","1.61","33.33","0.04","0","0.54","0","0","1.07","50","1.88","57.14","1.34","2.69","90"
"Rafael Camacho","Croatia 1.","Vukovar","LAMF, RAMF, RW","25","1000000","","8","333","0","1","Portugal","right","175","5.14","4.59","64.71","2.7","30","0","2.07","2.97","0","0.05","0","1.08","25","0","2.97","54.55","2.97","36.36","9.46","20","2.16","1.89","0","15.95","72.88","3.24","50","1.35","40","0.12","0","0","0","0.54","1.08","50","1.35","80","0.27","2.43","66.67"
"M. Ndockyt","Croatia 1.","Rijeka","RAMF, RCMF","27","500000","","7","331","1","0","Congo","left","169","10.06","10.88","60","2.72","40","0","4","1.09","0.27","0.33","0","1.09","25","25","1.36","20","1.36","40","6.25","43.48","2.72","0","0","28.01","79.61","7.89","65.52","1.9","57.14","0.12","0","0","0","0.54","2.99","81.82","1.09","25","0.82","4.35","62.5"
"A. Jurilj","Croatia 1.","Vukovar","RAMF","29","400000","2026-05-31","4","329","0","0","Croatia","right","187","3.56","3.01","72.73","1.37","60","0","1.63","3.56","0","0.05","0","0.27","0","0","4.38","37.5","3.01","63.64","7.39","48.15","2.46","0.82","0.27","19.42","63.38","5.74","71.43","1.91","42.86","0.27","0","0","0","1.37","0.82","66.67","4.38","37.5","0.82","3.56","76.92"
"F. Taraba","Croatia 1.","Istra 1961","RB, LB","19","0","2029-06-30","6","328","0","0","Bosnia and Herzegovina","right","0","8.51","7.41","44.44","2.2","62.5","0.27","5.57","0.82","0","0","0","0","0","0","1.37","20","1.37","40","2.74","50","0.27","0.27","0.27","41.43","84.11","15.09","70.91","6.04","45.45","0.02","0","0","0","0.27","6.04","59.09","2.2","25","0.27","7.41","77.78"
"N. Tepšić","Croatia 1.","Varaždin","RCB, LB, RB","23","150000","2026-05-31","6","323","0","0","Serbia","right","185","16.16","11.7","76.19","3.62","53.85","0.84","7.59","0.56","0","0","0","0.28","0","0","0.84","33.33","0.28","100","1.67","66.67","0.84","0.84","0.56","33.99","78.69","15.6","66.07","4.74","47.06","0.02","0","0","0","0.28","3.62","30.77","1.67","16.67","0","6.41","60.87"
"M. Vuk","Croatia 1.","Varaždin","LAMF, RAMF, LWF","25","400000","","8","311","0","0","Croatia","right","183","3.47","2.89","60","2.03","42.86","0.29","2.4","3.18","0","0.16","0","1.74","16.67","0","2.6","33.33","3.47","58.33","9.26","40.63","2.03","1.74","0.29","28.36","67.35","10.42","55.56","1.45","20","0.04","0","0","0","0","4.34","53.33","2.03","28.57","0.29","4.05","78.57"
"B. Durdov","Croatia 1.","Hajduk Split","RAMF","17","0","2027-06-30","8","308","0","1","Croatia","left","175","5.55","6.14","61.9","0.58","0","0","2.68","2.92","0","0.13","0","3.21","9.09","0","2.92","40","5.84","25","9.35","21.88","3.8","1.46","0.29","22.5","64.94","5.26","50","2.63","44.44","0.12","0","0","0","0.29","3.51","66.67","2.63","33.33","0","5.55","52.63"
"A. Jakir","Croatia 1.","Slaven Belupo","LB","22","0","","7","302","0","0","Croatia","","182","11.03","6.85","69.57","2.09","71.43","0.3","8.33","3.28","0","0.01","0","0.3","100","0","5.36","33.33","2.09","57.14","4.17","57.14","0","0.6","0","39.93","73.88","17.88","63.33","7.45","40","0.02","0","0","0","0.3","5.96","40","4.77","43.75","0.6","7.15","83.33"
"D. Adu-Adjei","Croatia 1.","Rijeka","CF","20","0","","7","299","2","0","England","","0","1.81","1.51","80","5.72","26.32","0.3","0.98","3.31","0.6","0.78","0","4.21","50","14.286","0","0","1.2","100","9.93","42.42","5.12","0.9","0","7.83","65.38","0.9","66.67","0","0","0","0","0","0","0.3","0.6","50","0.3","100","0","0.6","50"
"Édgar González","Croatia 1.","Hajduk Split","LCB, CB","28","3000000","","4","299","0","0","Spain","right","193","9.03","5.12","76.47","5.12","64.71","1.2","6.62","0","0","0","0","0","0","0","0","0","0.3","0","1.81","16.67","0.3","2.11","0.3","75.25","93.2","28.9","87.5","4.21","42.86","0","0","0","0","0","7.53","80","0.3","0","0.3","12.34","75.61"
"M. Bangura","Croatia 1.","Istra 1961","CF","22","150000","","9","271","2","0","Netherlands","right","188","1.99","1.33","25","6.31","42.11","0.33","2.08","1","0.66","0.44","0","2.32","42.86","28.571","0.33","0","0.66","0","9.63","3.45","2.32","1","0","12.62","71.05","1.99","50","1","33.33","0","0","0","0","0","0.33","0","0.33","0","0.66","0.33","0"
"M. Barać","Croatia 1.","Slaven Belupo","RB, LB","25","0","","3","248","0","0","Croatia","right","0","6.53","3.63","60","2.18","66.67","0.36","6","2.54","0","0.03","0","0.73","0","0","6.53","22.22","2.54","42.86","3.99","45.45","0.36","1.09","0","34.84","65.63","11.25","58.06","5.44","66.67","0.02","0","0.36","0","0.36","4.35","75","6.9","36.84","1.09","9.44","73.08"
"R. Punčec","Croatia 1.","Varaždin","RCB, LCB","33","250000","","6","246","0","0","Croatia","both","187","9.51","5.12","71.43","1.83","40","1.1","6.62","0","0","0","0","0","0","0","0","0","0","0","0.73","50","0.37","0.37","0","40.61","87.39","17.93","79.59","3.66","60","0","0","0","0","0","2.56","42.86","0","0","0","5.85","68.75"
"M. Leovac","Croatia 1.","Lokomotiva Zagreb","LB, LCB","37","100000","2026-06-15","7","239","0","0","Austria","left","180","5.65","4.52","58.33","2.64","28.57","0.38","4.04","2.26","0","0","0","0.38","0","0","3.77","40","0.75","100","1.13","66.67","0","0.38","0.38","40.29","76.64","18.83","70","6.03","50","0","0","0","0","0","6.03","62.5","4.9","38.46","0.75","10.92","79.31"
"Y. Benrahou","Croatia 1.","Hajduk Split","CF","26","0","2026-05-31","4","238","2","0","France","left","172","4.16","3.78","90","1.13","33.33","0","0.73","3.78","0","0.59","0","1.89","40","40","2.65","57.14","1.89","60","7.94","52.38","1.89","1.51","0","36.68","85.57","4.92","53.85","1.89","40","0.3","0","0.76","50","1.13","4.54","75","3.03","37.5","0","3.78","90"
"A. Kalik","Croatia 1.","Hajduk Split","AMF, CF, RDMF","28","1000000","2026-05-31","9","234","1","0","Australia","right","180","7.69","8.46","77.27","3.08","25","0","1.18","3.08","0.38","0.37","0","2.69","42.86","14.286","0","0","1.92","80","7.31","36.84","2.31","0.38","0","15.38","82.5","3.85","80","0.38","100","0","0","0.38","100","0","2.31","66.67","1.54","75","0.77","0.77","100"
"A. Erceg","Croatia 1.","Gorica","CF","35","200000","2026-06-30","5","227","1","0","Croatia","right","180","2.38","2.38","66.67","2.78","0","0","1.13","5.95","0.4","0.63","0","5.55","42.86","7.143","0.79","50","3.57","88.89","9.91","48","8.33","3.96","1.19","31.32","81.01","4.36","54.55","1.19","66.67","0.16","0","0","0","0.79","1.19","0","0.4","100","1.98","1.19","33.33"
"T. Knöll","Croatia 1.","Vukovar","CF","28","600000","","5","223","0","0","Germany","right","184","3.63","3.23","62.5","2.83","57.14","0","1.85","0","0","0","0","0.4","0","0","0.4","0","0.4","0","6.05","13.33","0.4","0","0","12.51","77.42","4.04","60","0","0","0","0","0.4","0","0","1.61","75","0.81","50","0","2.02","40"
