"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","Assists","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Successful attacking actions per 90","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Second assists per 90","Smart passes per 90","Accurate smart passes, %","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %"
"F. Bassey","Slovakia 1.","DAC","CF, RWF, LAMF","26","400000","2025-12-31","9","468","3","0","Nigeria","right","185","2.31","1.92","80","3.65","47.37","0","1.18","2.69","0.58","0.3","0.38","2.31","50","25","0.19","0","2.5","61.54","7.5","46.15","3.08","0.96","0","13.08","79.41","2.31","50","0.19","100","0.09","0","0","0","0.38","1.15","66.67","1.15","83.33","0.96","2.5","92.31"
"J. Nsumoh","Slovakia 1.","Trenčín","LW, LWF","24","125000","","11","442","0","0","Nigeria","right","170","3.46","3.46","64.71","1.22","16.67","0","1.61","6.92","0","0.16","0","2.44","25","0","4.07","30","9.77","50","17.31","47.06","3.26","5.29","0.2","19.55","79.17","2.85","78.57","0.61","100","0","0.2","0.2","100","0","0","0","3.26","50","0.61","2.24","81.82"
"A. Djerlek","Slovakia 1.","Trenčín","LCMF, RCMF","25","200000","","9","440","0","0","Serbia","right","172","5.52","4.5","68.18","0.82","50","0.2","3.03","1.84","0","0.12","0","1.23","66.67","0","1.02","40","0.61","100","4.5","22.73","1.64","3.07","0","32.93","84.47","10.64","76.92","2.66","53.85","0.16","0","0","0","0.2","4.91","79.17","2.25","45.45","0.61","6.34","80.65"
"K. Gruszkowski","Slovakia 1.","DAC","RWB, RB","24","200000","","8","438","0","1","Poland","right","183","8.42","9.45","63.04","2.26","81.82","0","4","3.49","0","0.17","0","1.23","50","0","3.49","47.06","1.64","75","2.67","46.15","2.26","1.64","0.21","38.63","74.47","13.56","62.12","3.29","43.75","0.09","0","0","0","0.41","6.16","63.33","2.88","57.14","0.62","8.84","67.44"
"C. Badolo","Slovakia 1.","Spartak Trnava","LW, LAMF, CF","26","750000","2027-06-30","9","423","0","0","Burkina Faso","right","178","4.47","4.26","80","2.13","10","0","1.42","1.7","0","0","0","0.21","100","0","2.34","9.09","3.19","40","8.72","39.02","1.49","1.28","0","25.32","72.27","5.32","64","1.91","22.22","0.07","0","0","0","0.43","2.13","50","2.98","21.43","1.06","4.26","80"
"T. Jibril","Slovakia 1.","Skalica","CF, AMF","26","125000","2026-06-30","10","410","0","0","Nigeria","right","181","3.73","3.29","53.33","5.71","19.23","0","2.52","1.76","0","0.17","0","1.76","50","0","0","0","2.63","33.33","7.24","24.24","3.51","0.44","0","15.37","81.43","2.2","80","0.22","100","0.07","0.22","0","0","0.22","1.54","57.14","0.88","50","0.88","1.54","85.71"
"L. Prokop","Slovakia 1.","Žilina","CF, RWF, RW","20","0","2027-06-30","18","403","1","1","Slovakia","","181","3.13","5.36","29.17","4.69","28.57","0","2.77","3.8","0.22","0.55","0","3.35","20","6.667","2.46","45.45","3.35","60","8.93","42.5","4.24","1.12","0.22","13.18","57.63","3.8","41.18","0.67","66.67","0.14","0.22","0.22","0","0.45","0.45","0","0.67","100","0.67","2.01","44.44"
"S. Kóša","Slovakia 1.","Spartak Trnava","LCB, RCB","20","1200000","2028-06-30","4","393","0","0","Slovakia","right","190","11.22","7.33","78.13","3.89","64.71","0.69","7.59","0.23","0","0.05","0","0.46","0","0","0.23","100","0.23","0","0.92","75","0.46","1.15","0","44.89","87.76","20.38","80.9","6.18","51.85","0.03","0","0","0","0","9.16","70","0.69","100","0.46","9.85","79.07"
"G. Kenzhebek","Slovakia 1.","FC Košice","LWF, CF","22","150000","","9","393","1","1","Kazakhstan","right","177","7.1","8.47","48.65","0.69","0","0","3.51","4.35","0.23","0.4","0","3.21","28.57","7.143","1.15","0","6.18","55.56","12.6","41.82","8.47","4.81","1.15","21.53","74.47","4.58","70","0.46","50","0.23","0","0","0","0.69","0.46","100","2.75","75","4.58","2.98","76.92"
"José Callejón","Spain 3.","Marbella","CF, LWF","38","800000","","38","3617","11","6","Spain","right","178","2.84","2.44","66.33","1.87","41.33","0.05","1.58","2.86","0.27","0.21","0.05","1.79","44.44","15.278","1.94","47.44","1.84","55.41","6.84","44","1.52","1.44","0.25","35.13","82.22","9.75","69.13","2.81","63.72","0.17","0.07","0.3","41.67","0.42","5.25","72.99","3.14","59.52","0.92","6.22","84"
"Gonzalo García","Spain 3.","Real Madrid Castilla","CF, LWF","21","0","","36","3425","25","2","Spain","right","168","3.86","2.76","52.38","4.18","45.91","0.11","3.07","3.63","0.5","0.57","0.13","2.6","54.55","25.253","0.81","35.48","3.36","53.91","8.65","37.99","3.52","1.5","0.29","25.36","78.65","6.67","64.96","1.6","47.54","0.06","0.08","0.29","36.36","0.26","3.28","69.6","1.55","54.24","0.74","3.55","71.85"
"C. Omoigui","Spain 3.","Fuenlabrada","CF","30","400000","2027-06-30","35","3188","10","1","Spain","left","181","2.29","1.69","66.67","2.71","42.71","0.06","1.38","1.98","0.2","0.28","0.06","2.17","33.77","12.987","1.19","30.95","1.58","51.79","10.19","28.25","2.46","0.42","0.11","22.3","77.72","5.17","59.02","1.44","47.06","0.06","0.03","0.34","16.67","0.25","3.22","60.53","1.78","42.86","0.68","2.26","71.25"
"Manu Nieto","Spain 3.","FC Andorra","CF, RW","27","500000","2026-06-30","40","3150","14","2","Spain","right","183","4.74","3.86","63.7","4.89","38.6","0.23","3.94","2.57","0.31","0.42","0","3","35.24","13.333","0.83","10.34","2.91","49.02","12.51","26.71","3.14","2.23","0.29","20.86","76.99","3.8","61.65","0.54","31.58","0.03","0.03","0.09","0","0.2","1.4","65.31","1.03","36.11","0.49","1.57","61.82"
"Antoñín Cortés","Spain 3.","Gimnàstic Tarragona","CF","25","300000","2026-06-30","41","3130","10","4","Spain","right","182","2.24","2.04","63.38","3.16","33.64","0.06","1.27","4.2","0.29","0.33","0.09","2.19","48.68","13.158","1.96","25","4.83","53.57","12.28","37.24","3.45","1.87","0.49","14.03","69.06","2.79","65.98","0.6","38.1","0.08","0.09","0.06","100","0.4","1.12","58.97","1.64","45.61","0.66","1.75","73.77"
"Mario Losada","Spain 3.","Alcoyano","CF","28","250000","","35","3119","10","0","Spain","right","175","3.72","2.48","59.3","7.62","28.03","0.17","2.73","1.64","0.26","0.34","0","2.19","43.42","13.158","0.92","12.5","1.44","40","9.44","26.61","3.49","0.43","0","16.3","66.9","4.21","53.42","0.55","63.16","0.03","0","0.14","0","0.12","1.85","39.06","1.18","39.02","0.66","1.33","67.39"
"Pablo Fernández","Spain 3.","Gimnàstic Tarragona","CF, AMF","29","300000","","40","3090","15","2","Spain","right","192","5.21","3.9","56.72","10.66","46.99","0.03","4.05","2.56","0.44","0.3","0.23","2.18","46.67","20","1.46","34","1.89","53.85","7.83","34.57","3.29","0.93","0.23","21.29","69.77","5.83","57.5","1.11","63.16","0.08","0.09","0.03","100","0.29","2.74","63.83","1.46","58","0.61","3.41","66.67"
"A. Fuentes","Spain 3.","Tarazona","CF, LW","28","200000","2025-06-30","35","3074","16","1","Spain","left","186","3.31","3.13","57.94","4.77","38.04","0.03","1.73","3.63","0.38","0.41","0.12","2.28","42.31","20.513","1.52","25","4.04","55.07","12.71","30.88","3.37","1.7","0.59","12.03","63.5","2.64","51.11","0.79","59.26","0.07","0.06","0.18","33.33","0.26","1.29","59.09","1.67","36.84","0.61","1.73","76.27"
"Sergio Benito","Spain 3.","Real Unión","CF","26","200000","2025-06-30","36","2972","8","2","Spain","right","174","1.97","2.3","50","1.64","27.78","0.03","1.06","2.42","0.21","0.26","0","2","39.39","12.121","1","21.21","2.94","48.45","9.66","29.78","3.76","1.82","0.42","14.17","77.35","1.85","59.02","0.45","46.67","0.05","0","0","0","0.21","0.67","63.64","0.73","62.5","0.7","0.91","46.67"
"L. de León","Spain 3.","FC Andorra","CF","24","300000","","41","2971","15","2","Uruguay","right","185","3.09","2.88","51.58","3.82","34.92","0","2.72","2.73","0.36","0.4","0.06","2.03","44.78","22.388","0.67","36.36","2.82","51.61","13.21","32.57","3.27","1.48","0.33","16.81","76.76","3.67","63.64","0.7","60.87","0.11","0.03","0.18","66.67","0.36","1.7","73.21","1.12","75.68","0.85","2.24","62.16"
"Álex Gallar","Spain 3.","Ibiza","CF, RW, AMF","33","600000","","35","2948","7","10","Spain","left","178","3.21","2.75","63.33","0.92","33.33","0.03","2.11","3.08","0.18","0.18","0.03","2.08","32.35","10.294","2.14","27.14","3.21","45.71","9.07","38.72","1.53","1.8","0.09","44.33","81.06","13.28","72.41","3.6","48.31","0.21","0.06","0.52","70.59","0.67","7.11","69.96","4.64","47.37","1.8","8.67","86.97"
"Victor Muñoz","Spain 3.","Real Madrid Castilla","CF, RWF, RAMF","22","0","","34","2928","11","6","Spain","right","173","4.09","4.12","60.45","1.69","30.91","0.03","2.02","6.45","0.34","0.28","0","2.37","49.35","14.286","4.18","36.03","6.89","53.57","14.29","37.85","3.47","3.93","1.29","21.21","72.61","3.75","68.03","0.49","31.25","0.13","0.06","0.12","75","0.52","1.57","62.75","3.26","50","0.65","2.98","84.54"
"Manu Justo","Spain 3.","Cultural Leonesa","CF, AMF","29","400000","2025-06-30","36","2779","13","1","Spain","right","174","2.33","1.72","49.06","4.21","32.31","0.03","2.09","2.33","0.32","0.49","0.1","2.75","36.47","15.294","0.91","25","1.72","64.15","8.16","32.14","4.21","1.17","0.23","12.21","71.09","2.82","60.92","0.55","35.29","0.09","0","0","0","0.23","1.1","61.76","1.13","40","0.78","1.55","70.83"
"Juan Carlos Real","Spain 3.","Real Murcia","CF, AMF","34","600000","","37","2763","6","4","Spain","right","184","3.26","4.56","45","2.64","34.57","0","1.57","2.38","0.16","0.26","0","1.43","50","13.636","1.21","29.73","2.02","56.45","8.05","39.27","1.92","1.27","0.07","20.49","75.99","6.48","65.33","1.53","55.32","0.14","0","0.29","55.56","0.42","3.32","66.67","2.35","51.39","1.01","3.39","80.77"
"V. Kopotun","Spain 3.","Alcorcón","CF","24","0","","31","2730","14","1","Ukraine","right","0","3.59","4.05","53.66","4.35","32.58","0.07","1.66","2.6","0.36","0.43","0.07","1.98","53.33","23.333","0.33","20","2.27","63.77","10.05","34.1","2.84","1.05","0.13","12.13","70.92","2.44","54.05","0.26","37.5","0.03","0.07","0.1","33.33","0.13","0.82","40","0.66","55","0.4","1.15","48.57"
"E. Eyong","Spain 3.","Villarreal B","CF","21","0","","30","2710","19","3","Cameroon","right","181","3.52","3.72","49.11","4.05","44.26","0.1","2.18","2.92","0.46","0.55","0","2.49","58.67","25.333","0.83","32","2.19","53.03","9.43","30.28","3.06","1.23","0.23","13.42","76.73","2.32","61.43","0.53","68.75","0.07","0","0.07","50","0.3","1.3","66.67","0.46","57.14","0.4","1.39","61.9"
"Enol Rodríguez","Spain 3.","Arenteiro","CF, LAMF","24","150000","","35","2709","7","2","Spain","right","187","3.46","3.65","53.64","7.74","40.77","0.03","1.89","2.33","0.23","0.26","0","2.03","34.43","11.475","1.26","28.95","2.96","42.7","13.36","30.85","2.72","1.1","0.23","13.06","71.25","2.46","52.7","0.63","26.32","0.08","0.03","0.03","0","0.23","1.26","63.16","1.5","48.89","0.66","1.73","76.92"
"J. Carbonell","Spain 3.","Ourense CF","CF","28","0","","36","2599","13","0","Spain","right","183","3.26","2.42","42.86","5.16","38.93","0.21","2.25","1.63","0.45","0.36","0.03","1.94","41.07","23.214","0.35","20","1.66","45.83","7.45","27.91","2.56","0.8","0.28","13.68","74.43","2.35","45.59","1.32","50","0.02","0","0.03","0","0.03","1.39","50","0.31","44.44","0.21","0.76","50"
"Javi Eslava","Spain 3.","Mérida AD","CF","29","0","2027-06-30","34","2560","13","0","Spain","right","190","3.06","3.06","47.13","6.15","38.86","0.14","2.22","1.93","0.46","0.36","0.07","1.9","55.56","24.074","0.63","11.11","1.76","44","9.88","27.05","2.99","0.53","0.04","12.69","64.82","2.85","48.15","0.77","59.09","0.08","0.07","0.21","16.67","0.28","1.55","47.73","0.67","47.37","0.46","1.13","65.63"
"Marcos Fernández","Spain 3.","Betis Deportivo","CF","22","0","2028-06-30","34","2545","11","0","Spain","right","176","3.04","3.36","52.63","3.29","23.66","0.21","1.68","1.87","0.32","0.4","0.04","2.19","41.94","17.742","0.39","27.27","1.98","42.86","8.95","29.25","2.58","0.67","0.11","17.12","78.31","3.5","58.59","0.85","83.33","0.01","0.04","0.04","0","0.04","1.49","71.43","0.67","36.84","0.57","2.02","57.89"
"Leandro Martínez","Spain 3.","Sestao River","CF, RAMF, RW","31","300000","","35","2533","5","0","Spain","right","175","5.68","4.51","61.42","4.26","30","0.14","3.66","2.13","0.14","0.27","0","1.92","37.04","9.259","1.67","27.66","2.66","33.33","11.48","27.24","2.88","0.92","0.25","17.52","65.11","4.8","51.85","1.35","36.84","0.08","0.04","0.07","100","0.18","2.13","50","1.46","41.46","0.53","2.56","58.33"
"Ekain Orobengoa","Spain 3.","Real Sociedad B","CF","21","0","","35","2508","4","1","Spain","right","0","3.34","2.94","53.66","7.82","37.16","0.07","2.26","1.54","0.14","0.16","0","1.36","36.84","10.526","0.83","30.43","1.69","46.81","5.42","34.44","1.9","0.86","0.04","8.86","68.02","1.83","43.14","0.29","25","0.07","0","0","0","0.29","0.54","40","0.9","56","0.5","1.04","55.17"
"Esteban Aparicio","Spain 3.","Alcorcón","CF, RW","24","50000","2026-06-30","33","2430","10","1","Spain","right","179","2.3","2.19","49.15","3.48","23.4","0.04","1.42","2.07","0.33","0.26","0.04","1.81","42.86","20.408","0.59","31.25","2.07","53.57","6.81","36.41","2.19","0.74","0.07","15.78","81.46","3.22","63.22","0.52","64.29","0.05","0","0.15","0","0.22","1.52","70.73","0.63","35.29","0.3","1.33","69.44"
"Rodri Escudero","Spain 3.","Algeciras","CF","31","250000","","33","2411","11","1","Spain","right","181","3.21","2.46","66.67","4.93","33.33","0.15","2.07","1.72","0.41","0.25","0.04","1.53","41.46","26.829","0.49","46.15","1.64","52.27","6.83","28.42","2.46","0.49","0.07","13.77","70.73","2.84","48.68","0.71","21.05","0.05","0.04","0","0","0.19","1.31","48.57","0.49","53.85","0.37","1.31","60"
"Caye Quintana","Spain 3.","Recreativo Huelva","CF","31","250000","2027-06-30","33","2400","9","0","Spain","right","180","2.66","2.63","40","6.04","35.4","0.11","2.08","1.35","0.26","0.34","0","1.58","47.62","21.429","0.49","38.46","0.79","52.38","6.6","24.43","3.08","0.49","0.04","11.03","72.45","2.14","54.39","0.41","27.27","0.07","0","0.08","0","0.23","0.79","61.9","0.64","52.94","0.49","0.9","54.17"
"Oscar Marcos","Spain 3.","Celta Fortuna","CF, LWF, LW","19","0","2027-06-30","29","2341","5","3","Spain","unknown","0","3.31","3.38","59.09","1.58","41.46","0.08","1.77","1.96","0.19","0.16","0.04","1.65","39.53","11.628","0.08","100","1.81","65.96","7.5","46.15","1.85","1.77","0.65","23.45","85.08","5.5","74.83","0.58","40","0.08","0.04","0.08","50","0.23","2.04","75.47","0.77","75","0.65","2.15","62.5"
"Borja Valle","Spain 3.","Ponferradina","CF, AMF","33","400000","","37","2270","9","2","Spain","right","177","6.26","5.87","62.16","6.15","38.06","0.12","3.48","2.22","0.24","0.29","0.04","1.43","47.22","25","1.35","41.18","1.78","55.56","7.3","36.96","2.22","0.67","0.24","30.69","86.56","5.47","77.54","1.43","61.11","0.06","0.08","0.04","0","0.2","3.41","76.74","1.15","62.07","0.52","2.54","73.44"
"Alex Valiño","Spain 3.","Barakaldo","CF","28","200000","","34","2232","7","1","Spain","right","185","3.31","3.47","51.16","5.73","28.87","0.08","2.19","2.3","0.24","0.27","0.04","1.73","48.84","16.279","0.93","13.04","2.34","56.9","11.29","28.57","2.22","1.21","0.32","10.44","72.97","1.37","64.71","0.52","69.23","0.03","0","0","0","0.16","0.73","83.33","0.6","26.67","0.2","0.97","70.83"
"Jon García","Spain 3.","Osasuna Promesas","CF, AMF, RCMF","22","0","2026-06-30","34","2227","8","6","Spain","right","182","4.08","3.31","52.44","2.67","42.42","0.12","2.7","2.47","0.2","0.27","0","2.79","37.68","11.594","0.85","38.1","1.78","59.09","6.18","40.52","1.21","0.44","0","22.03","70.46","7.31","58.56","2.75","41.18","0.14","0","0.12","33.33","0.4","5.5","61.76","1.58","46.15","0.48","4.73","64.96"
"G. Santamaría","Spain 3.","Unionistas de Salamanca","CF","29","200000","2025-06-30","36","2201","4","1","Spain","right","176","2.13","2.58","36.51","8.71","35.68","0","1.37","1.31","0.16","0.22","0.04","1.51","40.54","10.811","0.53","23.08","0.9","59.09","6.46","24.68","1.96","0.33","0.08","19.14","76.07","4.25","61.54","0.86","66.67","0.05","0","0.04","100","0.16","2.25","65.45","1.1","55.56","0.57","1.76","55.81"
"Pau Pérez","Spain 3.","Yeclano","CF, RW, RCMF","26","0","2027-06-30","34","2178","3","1","Spain","left","184","5.37","4.63","55.36","6.98","42.6","0.29","3.66","1.98","0.04","0.21","0","2.07","30","6","1.74","35.71","1.86","40","4.09","30.3","1.82","1.07","0.29","19.38","68.23","5.91","62.24","2.73","56.06","0.08","0","0.04","0","0.12","2.98","62.5","2.02","44.9","0.74","4.17","70.3"
"Dani Selma","Spain 3.","Amorebieta","CF","24","0","2026-06-30","36","2171","5","1","Spain","left","186","3.48","3.32","63.75","5.85","38.3","0.17","1.76","1.41","0.17","0.19","0.08","1.29","35.48","16.129","0.58","21.43","1.7","48.78","7.42","37.99","1.78","0.5","0.08","12.44","72.67","2.94","66.2","0.37","77.78","0.02","0.04","0.04","0","0.17","1.37","75.76","0.46","45.45","0.25","1.33","53.13"
"Arkaitz Mariezkurrena","Spain 3.","Real Sociedad B","CF, LCMF, LW","20","0","","28","2131","7","2","Spain","left","0","4.18","5.07","55.83","4.35","21.36","0","1.67","1.69","0.25","0.25","0.08","1.73","34.15","17.073","1.27","10","2.45","36.21","9.97","29.24","1.77","1.01","0.08","17.91","64.62","5.79","50.36","2.2","32.69","0.06","0.04","0.3","28.57","0.3","3.42","49.38","1.86","38.64","0.72","3","78.87"
"Marcos Baselga","Spain 3.","Arenteiro","CF, AMF","26","200000","","28","2130","12","0","Spain","right","177","1.73","1.9","55.56","4.99","22.88","0.04","0.87","2.11","0.46","0.4","0","2.2","48.08","23.077","0.51","33.33","1.69","52.5","7.77","31.52","3.25","0.42","0.04","12.55","75.76","2.2","51.92","0.21","60","0.05","0.08","0.08","0","0.17","0.72","76.47","0.89","28.57","0.42","0.85","65"
"Raúl Hernández","Spain 3.","Lugo","CF, LW, LAMF","31","150000","","31","2128","2","3","Spain","right","183","6.56","7.4","60.57","5.58","35.61","0","2.52","1.82","0.08","0.14","0","1.56","24.32","5.405","0.72","29.41","2.16","56.86","8.37","33.33","1.4","0.89","0.08","24.36","74.31","6.94","57.93","2.11","40","0.07","0.04","0","0","0.17","3.26","64.94","1.31","29.03","0.38","3.59","56.47"
"L. Antonetti","Spain 3.","Sevilla Atlético","CF","22","0","","31","2115","5","2","Spain","left","189","4.26","3.53","49.4","6.64","30.13","0.13","2.86","2.3","0.17","0.31","0","2.34","40","9.091","1.02","25","2.26","43.4","8.94","30","3.19","0.85","0.09","13.02","68.63","3.11","54.79","0.94","50","0.03","0","0.17","75","0.34","1.96","54.35","1.15","37.04","0.6","1.7","65"
"A. Coscia","Spain 3.","Hércules","CF","28","200000","","33","2112","8","1","Argentina","left","180","3.58","3.11","46.58","7.84","38.59","0.04","2.21","1.66","0.21","0.37","0.17","1.92","57.78","17.778","0.34","25","1.15","40.74","5.71","32.09","2.6","0.21","0","11.59","62.13","2.17","41.18","0.64","26.67","0.02","0","0","0","0.13","0.98","34.78","0.43","50","0.26","0.77","38.89"
"Davo","Spain 3.","Ibiza","CF","25","0","","28","2112","15","2","Spain","right","175","3.75","4.05","51.58","5.92","33.81","0.04","1.88","2.3","0.6","0.55","0.13","2.22","44.23","28.846","0.89","28.57","1.58","62.16","8.48","28.14","3.07","0.72","0.09","12.36","67.24","2.13","60","0.77","55.56","0.07","0","0.09","100","0.3","0.98","52.17","0.77","44.44","0.47","0.72","70.59"
"R. Ríos Lozano","Spain 3.","Ceuta","CF","35","350000","2026-06-30","38","2101","6","2","Spain","right","174","2.61","2.1","51.02","5.87","37.23","0.13","2.24","1.16","0.26","0.29","0","1.76","31.71","14.634","0.43","60","0.73","41.18","5.78","35.56","2.83","0.51","0.13","16.58","77.78","3.68","56.98","0.69","43.75","0.05","0","0.04","100","0.21","1.41","57.58","0.86","65","0.51","1.54","55.56"
"Pedro Benito","Spain 3.","Real Murcia","CF, RW, RAMF","25","300000","","36","2093","6","1","Spain","right","182","6.41","4.95","53.91","6.19","42.36","0.17","3.99","2.71","0.26","0.31","0.04","2.02","48.94","12.766","1.08","16","2.62","55.74","7.53","34.86","3.53","1.29","0.52","16.94","69.54","4.86","54.87","1.16","37.04","0.04","0","0.26","33.33","0.34","1.94","51.11","1.38","40.63","0.56","2.24","67.31"
"C. De la Nava","Spain 3.","Unionistas de Salamanca","CF","32","200000","2026-06-30","33","2069","6","2","Spain","right","187","5.61","4.22","53.61","9.79","44.89","0.35","3.76","0.91","0.26","0.16","0.09","1.04","50","25","0.43","30","0.7","37.5","9.31","28.5","1.91","0.48","0.04","23.88","77.05","5.79","57.14","1.74","57.5","0.05","0.09","0.09","0","0.22","3.39","64.1","0.96","40.91","0.65","2.83","61.54"
"Dorian Hanza","Spain 3.","Marbella","CF","24","250000","2026-06-30","29","2053","8","1","Spain","right","189","3.11","3.2","50.68","7.93","37.02","0.04","1.75","2.19","0.26","0.35","0.09","1.71","56.41","20.513","0.83","21.05","1.93","50","10.57","28.22","3.07","0.61","0.09","12.41","72.08","2.28","61.54","0.22","60","0.06","0","0.09","100","0.26","0.88","50","0.61","28.57","0.48","0.92","66.67"
"Koldo Obieta","Spain 3.","Real Unión","CF","31","200000","2025-06-30","34","2033","4","1","Spain","right","187","3.94","3.28","52.7","9.96","39.56","0.22","2.94","1.24","0.18","0.28","0","2.12","37.5","8.333","0.8","11.11","0.8","38.89","7.57","29.82","3.23","0.44","0.13","20.9","69.7","5.14","62.07","1.06","45.83","0.05","0","0.04","100","0.31","2.83","67.19","1.33","50","0.75","2.79","63.49"
"Teddy Sutherland","Spain 3.","Yeclano","CF, LW, RW","25","150000","","37","2033","3","2","England","right","170","4.91","4.16","62.77","3.1","32.86","0","2.95","3.14","0.13","0.11","0.04","1.37","35.48","9.677","2.26","39.22","3.14","56.34","8.81","39.7","2.3","1.24","0.22","15.32","71.39","3.85","55.17","1.42","40.63","0.1","0.04","0.04","0","0.49","1.77","55","2.21","54","0.53","2.74","74.19"
"Iván Cédric","Spain 3.","Barcelona Atlètic","CF","23","0","2026-06-30","29","1974","8","1","Spain","right","187","2.42","2.64","46.55","2.55","37.5","0.14","1.99","2.33","0.36","0.54","0.05","2.33","50.98","15.686","0.27","0","2.05","51.11","9.03","32.32","3.15","0.55","0.09","10.21","71.88","1.6","62.86","0.36","37.5","0.03","0.05","0.14","66.67","0.23","1","45.45","0.41","77.78","0.59","0.82","61.11"
"Adrián Niño","Spain 3.","Atlético Madrid B","CF","21","0","","32","1939","10","0","Spain","right","184","2.97","2.97","59.38","3.25","41.43","0","1.83","2.88","0.37","0.52","0","2.97","46.88","15.625","0.46","40","2.69","46.55","7.94","30.41","2.65","1.02","0.23","14.39","75.81","3.11","59.7","1.3","42.86","0.03","0","0.14","33.33","0","1.67","69.44","0.74","56.25","0.51","1.76","68.42"
"S. El Ftouhi","Spain 3.","Atlético Sanluqueño","CF","24","100000","2026-06-30","30","1930","8","1","France","","182","4.71","4.62","66.67","6.53","40","0","1.97","2.84","0.37","0.34","0.09","2.28","44.9","16.327","1.21","15.38","3.22","50.72","11.28","34.3","3.4","0.98","0.42","12.64","73.06","1.77","60.53","0.23","40","0.08","0.05","0.05","0","0.09","0.33","42.86","0.93","25","0.37","0.89","52.63"
"Jordi Escobar","Spain 3.","Celta Fortuna","CF","23","250000","2029-06-30","30","1917","11","3","Spain","right","188","2.44","2.25","52.08","2.39","27.45","0","1.84","2.3","0.47","0.37","0","2.02","53.49","25.581","0.19","50","2.11","48.89","9.34","27.14","2.35","0.75","0.14","12.49","71.43","2.44","59.62","0.38","62.5","0.07","0.05","0.19","50","0.42","0.94","50","0.66","57.14","0.52","1.17","48"
"I. Etxaniz","Spain 3.","Sestao River","CF","34","125000","","27","1890","5","0","Spain","right","182","3.95","2.48","67.31","8","44.64","0.19","2.91","0.76","0.24","0.22","0.1","1.24","38.46","19.231","0.33","28.57","0.48","30","4.52","30.53","2.1","0.29","0","14.48","68.09","3.57","54.67","0.67","35.71","0.03","0","0.14","33.33","0.1","1.76","48.65","0.71","53.33","0.38","1.62","61.76"
"Maroan Sannadi","Spain 3.","Barakaldo","CF","24","0","","20","1878","11","1","Spain","right","192","3.5","2.78","58.62","5.03","44.76","0.05","2.66","4.12","0.48","0.55","0.14","3.21","43.28","16.418","1.49","29.03","4.36","51.65","16.63","37.46","4.12","2.35","0.29","16.53","70.43","4.17","62.07","1.15","54.17","0.06","0","0.1","50","0.24","2.01","59.52","1.77","43.24","0.96","2.11","70.45"
"J. Locadia","Spain 3.","Intercity SJ D' Alacant","CF","31","800000","","25","1861","10","1","Netherlands","right","193","1.74","2.08","48.84","3.48","37.5","0","0.98","2.13","0.48","0.27","0.1","2.37","40.82","20.408","0.44","22.22","1.89","53.85","10.35","31.78","3.43","0.63","0","16.44","76.47","3.14","58.46","0.87","55.56","0.04","0.05","0.05","100","0.15","1.79","62.16","0.77","75","0.77","1.45","80"
"Omar Janneh","Spain 3.","Atlético Madrid B","CF","19","0","","30","1826","8","2","Spain","both","187","2.22","2.12","62.79","2.91","38.98","0.05","1.22","2.32","0.39","0.38","0.1","2.27","47.83","17.391","0.39","25","2.17","52.27","8.63","34.29","3.11","0.64","0.1","10.2","68.6","2.12","55.81","0.35","57.14","0.04","0","0.05","0","0.2","1.13","47.83","0.44","22.22","0.15","0.84","52.94"
"José Luis Cortés","Spain 3.","Ponferradina","CF","24","0","","35","1782","7","1","Spain","right","0","2.32","2.42","47.92","4.55","24.44","0.15","1.63","2.37","0.3","0.43","0.05","2.12","40.48","16.667","0.91","33.33","2.12","57.14","10.15","29.35","3.54","1.26","0.51","9.55","67.72","1.92","42.11","0.51","50","0.05","0","0","0","0.2","0.76","33.33","0.86","41.18","0.51","1.11","72.73"
"Emilio Nsue","Spain 3.","Intercity SJ D' Alacant","CF, AMF","35","250000","2026-06-30","31","1780","3","0","Spain","right","181","2.48","2.07","48.78","8.34","49.09","0.15","1.9","1.21","0.15","0.2","0.1","1.47","41.38","10.345","0.61","25","1.42","32.14","5.71","25.66","2.48","0.81","0.15","19.42","73.44","5.76","55.26","0.66","53.85","0.05","0","0.1","0","0.25","2.48","51.02","1.26","40","0.61","1.87","72.97"
"M. Pradera","Spain 3.","Tarazona","CF","29","200000","2025-06-30","26","1778","2","1","Spain","right","190","2.89","2.78","49.09","11.9","44.26","0.1","1.87","1.92","0.1","0.16","0.1","1.11","50","9.091","0.56","27.27","1.87","62.16","10.33","29.9","2.02","0.56","0","10.02","57.58","3.95","43.59","0.3","50","0.05","0","0.1","50","0.2","1.27","36","1.16","43.48","0.61","1.32","61.54"
